account_id,customer_id,account_type,account_status,opened_date
ACC000552,CUST000910,Business,Active,2023-08-06
ACC000553,CUST000823,Savings,Active,2022-06-11
ACC000554,CUST000366,Current,Active,2022-12-03
ACC000555,CUST000552,Current,Active,2020-11-02
ACC000556,CUST000322,Current,Active,2023-12-22
ACC000557,CUST000719,Current,Active,2024-01-08
ACC000558,CUST000857,Current,Active,2020-12-14
ACC000559,CUST000977,Business,Active,2021-07-02
ACC000560,CUST000918,Current,Active,2024-11-15
ACC000561,CUST000067,Business,Active,2023-09-14
ACC000562,CUST000613,Current,Active,2025-01-13
ACC000563,CUST000463,Current,Active,2023-02-12
ACC000564,CUST000818,Savings,Dormant,2024-11-29
ACC000565,CUST000323,Savings,Dormant,2025-12-08
ACC000566,CUST000602,Current,Dormant,2025-10-25
ACC000567,CUST000166,Savings,Active,2019-10-15
ACC000568,CUST000031,Current,Active,2025-03-11
ACC000569,CUST000969,Current,Active,2022-03-10
ACC000570,CUST000486,Current,Active,2025-06-16
ACC000571,CUST000725,Current,Active,2025-07-07
ACC000572,CUST000206,Current,Closed,2025-08-13
ACC000573,CUST000097,Current,Active,2019-09-26
ACC000574,CUST000700,Current,Active,2020-08-06
ACC000575,CUST000394,Current,Active,2020-02-28
ACC000576,CUST000072,Business,Active,2020-12-11
ACC000577,CUST001000,Current,Active,2024-10-17
ACC000578,CUST000182,Savings,Active,2024-07-15
ACC000579,CUST000839,Current,Active,2020-07-03
ACC000580,CUST000320,Business,Active,2024-07-04
ACC000581,CUST000922,Current,Active,2024-10-15
ACC000582,CUST000961,Current,Active,2022-03-04
ACC000583,CUST000568,Current,Active,2024-12-11
ACC000584,CUST000193,Savings,Active,2025-11-14
ACC000585,CUST000932,Current,Active,2019-11-26
ACC000586,CUST000094,Current,Active,2020-08-13
ACC000587,CUST000545,Current,Active,2024-04-11
ACC000588,CUST000459,Savings,Active,2021-10-01
ACC000589,CUST000085,Current,Active,2022-12-04
ACC000590,CUST000399,Current,Closed,2023-04-23
ACC000591,CUST000541,Savings,Active,2025-07-13
ACC000592,CUST000766,Business,Active,2023-01-05
ACC000593,CUST000029,Current,Active,2024-06-02
ACC000594,CUST000844,Savings,Active,2020-10-29
ACC000595,CUST000521,Current,Active,2024-02-16
ACC000596,CUST000914,Current,Active,2024-04-01
ACC000597,CUST000656,Current,Active,2022-04-03
ACC000598,CUST000120,Business,Active,2023-11-01
ACC000599,CUST000852,Current,Active,2022-02-27
ACC000600,CUST000858,Current,Active,2019-10-26
ACC000601,CUST000265,Savings,Active,2020-02-18
ACC000602,CUST000642,Current,Dormant,2023-06-23
ACC000603,CUST000426,Savings,Active,2024-05-28
ACC000604,CUST000011,Current,Active,2021-06-30
ACC000605,CUST000229,Current,Active,2024-10-01
ACC000606,CUST000550,Current,Dormant,2023-08-27
ACC000607,CUST000712,Current,Active,2023-05-03
ACC000608,CUST000780,Current,Active,2024-04-07
ACC000609,CUST000510,Current,Active,2026-02-17
ACC000610,CUST000115,Current,Active,2024-06-18
ACC000611,CUST000826,Current,Active,2022-05-16
ACC000612,CUST000453,Current,Active,2020-11-19
ACC000613,CUST000743,Current,Active,2024-10-26
ACC000614,CUST000944,Current,Active,2025-11-24
ACC000615,CUST000970,Current,Active,2024-06-19
ACC000616,CUST000674,Savings,Active,2021-08-04
ACC000617,CUST000617,Current,Active,2024-12-02
ACC000618,CUST000115,Current,Active,2020-07-16
ACC000619,CUST000174,Savings,Active,2026-02-06
ACC000620,CUST000701,Current,Active,2020-03-22
ACC000621,CUST000788,Current,Active,2026-02-18
ACC000622,CUST000021,Current,Active,2020-02-14
ACC000623,CUST000703,Current,Active,2023-11-12
ACC000624,CUST000257,Current,Closed,2021-06-05
ACC000625,CUST000157,Current,Active,2024-01-09
ACC000626,CUST000749,Current,Dormant,2023-08-25
ACC000627,CUST000022,Current,Active,2026-01-20
ACC000628,CUST000901,Current,Active,2022-01-08
ACC000629,CUST000362,Current,Active,2021-11-05
ACC000630,CUST000455,Business,Active,2022-09-29
ACC000631,CUST000137,Savings,Active,2024-02-05
ACC000632,CUST000200,Business,Active,2022-06-16
ACC000633,CUST000783,Savings,Active,2023-02-02
ACC000634,CUST000482,Current,Active,2023-02-28
ACC000635,CUST000205,Current,Active,2024-10-09
ACC000636,CUST000530,Current,Dormant,2026-04-06
ACC000637,CUST000582,Current,Active,2020-03-19
ACC000638,CUST000589,Savings,Active,2021-12-02
ACC000639,CUST000889,Savings,Active,2021-01-27
ACC000640,CUST000782,Current,Active,2026-02-18
ACC000641,CUST000067,Current,Active,2025-12-09
ACC000642,CUST000321,Business,Active,2024-11-04
ACC000643,CUST000068,Current,Active,2019-12-28
ACC000644,CUST000721,Current,Active,2020-03-25
ACC000645,CUST000156,Current,Active,2021-12-08
ACC000646,CUST000644,Current,Closed,2023-09-26
ACC000647,CUST000932,Current,Active,2025-01-04
ACC000648,CUST000489,Current,Active,2022-06-20
ACC000649,CUST000187,Current,Active,2021-01-05
ACC000650,CUST000907,Current,Active,2022-05-20
ACC000651,CUST000640,Current,Active,2024-11-08
ACC000652,CUST000984,Current,Dormant,2022-12-08
ACC000653,CUST000972,Savings,Active,2020-12-25
ACC000654,CUST000605,Current,Active,2023-09-12
ACC000655,CUST000533,Business,Active,2022-12-17
ACC000656,CUST000245,Savings,Active,2021-09-04
ACC000657,CUST000768,Business,Active,2025-08-19
ACC000658,CUST000134,Savings,Dormant,2026-05-30
ACC000659,CUST000310,Current,Active,2022-04-09
ACC000660,CUST000689,Current,Active,2022-06-01
ACC000661,CUST000435,Current,Active,2022-08-24
ACC000662,CUST000198,Current,Active,2021-06-26
ACC000663,CUST000683,Business,Active,2025-04-05
ACC000664,CUST000826,Savings,Active,2024-07-18
ACC000665,CUST000586,Savings,Active,2025-09-08
ACC000666,CUST000755,Savings,Active,2025-09-28
ACC000667,CUST000989,Savings,Active,2022-10-26
ACC000668,CUST000125,Current,Active,2025-08-15
ACC000669,CUST000975,Current,Active,2023-12-02
ACC000670,CUST000082,Current,Active,2024-05-14
ACC000671,CUST000726,Business,Active,2024-06-11
ACC000672,CUST000693,Current,Active,2021-07-27
ACC000673,CUST000082,Current,Active,2024-11-30
ACC000674,CUST000717,Current,Active,2024-06-03
ACC000675,CUST000775,Business,Active,2019-11-21
ACC000676,CUST000519,Current,Active,2023-09-20
ACC000677,CUST000544,Current,Active,2023-09-17
ACC000678,CUST000067,Current,Active,2025-11-07
ACC000679,CUST000441,Current,Active,2021-07-13
ACC000680,CUST000091,Current,Active,2022-06-23
ACC000681,CUST000695,Business,Active,2022-12-15
ACC000682,CUST000831,Current,Active,2021-01-17
ACC000683,CUST000195,Current,Active,2022-07-29
ACC000684,CUST000473,Current,Active,2022-01-04
ACC000685,CUST000476,Current,Active,2022-03-17
ACC000686,CUST000143,Savings,Active,2024-11-09
ACC000687,CUST000445,Savings,Active,2024-08-05
ACC000688,CUST000223,Current,Active,2024-11-07
ACC000689,CUST000023,Current,Active,2020-05-15
ACC000690,CUST000499,Current,Active,2021-08-26
ACC000691,CUST000062,Current,Active,2022-11-26
ACC000692,CUST000297,Current,Active,2020-12-27
ACC000693,CUST000014,Business,Active,2022-09-25
ACC000694,CUST000634,Current,Active,2025-01-28
ACC000695,CUST000743,Current,Active,2025-02-04
ACC000696,CUST000065,Current,Active,2023-10-09
ACC000697,CUST000240,Business,Active,2021-03-11
ACC000698,CUST000592,Savings,Active,2025-02-08
ACC000699,CUST000587,Business,Active,2019-11-18
ACC000700,CUST000840,Current,Active,2026-04-25
ACC000701,CUST000098,Current,Active,2022-12-04
ACC000702,CUST000474,Current,Active,2023-07-20
ACC000703,CUST000797,Current,Active,2024-12-04
ACC000704,CUST000061,Current,Active,2026-07-01
ACC000705,CUST000636,Current,Active,2023-06-22
ACC000706,CUST000620,Savings,Active,2024-06-02
ACC000707,CUST000303,Savings,Active,2024-05-05
ACC000708,CUST000290,Current,Active,2026-05-30
ACC000709,CUST000148,Current,Active,2021-10-21
ACC000710,CUST000795,Business,Active,2022-03-31
ACC000711,CUST000455,Savings,Active,2023-06-19
ACC000712,CUST000724,Current,Active,2019-12-15
ACC000713,CUST000127,Current,Active,2021-03-07
ACC000714,CUST000852,Savings,Active,2021-08-29
ACC000715,CUST000183,Current,Active,2026-02-21
ACC000716,CUST000580,Savings,Active,2020-10-17
ACC000717,CUST000731,Current,Active,2025-10-08
ACC000718,CUST000536,Current,Active,2025-07-02
ACC000719,CUST000084,Current,Active,2021-01-03
ACC000720,CUST000538,Current,Active,2024-10-16
ACC000721,CUST000834,Current,Active,2023-08-10
ACC000722,CUST000661,Current,Active,2024-01-02
ACC000723,CUST000225,Savings,Dormant,2024-12-26
ACC000724,CUST000397,Savings,Active,2026-04-25
ACC000725,CUST000505,Current,Active,2021-11-16
ACC000726,CUST000205,Current,Active,2019-12-31
ACC000727,CUST000719,Current,Active,2020-10-27
ACC000728,CUST000156,Current,Active,2023-05-18
ACC000729,CUST000524,Current,Active,2019-09-20
ACC000730,CUST000335,Savings,Active,2023-05-02
ACC000731,CUST000618,Business,Active,2021-12-25
ACC000732,CUST000043,Current,Active,2024-03-23
ACC000733,CUST000754,Savings,Active,2024-02-16
ACC000734,CUST000370,Current,Active,2023-12-14
ACC000735,CUST000864,Current,Active,2023-01-21
ACC000736,CUST000186,Savings,Active,2022-03-04
ACC000737,CUST000401,Current,Active,2021-01-07
ACC000738,CUST000293,Savings,Active,2023-09-30
ACC000739,CUST000906,Current,Active,2025-12-21
ACC000740,CUST000001,Current,Active,2020-02-29
ACC000741,CUST000377,Current,Active,2021-10-13
ACC000742,CUST000078,Current,Active,2023-03-13
ACC000743,CUST000310,Current,Active,2024-03-27
ACC000744,CUST000763,Business,Active,2021-03-10
ACC000745,CUST000089,Savings,Active,2020-01-11
ACC000746,CUST000277,Current,Active,2025-10-26
ACC000747,CUST000221,Current,Active,2026-03-13
ACC000748,CUST000851,Current,Active,2026-05-19
ACC000749,CUST000673,Current,Active,2023-05-19
ACC000750,CUST000491,Current,Active,2023-06-26
ACC000751,CUST000459,Savings,Closed,2026-01-13
ACC000752,CUST000446,Current,Active,2023-12-07
ACC000753,CUST000049,Current,Active,2022-05-31
ACC000754,CUST000558,Current,Active,2022-05-14
ACC000755,CUST000150,Current,Active,2021-12-19
ACC000756,CUST000382,Current,Active,2023-04-03
ACC000757,CUST000770,Savings,Active,2021-12-16
ACC000758,CUST000617,Current,Active,2022-07-04
ACC000759,CUST000772,Current,Active,2026-01-19
ACC000760,CUST000881,Business,Active,2022-09-12
ACC000761,CUST000763,Current,Active,2024-12-19
ACC000762,CUST000406,Current,Active,2025-04-10
ACC000763,CUST000533,Current,Active,2020-05-10
ACC000764,CUST000233,Current,Active,2021-01-17
ACC000765,CUST000857,Savings,Active,2022-02-06
ACC000766,CUST000403,Current,Active,2021-12-14
ACC000767,CUST000232,Current,Active,2024-06-01
ACC000768,CUST000813,Business,Active,2020-12-23
ACC000769,CUST000712,Business,Active,2021-12-23
ACC000770,CUST000555,Current,Dormant,2024-05-22
ACC000771,CUST000303,Current,Active,2025-09-24
ACC000772,CUST000974,Current,Dormant,2022-01-05
ACC000773,CUST000308,Current,Active,2023-02-15
ACC000774,CUST000942,Current,Active,2026-01-22
ACC000775,CUST000512,Current,Active,2021-03-22
ACC000776,CUST000789,Current,Active,2022-08-05
ACC000777,CUST000390,Current,Active,2025-07-23
ACC000778,CUST000095,Current,Active,2025-06-23
ACC000779,CUST000346,Current,Closed,2026-02-23
ACC000780,CUST000796,Savings,Active,2021-12-05
ACC000781,CUST000132,Current,Active,2026-03-19
ACC000782,CUST000515,Current,Active,2020-03-12
ACC000783,CUST000549,Current,Active,2019-12-19
ACC000784,CUST000503,Current,Active,2024-09-15
ACC000785,CUST000340,Current,Active,2025-09-02
ACC000786,CUST000256,Current,Active,2024-07-20
ACC000787,CUST000188,Current,Active,2019-12-27
ACC000788,CUST000456,Savings,Dormant,2025-03-25
ACC000789,CUST000136,Savings,Dormant,2020-03-21
ACC000790,CUST000376,Savings,Active,2020-08-21
ACC000791,CUST000557,Current,Active,2023-05-28
ACC000792,CUST000433,Current,Active,2022-07-10
ACC000793,CUST000942,Current,Dormant,2024-12-27
ACC000794,CUST000089,Current,Active,2021-07-11
ACC000795,CUST000571,Current,Active,2024-06-13
ACC000796,CUST000574,Current,Active,2023-03-01
ACC000797,CUST000401,Current,Active,2026-05-25
ACC000798,CUST000273,Current,Active,2024-12-29
ACC000799,CUST000882,Current,Active,2021-03-17
ACC000800,CUST000102,Current,Active,2020-06-17
ACC000801,CUST000131,Savings,Active,2025-10-08
ACC000802,CUST000580,Current,Active,2021-11-22
ACC000803,CUST000848,Current,Active,2021-09-09
ACC000804,CUST000800,Current,Active,2022-05-05
ACC000805,CUST000857,Savings,Active,2025-02-07
ACC000806,CUST000522,Savings,Active,2024-10-07
ACC000807,CUST000295,Current,Active,2019-10-22
ACC000808,CUST000576,Current,Active,2024-11-23
ACC000809,CUST000285,Current,Active,2022-09-14
ACC000810,CUST000620,Current,Active,2021-04-05
ACC000811,CUST000776,Savings,Active,2020-03-31
ACC000812,CUST000677,Savings,Active,2022-10-02
ACC000813,CUST000999,Current,Active,2025-10-29
ACC000814,CUST000957,Current,Active,2020-10-09
ACC000815,CUST000928,Current,Active,2024-05-21
ACC000816,CUST000846,Current,Active,2023-05-30
ACC000817,CUST000686,Current,Active,2024-12-19
ACC000818,CUST000704,Current,Active,2020-05-01
ACC000819,CUST000474,Current,Active,2023-04-06
ACC000820,CUST000613,Savings,Active,2024-06-23
ACC000821,CUST000384,Current,Active,2023-06-30
ACC000822,CUST000350,Current,Active,2023-09-13
ACC000823,CUST000564,Business,Active,2024-05-31
ACC000824,CUST000466,Business,Active,2023-06-04
ACC000825,CUST000204,Current,Closed,2021-01-14
ACC000826,CUST000448,Current,Active,2024-07-02
ACC000827,CUST000821,Business,Active,2025-09-29
ACC000828,CUST000549,Current,Active,2021-10-14
ACC000829,CUST000677,Current,Active,2022-09-29
ACC000830,CUST000292,Current,Active,2019-10-05
ACC000831,CUST000951,Current,Active,2024-10-30
ACC000832,CUST000325,Savings,Active,2022-03-27
ACC000833,CUST000018,Business,Active,2023-07-05
ACC000834,CUST000253,Savings,Active,2021-05-17
ACC000835,CUST000178,Business,Active,2026-07-01
ACC000836,CUST000446,Current,Active,2022-03-13
ACC000837,CUST000103,Savings,Active,2021-07-20
ACC000838,CUST000910,Current,Active,2022-04-08
ACC000839,CUST000279,Current,Active,2021-08-19
ACC000840,CUST000022,Current,Active,2021-07-27
ACC000841,CUST000148,Savings,Active,2022-04-19
ACC000842,CUST000213,Current,Active,2023-06-17
ACC000843,CUST000921,Current,Active,2021-04-07
ACC000844,CUST000577,Current,Active,2021-06-16
ACC000845,CUST000399,Current,Active,2026-04-21
ACC000846,CUST000457,Business,Active,2023-09-03
ACC000847,CUST000376,Business,Active,2024-10-04
ACC000848,CUST000600,Current,Active,2024-05-03
ACC000849,CUST000050,Savings,Active,2024-10-01
ACC000850,CUST000567,Current,Active,2023-09-02
ACC000851,CUST000146,Savings,Active,2024-06-12
ACC000852,CUST000171,Current,Active,2025-06-30
ACC000853,CUST000671,Savings,Active,2024-07-23
ACC000854,CUST000965,Current,Active,2026-05-04
ACC000855,CUST000079,Current,Active,2024-07-10
ACC000856,CUST000474,Current,Active,2024-07-11
ACC000857,CUST000192,Current,Active,2024-08-09
ACC000858,CUST000022,Current,Active,2022-02-11
ACC000859,CUST000481,Current,Active,2019-09-14
ACC000860,CUST000286,Current,Active,2025-04-18
ACC000861,CUST000656,Current,Active,2022-04-20
ACC000862,CUST000472,Current,Active,2022-02-06
ACC000863,CUST000414,Savings,Active,2020-09-14
ACC000864,CUST000592,Savings,Active,2023-09-17
ACC000865,CUST000171,Current,Active,2026-02-14
ACC000866,CUST000377,Savings,Active,2021-11-27
ACC000867,CUST000383,Current,Active,2026-05-09
ACC000868,CUST000654,Savings,Active,2019-11-28
ACC000869,CUST000813,Current,Active,2026-05-07
ACC000870,CUST000259,Current,Active,2021-04-25
ACC000871,CUST000475,Current,Dormant,2023-10-12
ACC000872,CUST000945,Current,Active,2022-08-08
ACC000873,CUST000909,Current,Active,2019-10-28
ACC000874,CUST000525,Current,Active,2021-02-26
ACC000875,CUST000199,Current,Active,2026-05-29
ACC000876,CUST000729,Current,Active,2020-10-26
ACC000877,CUST000381,Current,Active,2021-05-15
ACC000878,CUST000292,Current,Active,2019-12-19
ACC000879,CUST000777,Current,Active,2026-02-14
ACC000880,CUST000747,Savings,Active,2024-10-23
ACC000881,CUST000732,Current,Active,2023-07-15
ACC000882,CUST000937,Current,Active,2023-06-10
ACC000883,CUST000046,Current,Dormant,2024-05-08
ACC000884,CUST000428,Savings,Active,2021-09-28
ACC000885,CUST000939,Current,Closed,2024-09-12
ACC000886,CUST000495,Savings,Active,2024-09-02
ACC000887,CUST000082,Current,Active,2022-09-08
ACC000888,CUST000872,Current,Dormant,2020-01-22
ACC000889,CUST000923,Savings,Active,2022-11-13
ACC000890,CUST000699,Savings,Active,2023-05-27
ACC000891,CUST000252,Current,Active,2021-02-10
ACC000892,CUST000308,Current,Active,2021-12-29
ACC000893,CUST000821,Savings,Active,2024-11-13
ACC000894,CUST000803,Current,Dormant,2021-04-29
ACC000895,CUST000715,Current,Active,2022-01-18
ACC000896,CUST000307,Current,Active,2021-02-18
ACC000897,CUST000322,Business,Active,2021-12-24
ACC000898,CUST000485,Business,Active,2022-05-18
ACC000899,CUST000499,Savings,Active,2022-01-31
ACC000900,CUST000441,Savings,Active,2019-09-08
ACC000901,CUST000613,Current,Active,2025-08-08
ACC000902,CUST000816,Savings,Active,2021-09-21
ACC000903,CUST000957,Business,Active,2024-10-29
ACC000904,CUST000182,Current,Active,2022-06-01
ACC000905,CUST000847,Current,Active,2025-07-20
ACC000906,CUST000318,Current,Active,2019-12-30
ACC000907,CUST000001,Savings,Active,2024-08-16
ACC000908,CUST000111,Current,Active,2020-08-19
ACC000909,CUST000292,Current,Active,2023-08-14
ACC000910,CUST000717,Current,Active,2024-01-08
ACC000911,CUST000403,Savings,Active,2021-03-25
ACC000912,CUST000314,Current,Active,2022-01-13
ACC000913,CUST000241,Savings,Active,2022-11-14
ACC000914,CUST000153,Savings,Active,2025-11-14
ACC000915,CUST000152,Current,Active,2024-11-08
ACC000916,CUST000789,Current,Active,2023-11-06
ACC000917,CUST000420,Current,Active,2020-05-03
ACC000918,CUST000960,Savings,Active,2026-02-25
ACC000919,CUST000197,Current,Active,2023-09-15
ACC000920,CUST000510,Current,Dormant,2022-11-26
ACC000921,CUST000335,Savings,Active,2022-12-31
ACC000922,CUST000189,Current,Active,2023-09-21
ACC000923,CUST000897,Business,Active,2024-12-16
ACC000924,CUST000508,Business,Active,2024-07-04
ACC000925,CUST000010,Current,Active,2022-05-08
ACC000926,CUST000495,Savings,Dormant,2024-04-08
ACC000927,CUST000697,Current,Active,2020-11-13
ACC000928,CUST000911,Current,Active,2024-04-29
ACC000929,CUST000820,Current,Dormant,2019-11-26
ACC000930,CUST000774,Current,Active,2026-05-01
ACC000931,CUST000989,Savings,Active,2021-11-07
ACC000932,CUST000624,Current,Dormant,2019-11-27
ACC000933,CUST000308,Savings,Active,2023-12-16
ACC000934,CUST000261,Current,Active,2023-12-18
ACC000935,CUST000461,Current,Active,2025-12-30
ACC000936,CUST000281,Current,Active,2021-11-09
ACC000937,CUST000976,Savings,Active,2023-02-04
ACC000938,CUST000509,Business,Active,2020-05-03
ACC000939,CUST000876,Current,Closed,2020-03-29
ACC000940,CUST000559,Current,Active,2021-09-18
ACC000941,CUST000252,Business,Active,2025-01-27
ACC000942,CUST000174,Current,Active,2021-11-14
ACC000943,CUST000209,Savings,Active,2023-04-18
ACC000944,CUST000562,Current,Active,2024-10-14
ACC000945,CUST000004,Business,Active,2023-07-03
ACC000946,CUST000463,Current,Active,2020-07-15
ACC000947,CUST000493,Current,Active,2025-08-06
ACC000948,CUST000362,Current,Active,2020-06-01
ACC000949,CUST000933,Business,Active,2025-07-25
ACC000950,CUST000351,Current,Active,2020-07-14
ACC000951,CUST000776,Current,Active,2022-03-02
ACC000952,CUST000525,Savings,Active,2024-08-26
ACC000953,CUST000496,Savings,Active,2025-10-11
ACC000954,CUST000673,Business,Active,2020-04-12
ACC000955,CUST000658,Current,Active,2026-02-14
ACC000956,CUST000585,Current,Closed,2022-05-09
ACC000957,CUST000768,Savings,Dormant,2021-05-02
ACC000958,CUST000099,Current,Active,2025-03-22
ACC000959,CUST000507,Current,Active,2022-09-17
ACC000960,CUST000034,Savings,Active,2023-10-10
ACC000961,CUST000436,Current,Active,2025-12-01
ACC000962,CUST000713,Current,Active,2024-10-25
ACC000963,CUST000422,Business,Dormant,2022-06-14
ACC000964,CUST000757,Current,Active,2023-05-03
ACC000965,CUST000096,Savings,Dormant,2019-10-08
ACC000966,CUST000372,Current,Dormant,2022-10-15
ACC000967,CUST000188,Current,Active,2025-08-25
ACC000968,CUST000319,Savings,Active,2020-06-17
ACC000969,CUST000563,Business,Active,2020-05-29
ACC000970,CUST000674,Current,Active,2026-01-28
ACC000971,CUST000431,Current,Active,2025-12-12
ACC000972,CUST000972,Business,Active,2021-03-08
ACC000973,CUST000370,Current,Active,2024-09-30
ACC000974,CUST000814,Current,Active,2024-06-14
ACC000975,CUST000718,Savings,Active,2026-05-06
ACC000976,CUST000726,Current,Active,2020-10-25
ACC000977,CUST000698,Current,Active,2024-06-05
ACC000978,CUST000061,Current,Active,2022-03-05
ACC000979,CUST000300,Current,Active,2019-11-28
ACC000980,CUST000295,Current,Active,2025-02-17
ACC000981,CUST000664,Current,Active,2025-03-31
ACC000982,CUST000765,Current,Active,2024-06-17
ACC000983,CUST000991,Current,Active,2026-01-30
ACC000984,CUST000048,Savings,Active,2025-01-15
ACC000985,CUST000589,Current,Active,2025-04-15
ACC000986,CUST000110,Current,Active,2024-11-17
ACC000987,CUST000127,Savings,Active,2021-12-03
ACC000988,CUST000697,Current,Active,2024-11-23
ACC000989,CUST000193,Savings,Active,2023-10-23
ACC000990,CUST000448,Current,Active,2021-05-02
ACC000991,CUST000911,Savings,Active,2020-08-26
ACC000992,CUST000114,Savings,Active,2023-05-26
ACC000993,CUST000015,Current,Active,2025-10-18
ACC000994,CUST000311,Current,Active,2023-06-11
ACC000995,CUST000165,Current,Active,2025-01-13
ACC000996,CUST000661,Current,Active,2020-05-05
ACC000997,CUST000149,Current,Active,2020-09-04
ACC000998,CUST000279,Savings,Active,2023-01-19
ACC000999,CUST000065,Current,Active,2023-10-29
ACC001000,CUST000251,Savings,Active,2020-04-17
ACC001001,CUST000947,Current,Active,2020-12-15
ACC001002,CUST000982,Current,Active,2020-04-27
ACC001003,CUST000002,Current,Active,2023-02-04
ACC001004,CUST000258,Current,Active,2024-04-16
ACC001005,CUST000863,Business,Active,2022-07-13
ACC001006,CUST000640,Current,Active,2026-01-07
ACC001007,CUST000778,Current,Active,2023-12-24
ACC001008,CUST000707,Current,Active,2024-12-29
ACC001009,CUST000045,Current,Active,2025-09-19
ACC001010,CUST000452,Savings,Active,2024-02-16
ACC001011,CUST000038,Current,Active,2021-12-11
ACC001012,CUST000603,Savings,Active,2025-06-26
ACC001013,CUST000627,Current,Active,2019-10-27
ACC001014,CUST000961,Savings,Active,2023-06-04
ACC001015,CUST000776,Current,Active,2021-01-15
ACC001016,CUST000909,Current,Active,2019-12-30
ACC001017,CUST000285,Current,Active,2022-07-13
ACC001018,CUST000169,Current,Active,2020-02-14
ACC001019,CUST000198,Current,Active,2026-01-08
ACC001020,CUST000848,Current,Active,2021-05-13
ACC001021,CUST000232,Current,Active,2024-03-29
ACC001022,CUST000902,Savings,Active,2021-09-09
ACC001023,CUST000854,Business,Active,2026-06-12
ACC001024,CUST000546,Current,Active,2021-10-26
ACC001025,CUST000162,Current,Active,2025-04-25
ACC001026,CUST000833,Current,Active,2020-04-21
ACC001027,CUST000955,Current,Dormant,2019-12-19
ACC001028,CUST000162,Savings,Active,2020-03-03
ACC001029,CUST000177,Current,Active,2023-05-27
ACC001030,CUST000220,Business,Active,2026-04-22
ACC001031,CUST000385,Savings,Active,2025-07-05
ACC001032,CUST000712,Current,Active,2020-07-19
ACC001033,CUST000405,Business,Active,2025-01-06
ACC001034,CUST000552,Savings,Active,2023-11-01
ACC001035,CUST000622,Current,Active,2020-06-26
ACC001036,CUST000538,Current,Active,2022-10-21
ACC001037,CUST000183,Current,Active,2024-03-25
ACC001038,CUST000226,Current,Active,2024-11-14
ACC001039,CUST000433,Savings,Active,2022-12-03
ACC001040,CUST000283,Business,Active,2026-02-28
ACC001041,CUST000794,Current,Active,2026-03-11
ACC001042,CUST000776,Savings,Active,2025-08-15
ACC001043,CUST000493,Business,Active,2020-06-26
ACC001044,CUST000807,Current,Dormant,2026-03-29
ACC001045,CUST000321,Current,Active,2020-11-16
ACC001046,CUST000300,Current,Active,2024-11-14
ACC001047,CUST000553,Current,Active,2025-09-03
ACC001048,CUST000782,Current,Active,2026-01-21
ACC001049,CUST000042,Current,Active,2026-01-13
ACC001050,CUST000678,Current,Active,2022-08-28
ACC001051,CUST000371,Savings,Active,2024-11-06
ACC001052,CUST000126,Current,Active,2023-07-05
ACC001053,CUST000379,Current,Active,2024-08-14
ACC001054,CUST000043,Current,Active,2021-04-06
ACC001055,CUST000247,Current,Active,2020-04-09
ACC001056,CUST000806,Business,Active,2020-08-20
ACC001057,CUST000063,Current,Active,2025-02-27
ACC001058,CUST000542,Current,Active,2020-08-05
ACC001059,CUST000641,Savings,Dormant,2024-07-16
ACC001060,CUST000902,Business,Active,2022-04-16
ACC001061,CUST000542,Current,Active,2023-10-25
ACC001062,CUST000145,Current,Active,2023-03-22
ACC001063,CUST000586,Current,Active,2023-01-31
ACC001064,CUST000022,Current,Active,2025-01-25
ACC001065,CUST000866,Current,Active,2023-01-22
ACC001066,CUST000895,Current,Active,2022-02-28
ACC001067,CUST000383,Savings,Active,2026-01-21
ACC001068,CUST000235,Savings,Active,2020-06-07
ACC001069,CUST000197,Business,Active,2026-04-08
ACC001070,CUST000387,Current,Active,2023-04-09
ACC001071,CUST000544,Current,Active,2023-12-30
ACC001072,CUST000248,Current,Active,2024-07-13
ACC001073,CUST000996,Current,Active,2025-11-02
ACC001074,CUST000039,Current,Active,2023-04-07
ACC001075,CUST000222,Current,Active,2022-07-20
ACC001076,CUST000264,Current,Active,2025-02-28
ACC001077,CUST000827,Current,Active,2025-06-20
ACC001078,CUST000539,Current,Active,2025-02-21
ACC001079,CUST001000,Current,Active,2024-04-24
ACC001080,CUST000415,Current,Closed,2026-02-03
ACC001081,CUST000741,Current,Active,2020-11-13
ACC001082,CUST000399,Current,Dormant,2021-12-18
ACC001083,CUST000538,Savings,Active,2024-06-16
ACC001084,CUST000831,Current,Active,2021-11-17
ACC001085,CUST000858,Current,Dormant,2023-10-15
ACC001086,CUST000484,Current,Active,2023-05-08
ACC001087,CUST000930,Current,Active,2024-02-19
ACC001088,CUST000812,Current,Active,2025-09-04
ACC001089,CUST000828,Current,Active,2020-01-31
ACC001090,CUST000300,Current,Active,2021-03-06
ACC001091,CUST000601,Current,Closed,2024-05-07
ACC001092,CUST000162,Business,Active,2020-11-10
ACC001093,CUST000463,Current,Active,2025-09-02
ACC001094,CUST000038,Current,Active,2023-03-27
ACC001095,CUST000418,Business,Active,2022-06-01
ACC001096,CUST000812,Current,Active,2022-02-05
ACC001097,CUST000762,Current,Active,2025-03-22
ACC001098,CUST000800,Savings,Dormant,2024-05-14
ACC001099,CUST000209,Current,Active,2019-09-20
ACC001100,CUST000782,Current,Active,2021-06-03
ACC001101,CUST000218,Current,Active,2024-01-30
ACC001102,CUST000365,Current,Active,2020-05-12
