source_system,recon_reference,transaction_id,account_id,booking_date,amount,currency,status
PaymentProcessorA,REC-A-TXN00008070,TXN00008070,ACC000464,2026-02-11,20.23,GBP,Completed
PaymentProcessorA,REC-A-TXN00001852,TXN00001852,ACC000208,2026-02-26,2.91,GBP,Completed
PaymentProcessorA,REC-A-TXN00002485,TXN00002485,ACC001299,2026-02-23,9.78,EUR,Completed
PaymentProcessorA,REC-A-TXN00009874,TXN00009874,ACC000207,2026-05-05,8.25,GBP,Completed
PaymentProcessorA,REC-A-TXN00009575,TXN00009575,ACC000320,2026-05-26,104.27,EUR,Completed
PaymentProcessorA,REC-A-TXN00001079,TXN00001079,ACC000076,2026-04-19,3574.5,GBP,Completed
PaymentProcessorA,REC-A-TXN00008359,TXN00008359,ACC000500,2026-05-28,86.46,GBP,Completed
PaymentProcessorA,REC-A-TXN00007334,TXN00007334,ACC001262,2026-03-08,49.68,GBP,Completed
PaymentProcessorA,REC-A-TXN00001072,TXN00001072,ACC000031,2026-07-01,44.75,EUR,Completed
PaymentProcessorA,REC-A-TXN00000104,TXN00000104,ACC000640,2026-01-14,5.37,GBP,Completed
PaymentProcessorA,REC-A-TXN00005749,TXN00005749,ACC000979,2026-06-10,143.75,GBP,Completed
PaymentProcessorA,REC-A-TXN00001419,TXN00001419,ACC000790,2026-03-16,23.63,GBP,Completed
PaymentProcessorA,REC-A-TXN00001659,TXN00001659,ACC000711,2026-04-14,230.02,GBP,Completed
PaymentProcessorA,REC-A-TXN00005285,TXN00005285,ACC000837,2026-02-04,259.78,EUR,Completed
PaymentProcessorA,REC-A-TXN00001150,TXN00001150,ACC000664,2026-03-28,41.48,GBP,Completed
PaymentProcessorA,REC-A-TXN00007151,TXN00007151,ACC000035,2026-03-24,29.17,GBP,Completed
PaymentProcessorA,REC-A-TXN00001569,TXN00001569,ACC000064,2026-03-09,14.08,GBP,Completed
PaymentProcessorA,REC-A-TXN00001088,TXN00001088,ACC001044,2026-05-23,95.97,GBP,Failed
PaymentProcessorA,REC-A-TXN00006086,TXN00006086,ACC000861,2026-06-28,30.41,EUR,Completed
PaymentProcessorA,REC-A-TXN00008675,TXN00008675,ACC001272,2026-04-20,168.09,GBP,Pending
PaymentProcessorA,REC-A-TXN00008342,TXN00008342,ACC000153,2026-06-01,4.04,EUR,Completed
PaymentProcessorA,REC-A-TXN00007812,TXN00007812,ACC000762,2026-07-03,22.43,GBP,Completed
PaymentProcessorA,REC-A-TXN00006085,TXN00006085,ACC000936,2026-02-19,37.67,GBP,Completed
PaymentProcessorA,REC-A-TXN00008774,TXN00008774,ACC000738,2026-07-03,268.3,GBP,Completed
PaymentProcessorA,REC-A-TXN00008758,TXN00008758,ACC000883,2026-01-14,21.74,GBP,Completed
PaymentProcessorA,REC-A-TXN00001693,TXN00001693,ACC001238,2026-06-29,28.62,GBP,Completed
PaymentProcessorA,REC-A-TXN00004735,TXN00004735,ACC000740,2026-02-22,83.69,USD,Completed
PaymentProcessorA,REC-A-TXN00003388,TXN00003388,ACC000554,2026-06-27,60.51,GBP,Failed
PaymentProcessorA,REC-A-TXN00003647,TXN00003647,ACC000409,2026-03-27,50.22,GBP,Pending
PaymentProcessorA,REC-A-TXN00001684,TXN00001684,ACC001195,2026-02-19,6796.72,GBP,Completed
PaymentProcessorA,REC-A-TXN00000009,TXN00000009,ACC000302,2026-06-12,22.89,GBP,Completed
PaymentProcessorA,REC-A-TXN00006063,TXN00006063,ACC000566,2026-01-17,12.93,GBP,Completed
PaymentProcessorA,REC-A-TXN00006517,TXN00006517,ACC000896,2026-04-27,193.88,GBP,Reversed
PaymentProcessorA,REC-A-TXN00004124,TXN00004124,ACC000706,2026-03-04,52.67,GBP,Reversed
PaymentProcessorA,REC-A-TXN00008730,TXN00008730,ACC000929,2026-01-31,5.9,GBP,Completed
PaymentProcessorA,REC-A-TXN00006046,TXN00006046,ACC000953,2026-05-26,96.27,GBP,Completed
PaymentProcessorA,REC-A-TXN00000568,TXN00000568,ACC000475,2026-07-09,23.47,GBP,Completed
PaymentProcessorA,REC-A-TXN00009162,TXN00009162,ACC001208,2026-04-09,23.74,GBP,Completed
PaymentProcessorA,REC-A-TXN00001804,TXN00001804,ACC000668,2026-03-17,20.86,GBP,Reversed
PaymentProcessorA,REC-A-TXN00008502,TXN00008502,ACC000418,2026-04-08,50.95,GBP,Completed
PaymentProcessorA,REC-A-TXN00004901,TXN00004901,ACC000233,2026-04-01,39.82,USD,Completed
PaymentProcessorA,REC-A-TXN00001600,TXN00001600,ACC001196,2026-05-09,63.23,GBP,Completed
PaymentProcessorA,REC-A-TXN00007932,TXN00007932,ACC000024,2026-03-19,29.35,GBP,Completed
PaymentProcessorA,REC-A-TXN00009548,TXN00009548,ACC001219,2026-06-04,23.49,GBP,Completed
PaymentProcessorA,REC-A-TXN00002824,TXN00002824,ACC000181,2026-05-22,24.72,GBP,Completed
PaymentProcessorA,REC-A-TXN00005468,TXN00005468,ACC000742,2026-04-13,9.79,GBP,Completed
PaymentProcessorA,REC-A-TXN00003530,TXN00003530,ACC000961,2026-01-23,66.05,GBP,Completed
PaymentProcessorA,REC-A-TXN00008684,TXN00008684,ACC000668,2026-02-18,179.19,GBP,Completed
PaymentProcessorA,REC-A-TXN00001156,TXN00001156,ACC000481,2026-02-23,18.14,GBP,Completed
PaymentProcessorA,REC-A-TXN00006548,TXN00006548,ACC000128,2026-03-30,29.96,USD,Pending
PaymentProcessorA,REC-A-TXN00009089,TXN00009089,ACC000110,2026-01-14,207.27,GBP,Completed
PaymentProcessorA,REC-A-TXN00007621,TXN00007621,ACC000385,2026-05-03,32.44,GBP,Completed
PaymentProcessorA,REC-A-TXN00008297,TXN00008297,ACC000477,2026-02-23,17.08,GBP,Completed
PaymentProcessorA,REC-A-TXN00004541,TXN00004541,ACC000706,2026-02-20,19.92,GBP,Completed
PaymentProcessorA,REC-A-TXN00009135,TXN00009135,ACC000864,2026-05-12,62.6,GBP,Completed
PaymentProcessorA,REC-A-TXN00006483,TXN00006483,ACC000998,2026-03-15,121.17,GBP,Completed
PaymentProcessorA,REC-A-TXN00005827,TXN00005827,ACC001179,2026-04-11,25.63,EUR,Completed
PaymentProcessorA,REC-A-TXN00001191,TXN00001191,ACC000625,2026-05-08,29.86,GBP,Completed
PaymentProcessorA,REC-A-TXN00007445,TXN00007445,ACC000220,2026-05-03,17.92,EUR,Completed
PaymentProcessorA,REC-A-TXN00008521,TXN00008521,ACC000621,2026-01-30,19.96,GBP,Completed
PaymentProcessorA,REC-A-TXN00000961,TXN00000961,ACC000426,2026-05-08,19.16,GBP,Completed
PaymentProcessorA,REC-A-TXN00007455,TXN00007455,ACC001211,2026-03-19,10.12,EUR,Completed
PaymentProcessorA,REC-A-TXN00000037,TXN00000037,ACC000197,2026-02-16,3354.7,GBP,Pending
PaymentProcessorA,REC-A-TXN00007517,TXN00007517,ACC000670,2026-05-13,41.02,EUR,Completed
PaymentProcessorA,REC-A-TXN00007645,TXN00007645,ACC000623,2026-06-28,2462.92,GBP,Completed
PaymentProcessorA,REC-A-TXN00004439,TXN00004439,ACC000626,2026-04-30,28.4,GBP,Completed
PaymentProcessorA,REC-A-TXN00006162,TXN00006162,ACC001027,2026-05-13,929.72,GBP,Completed
PaymentProcessorA,REC-A-TXN00007745,TXN00007745,ACC000367,2026-05-24,1.59,GBP,Completed
PaymentProcessorA,REC-A-TXN00009588,TXN00009588,ACC001003,2026-06-02,86.34,GBP,Completed
PaymentProcessorA,REC-A-TXN00008120,TXN00008120,ACC000463,2026-05-12,12.71,USD,Completed
PaymentProcessorA,REC-A-TXN00006968,TXN00006968,ACC000807,2026-01-28,36.16,GBP,Completed
PaymentProcessorA,REC-A-TXN00005719,TXN00005719,ACC001095,2026-03-31,195.09,GBP,Completed
PaymentProcessorA,REC-A-TXN00000578,TXN00000578,ACC000702,2026-05-21,70.41,GBP,Completed
PaymentProcessorA,REC-A-TXN00009834,TXN00009834,ACC001087,2026-04-30,107.48,GBP,Completed
PaymentProcessorA,REC-A-TXN00004103,TXN00004103,ACC000984,2026-01-26,15.86,GBP,Completed
PaymentProcessorA,REC-A-TXN00007647,TXN00007647,ACC001131,2026-04-29,14.79,GBP,Completed
PaymentProcessorA,REC-A-TXN00004152,TXN00004152,ACC000594,2026-01-18,30.06,GBP,Pending
PaymentProcessorA,REC-A-TXN00003131,TXN00003131,ACC000036,2026-01-21,105.44,GBP,Completed
PaymentProcessorA,REC-A-TXN00004891,TXN00004891,ACC000920,2026-01-22,67.32,GBP,Completed
PaymentProcessorA,REC-A-TXN00009976,TXN00009976,ACC000549,2026-01-13,11.85,GBP,Completed
PaymentProcessorA,REC-A-TXN00007472,TXN00007472,ACC000705,2026-02-28,66.65,GBP,Completed
PaymentProcessorA,REC-A-TXN00001834,TXN00001834,ACC000870,2026-03-29,7.61,GBP,Completed
PaymentProcessorA,REC-A-TXN00009149,TXN00009149,ACC001066,2026-02-18,41.29,GBP,Completed
PaymentProcessorA,REC-A-TXN00004892,TXN00004892,ACC000886,2026-03-13,7.73,GBP,Completed
PaymentProcessorA,REC-A-TXN00002288,TXN00002288,ACC000114,2026-03-05,14.05,GBP,Completed
PaymentProcessorA,REC-A-TXN00001331,TXN00001331,ACC000375,2026-02-20,174.43,GBP,Completed
PaymentProcessorA,REC-A-TXN00002772,TXN00002772,ACC000044,2026-02-28,146.69,GBP,Completed
PaymentProcessorA,REC-A-TXN00003687,TXN00003687,ACC000105,2026-05-11,59.59,GBP,Completed
PaymentProcessorA,REC-A-TXN00008284,TXN00008284,ACC001205,2026-01-15,236.05,EUR,Completed
PaymentProcessorA,REC-A-TXN00005929,TXN00005929,ACC000584,2026-01-12,8.35,GBP,Completed
PaymentProcessorA,REC-A-TXN00000638,TXN00000638,ACC000268,2026-03-19,127.24,GBP,Completed
PaymentProcessorA,REC-A-TXN00000048,TXN00000048,ACC000136,2026-03-22,24.9,EUR,Completed
PaymentProcessorA,REC-A-TXN00002603,TXN00002603,ACC000931,2026-06-13,25.75,GBP,Completed
PaymentProcessorA,REC-A-TXN00001966,TXN00001966,ACC000094,2026-02-21,36.26,GBP,Completed
PaymentProcessorA,REC-A-TXN00002169,TXN00002169,ACC001036,2026-06-28,24.03,GBP,Completed
PaymentProcessorA,REC-A-TXN00005050,TXN00005050,ACC000874,2026-04-18,121.82,GBP,Completed
PaymentProcessorA,REC-A-TXN00003335,TXN00003335,ACC000656,2026-02-17,43.61,GBP,Completed
PaymentProcessorA,REC-A-TXN00003020,TXN00003020,ACC001146,2026-06-24,85.35,GBP,Completed
PaymentProcessorA,REC-A-TXN00008765,TXN00008765,ACC000203,2026-04-30,12.61,GBP,Failed
PaymentProcessorA,REC-A-TXN00009177,TXN00009177,ACC000517,2026-05-03,24.44,GBP,Completed
PaymentProcessorA,REC-A-TXN00001361,TXN00001361,ACC000593,2026-06-03,62.7,GBP,Pending
PaymentProcessorA,REC-A-TXN00005799,TXN00005799,ACC000399,2026-03-05,15.47,GBP,Completed
PaymentProcessorA,REC-A-TXN00009401,TXN00009401,ACC000522,2026-06-17,11.41,USD,Completed
PaymentProcessorA,REC-A-TXN00003252,TXN00003252,ACC000971,2026-02-13,17.67,USD,Completed
PaymentProcessorA,REC-A-TXN00006301,TXN00006301,ACC000679,2026-03-18,14.14,GBP,Completed
PaymentProcessorA,REC-A-TXN00002252,TXN00002252,ACC001061,2026-03-24,109.63,GBP,Completed
PaymentProcessorA,REC-A-TXN00006028,TXN00006028,ACC000784,2026-03-19,20.7,GBP,Completed
PaymentProcessorA,REC-A-TXN00001176,TXN00001176,ACC000726,2026-03-27,38.24,GBP,Failed
PaymentProcessorA,REC-A-TXN00008800,TXN00008800,ACC000560,2026-02-05,183.64,EUR,Completed
PaymentProcessorA,REC-A-TXN00003280,TXN00003280,ACC000609,2026-06-12,29.3,GBP,Completed
PaymentProcessorA,REC-A-TXN00002974,TXN00002974,ACC000378,2026-02-26,15.43,GBP,Completed
PaymentProcessorA,REC-A-TXN00003397,TXN00003397,ACC000725,2026-06-28,163.6,GBP,Completed
PaymentProcessorA,REC-A-TXN00006940,TXN00006940,ACC000863,2026-03-18,57.41,USD,Completed
PaymentProcessorA,REC-A-TXN00000966,TXN00000966,ACC000093,2026-01-12,104.54,EUR,Completed
PaymentProcessorA,REC-A-TXN00008575,TXN00008575,ACC001265,2026-05-01,56.2,GBP,Completed
PaymentProcessorA,REC-A-TXN00000743,TXN00000743,ACC000872,2026-06-03,28.57,EUR,Completed
PaymentProcessorA,REC-A-TXN00007515,TXN00007515,ACC000700,2026-07-08,34.54,GBP,Completed
PaymentProcessorA,REC-A-TXN00003315,TXN00003315,ACC000160,2026-03-19,179.22,USD,Completed
PaymentProcessorA,REC-A-TXN00004899,TXN00004899,ACC000132,2026-06-19,13.55,GBP,Completed
PaymentProcessorA,REC-A-TXN00009341,TXN00009341,ACC000357,2026-01-29,179.37,GBP,Pending
PaymentProcessorA,REC-A-TXN00004673,TXN00004673,ACC000489,2026-04-06,59.11,EUR,Completed
PaymentProcessorA,REC-A-TXN00008619,TXN00008619,ACC000672,2026-03-16,43.67,GBP,Completed
PaymentProcessorA,REC-A-TXN00001218,TXN00001218,ACC001109,2026-02-21,17.54,GBP,Completed
PaymentProcessorA,REC-A-TXN00004398,TXN00004398,ACC000285,2026-04-22,80.79,GBP,Completed
PaymentProcessorA,REC-A-TXN00006081,TXN00006081,ACC000998,2026-05-20,97.36,GBP,Completed
PaymentProcessorA,REC-A-TXN00002615,TXN00002615,ACC001102,2026-04-22,22.07,GBP,Completed
PaymentProcessorA,REC-A-TXN00002621,TXN00002621,ACC000862,2026-05-10,139.98,GBP,Completed
PaymentProcessorA,REC-A-TXN00008715,TXN00008715,ACC000799,2026-04-29,49.17,GBP,Completed
PaymentProcessorA,REC-A-TXN00007283,TXN00007283,ACC001209,2026-06-19,51.53,USD,Completed
PaymentProcessorA,REC-A-TXN00003380,TXN00003380,ACC000121,2026-04-23,124.07,GBP,Completed
PaymentProcessorA,REC-A-TXN00007302,TXN00007302,ACC000271,2026-05-05,37.71,GBP,Completed
PaymentProcessorA,REC-A-TXN00009858,TXN00009858,ACC000920,2026-02-07,89.7,GBP,Completed
PaymentProcessorA,REC-A-TXN00005606,TXN00005606,ACC000576,2026-06-02,16.2,GBP,Completed
PaymentProcessorA,REC-A-TXN00009814,TXN00009814,ACC001286,2026-01-22,69.41,GBP,Completed
PaymentProcessorA,REC-A-TXN00005787,TXN00005787,ACC000131,2026-06-11,21.16,GBP,Completed
PaymentProcessorA,REC-A-TXN00008519,TXN00008519,ACC000115,2026-07-06,10.54,GBP,Completed
PaymentProcessorA,REC-A-TXN00006851,TXN00006851,ACC000815,2026-04-07,24.84,GBP,Completed
PaymentProcessorA,REC-A-TXN00001517,TXN00001517,ACC001093,2026-06-25,115.43,GBP,Completed
PaymentProcessorA,REC-A-TXN00005099,TXN00005099,ACC000986,2026-06-04,143.08,USD,Completed
PaymentProcessorA,REC-A-TXN00007637,TXN00007637,ACC000391,2026-07-09,36.68,GBP,Completed
PaymentProcessorA,REC-A-TXN00009086,TXN00009086,ACC000592,2026-02-03,24.42,GBP,Completed
PaymentProcessorA,REC-A-TXN00008024,TXN00008024,ACC001210,2026-06-11,15.63,GBP,Completed
PaymentProcessorA,REC-A-TXN00002393,TXN00002393,ACC000672,2026-04-27,5.37,GBP,Completed
PaymentProcessorA,REC-A-TXN00000587,TXN00000587,ACC001095,2026-02-14,45.78,GBP,Completed
PaymentProcessorA,REC-A-TXN00003520,TXN00003520,ACC000832,2026-05-03,4.54,GBP,Completed
PaymentProcessorA,REC-A-TXN00007654,TXN00007654,ACC001027,2026-02-21,142.62,GBP,Completed
PaymentProcessorA,REC-A-TXN00008947,TXN00008947,ACC000924,2026-06-22,218.6,GBP,Completed
PaymentProcessorA,REC-A-TXN00000851,TXN00000851,ACC000822,2026-05-18,83.14,GBP,Completed
PaymentProcessorA,REC-A-TXN00000336,TXN00000336,ACC000882,2026-04-13,86.29,GBP,Completed
PaymentProcessorA,REC-A-TXN00006635,TXN00006635,ACC000808,2026-05-27,43.83,GBP,Completed
PaymentProcessorA,REC-A-TXN00008973,TXN00008973,ACC001027,2026-05-12,258.03,GBP,Completed
PaymentProcessorA,REC-A-TXN00007494,TXN00007494,ACC000811,2026-06-01,35.51,GBP,Completed
PaymentProcessorA,REC-A-TXN00002869,TXN00002869,ACC000907,2026-05-14,32.37,GBP,Completed
PaymentProcessorA,REC-A-TXN00004873,TXN00004873,ACC000330,2026-06-15,10.84,GBP,Completed
PaymentProcessorA,REC-A-TXN00003551,TXN00003551,ACC000874,2026-03-31,31.45,GBP,Failed
PaymentProcessorA,REC-A-TXN00003843,TXN00003843,ACC000772,2026-04-20,250.5,GBP,Completed
PaymentProcessorA,REC-A-TXN00007263,TXN00007263,ACC001273,2026-03-16,4.71,GBP,Completed
PaymentProcessorA,REC-A-TXN00005825,TXN00005825,ACC000218,2026-06-12,123.78,EUR,Completed
PaymentProcessorA,REC-A-TXN00000024,TXN00000024,ACC000045,2026-01-20,40.89,GBP,Completed
PaymentProcessorA,REC-A-TXN00001454,TXN00001454,ACC000144,2026-04-22,32.4,GBP,Completed
PaymentProcessorA,REC-A-TXN00001685,TXN00001685,ACC001089,2026-01-23,31.9,GBP,Completed
PaymentProcessorA,REC-A-TXN00002311,TXN00002311,ACC000965,2026-05-13,195.09,GBP,Completed
PaymentProcessorA,REC-A-TXN00009064,TXN00009064,ACC001075,2026-03-24,32.47,GBP,Completed
PaymentProcessorA,REC-A-TXN00009407,TXN00009407,ACC000580,2026-05-15,1979.81,GBP,Completed
PaymentProcessorA,REC-A-TXN00000382,TXN00000382,ACC000522,2026-02-01,38.36,GBP,Completed
PaymentProcessorA,REC-A-TXN00005815,TXN00005815,ACC000245,2026-04-12,23.93,GBP,Completed
PaymentProcessorA,REC-A-TXN00005551,TXN00005551,ACC000667,2026-07-09,85.9,USD,Completed
PaymentProcessorA,REC-A-TXN00009309,TXN00009309,ACC000515,2026-02-04,27.31,GBP,Completed
PaymentProcessorA,REC-A-TXN00001619,TXN00001619,ACC001073,2026-04-11,48.58,GBP,Completed
PaymentProcessorA,REC-A-TXN00000790,TXN00000790,ACC000334,2026-02-07,21.7,GBP,Completed
PaymentProcessorA,REC-A-TXN00005984,TXN00005984,ACC001006,2026-05-24,178.06,GBP,Completed
PaymentProcessorA,REC-A-TXN00008673,TXN00008673,ACC000243,2026-02-08,18.57,GBP,Completed
PaymentProcessorA,REC-A-TXN00004476,TXN00004476,ACC000387,2026-06-12,146.79,GBP,Completed
PaymentProcessorA,REC-A-TXN00005607,TXN00005607,ACC000263,2026-02-03,43.65,GBP,Completed
PaymentProcessorA,REC-A-TXN00009313,TXN00009313,ACC001271,2026-07-07,45.38,GBP,Completed
PaymentProcessorA,REC-A-TXN00005649,TXN00005649,ACC000114,2026-05-09,19.46,EUR,Completed
PaymentProcessorA,REC-A-TXN00006217,TXN00006217,ACC000240,2026-05-18,17.01,GBP,Completed
PaymentProcessorA,REC-A-TXN00002287,TXN00002287,ACC000298,2026-06-28,13.96,GBP,Completed
PaymentProcessorA,REC-A-TXN00009994,TXN00009994,ACC001044,2026-01-17,25.5,GBP,Completed
PaymentProcessorA,REC-A-TXN00007579,TXN00007579,ACC000863,2026-03-16,62.89,GBP,Completed
PaymentProcessorA,REC-A-TXN00001184,TXN00001184,ACC000183,2026-06-27,16.38,GBP,Completed
PaymentProcessorA,REC-A-TXN00006002,TXN00006002,ACC000516,2026-07-08,4074.3,GBP,Completed
PaymentProcessorA,REC-A-TXN00005091,TXN00005091,ACC001081,2026-05-02,16.85,GBP,Completed
PaymentProcessorA,REC-A-TXN00002517,TXN00002517,ACC000570,2026-02-20,156.93,GBP,Reversed
PaymentProcessorA,REC-A-TXN00004123,TXN00004123,ACC000739,2026-04-01,34.19,GBP,Completed
PaymentProcessorA,REC-A-TXN00005522,TXN00005522,ACC001215,2026-04-06,34.73,EUR,Completed
PaymentProcessorA,REC-A-TXN00005628,TXN00005628,ACC000611,2026-06-23,10.72,GBP,Pending
PaymentProcessorA,REC-A-TXN00008361,TXN00008361,ACC000211,2026-01-29,18.42,EUR,Completed
PaymentProcessorA,REC-A-TXN00005873,TXN00005873,ACC000193,2026-04-19,77.12,GBP,Completed
PaymentProcessorA,REC-A-TXN00008613,TXN00008613,ACC001155,2026-03-26,11.96,GBP,Completed
PaymentProcessorA,REC-A-TXN00007728,TXN00007728,ACC000174,2026-02-06,163.7,GBP,Completed
PaymentProcessorA,REC-A-TXN00005969,TXN00005969,ACC000952,2026-06-25,131.44,GBP,Completed
PaymentProcessorA,REC-A-TXN00001181,TXN00001181,ACC000666,2026-05-31,9.3,GBP,Completed
PaymentProcessorA,REC-A-TXN00008763,TXN00008763,ACC000770,2026-03-12,26.16,GBP,Completed
PaymentProcessorA,REC-A-TXN00008236,TXN00008236,ACC000346,2026-05-29,74.44,GBP,Completed
PaymentProcessorA,REC-A-TXN00002819,TXN00002819,ACC000575,2026-05-26,87.89,GBP,Completed
PaymentProcessorA,REC-A-TXN00009965,TXN00009965,ACC000235,2026-04-26,61.32,GBP,Completed
PaymentProcessorA,REC-A-TXN00008704,TXN00008704,ACC000117,2026-02-10,17.55,GBP,Completed
PaymentProcessorA,REC-A-TXN00006609,TXN00006609,ACC000688,2026-07-11,27.31,GBP,Completed
PaymentProcessorA,REC-A-TXN00002821,TXN00002821,ACC000085,2026-04-29,20.01,GBP,Pending
PaymentProcessorA,REC-A-TXN00007536,TXN00007536,ACC000511,2026-05-05,65.17,USD,Completed
PaymentProcessorA,REC-A-TXN00002261,TXN00002261,ACC001217,2026-03-12,122.97,GBP,Completed
PaymentProcessorA,REC-A-TXN00002240,TXN00002240,ACC000738,2026-05-12,25.61,GBP,Completed
PaymentProcessorA,REC-A-TXN00006022,TXN00006022,ACC000684,2026-03-09,19.99,GBP,Pending
PaymentProcessorA,REC-A-TXN00000783,TXN00000783,ACC001057,2026-01-24,106.22,GBP,Completed
PaymentProcessorA,REC-A-TXN00000933,TXN00000933,ACC001128,2026-02-08,5.53,GBP,Completed
PaymentProcessorA,REC-A-TXN00006203,TXN00006203,ACC001029,2026-04-08,8.32,GBP,Completed
PaymentProcessorA,REC-A-TXN00002413,TXN00002413,ACC000190,2026-07-10,63.36,GBP,Completed
PaymentProcessorA,REC-A-TXN00006998,TXN00006998,ACC001300,2026-06-03,225.83,USD,Completed
PaymentProcessorA,REC-A-TXN00009116,TXN00009116,ACC000746,2026-05-20,153.57,GBP,Completed
PaymentProcessorA,REC-A-TXN00001157,TXN00001157,ACC000424,2026-06-21,18.86,GBP,Completed
PaymentProcessorA,REC-A-TXN00008108,TXN00008108,ACC000956,2026-04-30,71.98,GBP,Completed
PaymentProcessorA,REC-A-TXN00005806,TXN00005806,ACC000782,2026-03-30,442.39,GBP,Completed
PaymentProcessorA,REC-A-TXN00004880,TXN00004880,ACC000693,2026-04-11,104.26,GBP,Completed
PaymentProcessorA,REC-A-TXN00003310,TXN00003310,ACC000199,2026-01-18,10.09,USD,Completed
PaymentProcessorA,REC-A-TXN00008962,TXN00008962,ACC000396,2026-03-26,73.85,GBP,Completed
PaymentProcessorA,REC-A-TXN00001703,TXN00001703,ACC000076,2026-03-20,17.42,GBP,Completed
PaymentProcessorA,REC-A-TXN00002493,TXN00002493,ACC000118,2026-02-11,85.49,EUR,Completed
PaymentProcessorA,REC-A-TXN00003707,TXN00003707,ACC000321,2026-01-30,8.73,GBP,Completed
PaymentProcessorA,REC-A-TXN00008277,TXN00008277,ACC000906,2026-05-13,56.32,GBP,Completed
PaymentProcessorA,REC-A-TXN00000287,TXN00000287,ACC000808,2026-03-16,77.27,GBP,Completed
PaymentProcessorA,REC-A-TXN00001609,TXN00001609,ACC000182,2026-03-18,99.32,GBP,Completed
PaymentProcessorA,REC-A-TXN00006632,TXN00006632,ACC000566,2026-06-21,35.01,GBP,Completed
PaymentProcessorA,REC-A-TXN00008279,TXN00008279,ACC000061,2026-03-08,19.72,GBP,Completed
PaymentProcessorA,REC-A-TXN00007316,TXN00007316,ACC000157,2026-02-06,16.07,USD,Completed
PaymentProcessorA,REC-A-TXN00002253,TXN00002253,ACC000744,2026-01-30,22.67,GBP,Completed
PaymentProcessorA,REC-A-TXN00007416,TXN00007416,ACC001098,2026-06-19,62.99,USD,Completed
PaymentProcessorA,REC-A-TXN00008366,TXN00008366,ACC000533,2026-06-18,34.21,GBP,Pending
PaymentProcessorA,REC-A-TXN00001892,TXN00001892,ACC001105,2026-06-24,30.12,GBP,Completed
PaymentProcessorA,REC-A-TXN00005063,TXN00005063,ACC000624,2026-02-13,13.93,GBP,Pending
PaymentProcessorA,REC-A-TXN00006121,TXN00006121,ACC000799,2026-01-28,23.75,GBP,Completed
PaymentProcessorA,REC-A-TXN00000564,TXN00000564,ACC000693,2026-05-22,103.29,GBP,Completed
PaymentProcessorA,REC-A-TXN00000292,TXN00000292,ACC000617,2026-05-27,20.26,GBP,Completed
PaymentProcessorA,REC-A-TXN00004717,TXN00004717,ACC000401,2026-04-04,12.63,GBP,Completed
PaymentProcessorA,REC-A-TXN00007709,TXN00007709,ACC000947,2026-07-05,50.64,GBP,Completed
PaymentProcessorA,REC-A-TXN00006350,TXN00006350,ACC000205,2026-02-26,15.18,GBP,Completed
PaymentProcessorA,REC-A-TXN00000170,TXN00000170,ACC000170,2026-02-11,12.54,GBP,Completed
PaymentProcessorA,REC-A-TXN00000268,TXN00000268,ACC000610,2026-03-19,70.96,GBP,Completed
PaymentProcessorA,REC-A-TXN00004639,TXN00004639,ACC001113,2026-03-07,5.4,GBP,Completed
PaymentProcessorA,REC-A-TXN00007078,TXN00007078,ACC000059,2026-05-30,6.44,GBP,Completed
PaymentProcessorA,REC-A-TXN00003356,TXN00003356,ACC000416,2026-06-07,169.05,GBP,Completed
PaymentProcessorA,REC-A-TXN00008280,TXN00008280,ACC000941,2026-02-27,7.25,GBP,Completed
PaymentProcessorA,REC-A-TXN00000316,TXN00000316,ACC001101,2026-03-02,39.48,GBP,Completed
PaymentProcessorA,REC-A-TXN00006729,TXN00006729,ACC000952,2026-03-12,9.82,GBP,Completed
PaymentProcessorA,REC-A-TXN00009496,TXN00009496,ACC000773,2026-05-03,21.17,GBP,Completed
PaymentProcessorA,REC-A-TXN00004068,TXN00004068,ACC000146,2026-03-24,6.03,GBP,Completed
PaymentProcessorA,REC-A-TXN00000246,TXN00000246,ACC000063,2026-03-09,79.41,GBP,Completed
PaymentProcessorA,REC-A-TXN00000253,TXN00000253,ACC000084,2026-03-06,187.24,EUR,Completed
PaymentProcessorA,REC-A-TXN00001112,TXN00001112,ACC000703,2026-03-10,26.45,GBP,Completed
PaymentProcessorA,REC-A-TXN00004802,TXN00004802,ACC000438,2026-01-13,88.86,GBP,Completed
PaymentProcessorA,REC-A-TXN00001714,TXN00001714,ACC000416,2026-04-22,8.52,GBP,Completed
PaymentProcessorA,REC-A-TXN00000051,TXN00000051,ACC000194,2026-06-14,102.62,GBP,Completed
PaymentProcessorA,REC-A-TXN00001836,TXN00001836,ACC000319,2026-03-31,11.09,GBP,Completed
PaymentProcessorA,REC-A-TXN00007897,TXN00007897,ACC001035,2026-03-06,36.53,GBP,Completed
PaymentProcessorA,REC-A-TXN00003384,TXN00003384,ACC000934,2026-02-14,16.52,GBP,Completed
PaymentProcessorA,REC-A-TXN00006411,TXN00006411,ACC000464,2026-02-16,25.93,GBP,Reversed
PaymentProcessorA,REC-A-TXN00004314,TXN00004314,ACC000546,2026-02-11,77.99,GBP,Pending
PaymentProcessorA,REC-A-TXN00000873,TXN00000873,ACC001283,2026-02-13,177.23,GBP,Completed
