transaction_id,transaction_timestamp,customer_id,account_id,merchant_id,merchant_category,customer_country,merchant_country,amount,currency,channel,transaction_type,status,cross_border_flag,high_amount_flag,unusual_hour_flag,high_risk_category_flag,high_risk_country_flag,kyc_issue_flag,pep_flag,suspicious_label
TXN00001945,2026-05-14T05:17:57,CUST000378,ACC000179,MER000117,Restaurants,Pakistan,United States,9.89,GBP,Card Present,Purchase,Pending,1,0,0,0,0,0,0,0
TXN00001946,2026-03-13T19:09:19,CUST000315,ACC000399,MER000015,Money Transfer,Canada,Nigeria,1.79,GBP,Branch,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00001947,2026-05-21T09:02:35,CUST000147,ACC001104,MER000005,Hotels,Italy,United States,43.99,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001948,2026-01-19T22:44:04,CUST000622,ACC001035,MER000095,Subscription,United Kingdom,Netherlands,6268.97,GBP,E-Commerce,Purchase,Completed,1,1,0,0,0,0,0,0
TXN00001949,2026-02-10T10:30:45,CUST000825,ACC000434,MER000174,Gambling,Turkey,United States,45.14,GBP,ATM,Purchase,Pending,1,0,0,1,1,0,0,1
TXN00001950,2026-03-15T23:04:22,CUST000676,ACC000439,MER000193,Online Marketplace,France,Italy,22.38,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001951,2026-04-22T22:08:09,CUST000409,ACC001188,MER000101,Gambling,India,United Kingdom,82.03,GBP,API,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0
TXN00001952,2026-03-29T04:32:27,CUST000579,ACC001298,MER000080,Cash Withdrawal,Spain,Spain,13.82,GBP,Mobile Banking,Transfer,Completed,0,0,1,1,0,0,0,0
TXN00001953,2026-01-30T07:32:47,CUST000335,ACC000921,MER000149,Restaurants,Singapore,Netherlands,58.93,GBP,E-Commerce,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001954,2026-06-05T10:14:36,CUST000871,ACC000522,MER000054,Groceries,United States,Italy,60.67,GBP,Branch,Purchase,Pending,1,0,0,0,0,0,0,0
TXN00001955,2026-02-05T22:32:53,CUST000736,ACC001243,MER000236,Luxury Goods,Spain,United States,105.66,USD,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00001956,2026-01-29T11:46:27,CUST000198,ACC001277,MER000175,Restaurants,Spain,Netherlands,578.05,USD,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001957,2026-04-04T18:09:20,CUST000103,ACC000837,MER000154,Hotels,United Arab Emirates,United States,54.19,USD,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001958,2026-02-27T22:09:53,CUST000563,ACC000969,MER000194,Luxury Goods,Canada,France,22.0,USD,ATM,Transfer,Completed,1,0,0,1,0,0,0,0
TXN00001959,2026-05-09T22:43:33,CUST000257,ACC000624,MER000228,Hotels,Netherlands,India,1031.28,GBP,API,Transfer,Completed,1,0,0,0,0,1,0,0
TXN00001960,2026-03-27T18:28:41,CUST000533,ACC000763,MER000160,Crypto Exchange,Spain,Pakistan,18.27,GBP,Card Present,Transfer,Failed,1,0,0,1,0,1,0,1
TXN00001961,2026-05-09T03:42:16,CUST000234,ACC000173,MER000223,Electronics,Netherlands,Germany,24.31,GBP,API,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00001962,2026-05-20T05:11:45,CUST000600,ACC000848,MER000206,Money Transfer,Netherlands,Turkey,21.67,USD,E-Commerce,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00001963,2026-06-01T14:43:32,CUST000827,ACC001077,MER000024,Electronics,Turkey,Italy,42.62,GBP,Branch,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00001964,2026-06-02T13:06:17,CUST000376,ACC000790,MER000008,Online Marketplace,Singapore,India,5840.77,GBP,E-Commerce,Purchase,Completed,1,1,0,0,0,1,0,1
TXN00001965,2026-05-16T23:39:05,CUST000834,ACC000721,MER000164,Gambling,Turkey,Turkey,36.61,GBP,ATM,Purchase,Completed,0,0,0,1,1,0,0,0
TXN00001966,2026-02-21T00:44:56,CUST000497,ACC000094,MER000047,Groceries,Nigeria,Nigeria,36.26,GBP,Card Present,Transfer,Completed,0,0,1,0,1,0,0,0
TXN00001967,2026-05-10T17:00:34,CUST000357,ACC000004,MER000230,Fuel,United Kingdom,Germany,26.37,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001968,2026-01-16T17:01:46,CUST000715,ACC000895,MER000002,Groceries,Spain,Canada,42.74,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001969,2026-05-18T15:24:29,CUST000890,ACC000702,MER000216,Groceries,Italy,Turkey,83.52,GBP,E-Commerce,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00001970,2026-06-12T08:45:19,CUST000885,ACC001046,MER000233,Money Transfer,Italy,Canada,15.38,GBP,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00001971,2026-06-26T21:58:48,CUST000119,ACC001105,MER000120,Online Marketplace,Germany,United States,18.95,GBP,E-Commerce,Purchase,Completed,1,0,0,0,0,0,1,1
TXN00001972,2026-06-30T01:27:41,CUST000191,ACC000068,MER000217,Electronics,Netherlands,Pakistan,27.01,USD,API,Purchase,Completed,1,0,1,0,0,1,0,1
TXN00001973,2026-02-16T00:36:12,CUST000559,ACC000940,MER000073,Online Marketplace,Netherlands,Canada,9.53,EUR,E-Commerce,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00001974,2026-05-18T15:26:39,CUST000013,ACC000052,MER000096,Fuel,Turkey,United Kingdom,16.13,GBP,E-Commerce,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00001975,2026-05-31T09:33:42,CUST000359,ACC000383,MER000183,Luxury Goods,India,United States,22.73,EUR,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00001976,2026-04-28T15:09:26,CUST000448,ACC000990,MER000145,Crypto Exchange,United Arab Emirates,Turkey,87.74,GBP,E-Commerce,Transfer,Completed,1,0,0,1,1,0,0,1
TXN00001977,2026-03-31T06:11:16,CUST000028,ACC000464,MER000192,Crypto Exchange,Nigeria,Turkey,47.59,GBP,Branch,Refund,Completed,1,0,0,1,1,0,0,1
TXN00001978,2026-02-08T20:32:03,CUST000850,ACC000432,MER000189,Cash Withdrawal,Turkey,Turkey,44.42,GBP,E-Commerce,Purchase,Completed,0,0,0,1,1,1,0,1
TXN00001979,2026-07-07T15:33:21,CUST000773,ACC000518,MER000111,Groceries,Singapore,India,85.7,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001980,2026-07-06T11:00:23,CUST000954,ACC000693,MER000054,Groceries,Nigeria,Italy,31.9,GBP,E-Commerce,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00001981,2026-07-04T06:22:33,CUST000799,ACC000041,MER000016,Subscription,United Kingdom,United Kingdom,54.08,GBP,ATM,Purchase,Completed,0,0,0,0,0,0,0,0
TXN00001982,2026-03-19T19:28:33,CUST000561,ACC000132,MER000106,Gambling,Spain,United States,33.01,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00001983,2026-05-14T20:01:55,CUST000051,ACC000237,MER000144,Groceries,Canada,Spain,47.72,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001984,2026-07-10T18:11:26,CUST000957,ACC000814,MER000083,Cash Withdrawal,India,Nigeria,20.43,GBP,E-Commerce,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00001985,2026-02-21T15:07:22,CUST000454,ACC000419,MER000239,Crypto Exchange,Italy,France,3.19,GBP,API,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00001986,2026-06-01T17:51:11,CUST000012,ACC000740,MER000028,Fuel,Spain,India,32.0,GBP,Branch,Transfer,Completed,1,0,0,0,0,1,0,0
TXN00001987,2026-02-09T19:20:22,CUST000547,ACC000064,MER000019,Groceries,Canada,Netherlands,151.83,GBP,Card Present,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001988,2026-05-03T04:52:19,CUST000691,ACC000961,MER000164,Gambling,Spain,Turkey,92.41,GBP,Branch,Purchase,Completed,1,0,1,1,1,0,0,1
TXN00001989,2026-03-21T02:15:25,CUST000554,ACC001250,MER000241,Cash Withdrawal,Canada,Turkey,96.1,GBP,Branch,Transfer,Completed,1,0,1,1,1,0,0,1
TXN00001990,2026-05-07T19:14:36,CUST000092,ACC000335,MER000229,Restaurants,Nigeria,United Arab Emirates,125.98,GBP,Card Present,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00001991,2026-01-24T04:35:47,CUST000702,ACC000165,MER000241,Cash Withdrawal,United Arab Emirates,Turkey,39.99,GBP,Card Present,Purchase,Completed,1,0,1,1,1,0,0,1
TXN00001992,2026-01-14T07:11:33,CUST000865,ACC000562,MER000211,Hotels,United Arab Emirates,Netherlands,44.58,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001993,2026-03-30T21:42:17,CUST000599,ACC000693,MER000034,Pharmacy,Pakistan,United States,19.73,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001994,2026-03-10T05:54:32,CUST000433,ACC001039,MER000085,Hotels,United States,Turkey,26.68,GBP,E-Commerce,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00001995,2026-03-18T03:48:13,CUST000258,ACC001299,MER000246,Cash Withdrawal,Germany,Nigeria,67.75,GBP,API,Purchase,Completed,1,0,1,1,1,0,1,1
TXN00001996,2026-04-12T00:05:42,CUST000747,ACC000407,MER000016,Subscription,Italy,United Kingdom,121.98,GBP,ATM,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00001997,2026-03-06T15:14:13,CUST000486,ACC000570,MER000093,Money Transfer,Nigeria,Spain,31.83,GBP,E-Commerce,Purchase,Completed,1,0,0,1,1,1,0,1
TXN00001998,2026-07-07T14:58:26,CUST000718,ACC000975,MER000229,Restaurants,United States,United Arab Emirates,23.33,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00001999,2026-02-26T10:53:59,CUST000682,ACC000526,MER000051,Restaurants,United Arab Emirates,Spain,36.62,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002000,2026-04-01T23:21:15,CUST000255,ACC001115,MER000082,Money Transfer,France,Singapore,66.77,GBP,ATM,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002001,2026-06-02T05:28:02,CUST000427,ACC000930,MER000104,Pharmacy,United Kingdom,Netherlands,8.64,USD,E-Commerce,Transfer,Completed,1,0,0,0,0,0,0,0
TXN00002002,2026-06-01T18:49:17,CUST000917,ACC000007,MER000241,Cash Withdrawal,Italy,Turkey,3.68,GBP,E-Commerce,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00002003,2026-06-18T09:17:39,CUST000120,ACC001254,MER000177,Restaurants,Nigeria,Turkey,21.1,GBP,API,Refund,Completed,1,0,0,0,1,0,0,0
TXN00002004,2026-02-26T03:17:12,CUST000895,ACC001066,MER000055,Money Transfer,Canada,Spain,10.8,EUR,E-Commerce,Purchase,Completed,1,0,1,1,0,0,0,1
TXN00002005,2026-06-10T20:44:27,CUST000283,ACC000217,MER000094,Crypto Exchange,France,United States,22.02,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002006,2026-03-14T10:26:27,CUST000957,ACC000814,MER000022,Travel,India,United States,31.57,GBP,Mobile Banking,Refund,Completed,1,0,0,0,0,0,0,0
TXN00002007,2026-06-21T00:07:49,CUST000657,ACC000592,MER000043,Online Marketplace,Germany,United Kingdom,23.26,GBP,E-Commerce,Transfer,Completed,1,0,1,0,0,0,0,0
TXN00002008,2026-04-09T18:32:44,CUST000388,ACC000487,MER000130,Restaurants,Singapore,Turkey,156.41,GBP,Branch,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00002009,2026-04-03T11:31:46,CUST000626,ACC000235,MER000231,Groceries,Canada,Spain,50.74,GBP,ATM,Refund,Completed,1,0,0,0,0,0,0,0
TXN00002010,2026-01-26T01:03:50,CUST000452,ACC001141,MER000053,Gambling,Spain,United Kingdom,49.43,EUR,Mobile Banking,Cash Withdrawal,Completed,1,0,1,1,0,0,0,1
TXN00002011,2026-06-26T06:22:32,CUST000122,ACC001300,MER000062,Subscription,Germany,Italy,68.18,GBP,Mobile Banking,Refund,Completed,1,0,0,0,0,0,0,0
TXN00002012,2026-02-16T14:44:40,CUST000817,ACC000274,MER000220,Hotels,Pakistan,Nigeria,11.72,EUR,Card Present,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00002013,2026-05-22T18:41:37,CUST000910,ACC000552,MER000067,Groceries,Turkey,Italy,103.45,GBP,E-Commerce,Purchase,Failed,1,0,0,0,1,1,0,1
TXN00002014,2026-01-28T22:50:59,CUST000926,ACC000489,MER000191,Pharmacy,India,Italy,33.93,USD,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002015,2026-03-27T20:15:57,CUST000838,ACC000146,MER000236,Luxury Goods,Italy,United States,71.56,GBP,ATM,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002016,2026-04-23T01:36:27,CUST000387,ACC001070,MER000063,Hotels,United States,Canada,12.53,GBP,Card Present,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00002017,2026-03-25T17:48:34,CUST000979,ACC000281,MER000099,Money Transfer,Canada,Canada,7.74,GBP,Card Present,Purchase,Completed,0,0,0,1,0,0,0,0
TXN00002018,2026-05-24T18:17:21,CUST000111,ACC000908,MER000082,Money Transfer,France,Singapore,3736.28,GBP,Mobile Banking,Cash Withdrawal,Completed,1,1,0,1,0,1,0,1
TXN00002019,2026-02-03T03:16:33,CUST000493,ACC000494,MER000143,Cash Withdrawal,Nigeria,Netherlands,14.85,USD,ATM,Transfer,Completed,1,0,1,1,1,0,0,1
TXN00002020,2026-06-21T11:55:39,CUST000116,ACC000483,MER000016,Subscription,Pakistan,United Kingdom,15.34,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002021,2026-02-06T23:54:55,CUST000474,ACC000856,MER000196,Groceries,Turkey,Germany,112.78,GBP,Mobile Banking,Purchase,Pending,1,0,0,0,1,0,0,0
TXN00002022,2026-05-03T16:26:58,CUST000663,ACC000288,MER000074,Pharmacy,India,Singapore,11.14,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002023,2026-04-12T02:20:13,CUST000253,ACC000834,MER000018,Hotels,Pakistan,Singapore,189.18,GBP,Mobile Banking,Cash Withdrawal,Completed,1,0,1,0,0,1,0,1
TXN00002024,2026-01-24T04:58:56,CUST000615,ACC000560,MER000117,Restaurants,United Kingdom,United States,14.87,GBP,Branch,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00002025,2026-03-06T05:06:53,CUST000175,ACC000100,MER000008,Online Marketplace,Netherlands,India,69.3,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002026,2026-03-13T10:56:43,CUST000214,ACC000038,MER000114,Electronics,Italy,Italy,26.35,GBP,Mobile Banking,Purchase,Completed,0,0,0,0,0,0,0,0
TXN00002027,2026-05-01T13:07:20,CUST000748,ACC000330,MER000082,Money Transfer,France,Singapore,2150.66,USD,Mobile Banking,Refund,Completed,1,1,0,1,0,0,0,1
TXN00002028,2026-02-20T00:16:44,CUST000027,ACC000137,MER000136,Money Transfer,Italy,Germany,31.1,GBP,Branch,Purchase,Completed,1,0,1,1,0,0,0,1
TXN00002029,2026-01-19T05:44:25,CUST000633,ACC000859,MER000055,Money Transfer,United Kingdom,Spain,38.13,GBP,Branch,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002030,2026-04-28T16:19:13,CUST000176,ACC001148,MER000015,Money Transfer,United States,Nigeria,13.43,GBP,Branch,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00002031,2026-06-08T12:20:46,CUST000937,ACC000882,MER000135,Electronics,Turkey,Italy,2190.91,GBP,ATM,Purchase,Completed,1,1,0,0,1,0,0,1
TXN00002032,2026-05-11T10:32:32,CUST000649,ACC001227,MER000083,Cash Withdrawal,France,Nigeria,29.12,GBP,E-Commerce,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00002033,2026-03-26T22:44:00,CUST000748,ACC001140,MER000010,Luxury Goods,France,India,13.54,GBP,Mobile Banking,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002034,2026-04-11T20:44:36,CUST000897,ACC000923,MER000144,Groceries,Turkey,Spain,2.82,GBP,Card Present,Purchase,Pending,1,0,0,0,1,0,0,0
TXN00002035,2026-02-10T00:40:18,CUST000961,ACC001014,MER000108,Money Transfer,Pakistan,United Arab Emirates,30.23,GBP,Mobile Banking,Cash Withdrawal,Completed,1,0,1,1,0,0,0,1
TXN00002036,2026-05-28T01:25:47,CUST000873,ACC000984,MER000151,Fuel,Spain,Italy,408.55,GBP,Branch,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00002037,2026-02-12T02:04:20,CUST000806,ACC001056,MER000128,Hotels,Turkey,Pakistan,80.21,GBP,E-Commerce,Purchase,Completed,1,0,1,0,1,0,0,1
TXN00002038,2026-05-05T18:21:47,CUST000039,ACC001074,MER000001,Cash Withdrawal,Italy,Germany,35.9,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002039,2026-05-15T22:09:02,CUST000758,ACC000538,MER000121,Luxury Goods,India,Spain,28.14,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002040,2026-05-31T01:24:57,CUST000494,ACC000769,MER000181,Restaurants,Spain,Turkey,37.43,GBP,E-Commerce,Cash Withdrawal,Completed,1,0,1,0,1,0,0,1
TXN00002041,2026-06-05T20:17:33,CUST000023,ACC000689,MER000016,Subscription,France,United Kingdom,63.25,GBP,Mobile Banking,Transfer,Completed,1,0,0,0,0,0,0,0
TXN00002042,2026-05-24T06:33:50,CUST000540,ACC001227,MER000128,Hotels,Spain,Pakistan,11.24,GBP,Branch,Transfer,Reversed,1,0,0,0,0,1,0,0
TXN00002043,2026-03-04T19:25:17,CUST000915,ACC000017,MER000169,Hotels,Canada,Italy,111.53,GBP,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002044,2026-05-20T20:51:40,CUST000906,ACC000739,MER000013,Crypto Exchange,United Kingdom,Canada,74.84,GBP,ATM,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0
TXN00002045,2026-03-25T23:51:28,CUST000089,ACC001207,MER000167,Travel,France,United Kingdom,75.05,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002046,2026-02-20T03:39:37,CUST000620,ACC000189,MER000023,Restaurants,Canada,Nigeria,56.74,GBP,Card Present,Purchase,Completed,1,0,1,0,1,0,0,1
TXN00002047,2026-03-28T05:13:33,CUST000426,ACC000603,MER000186,Subscription,Turkey,Germany,37.32,GBP,E-Commerce,Transfer,Completed,1,0,0,0,1,0,0,0
TXN00002048,2026-04-13T11:21:44,CUST000978,ACC000462,MER000097,Hotels,Germany,Italy,71.73,EUR,E-Commerce,Purchase,Failed,1,0,0,0,0,0,0,0
TXN00002049,2026-05-08T14:20:34,CUST000114,ACC000992,MER000207,Luxury Goods,Italy,Spain,66.14,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002050,2026-05-20T12:51:20,CUST000391,ACC000182,MER000147,Gambling,Spain,United Arab Emirates,25.69,GBP,API,Cash Withdrawal,Completed,1,0,0,1,0,0,0,0
TXN00002051,2026-06-20T14:19:40,CUST000256,ACC000786,MER000168,Luxury Goods,France,Spain,20.62,GBP,Card Present,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002052,2026-03-15T20:33:59,CUST000323,ACC000565,MER000192,Crypto Exchange,France,Turkey,40.52,GBP,Branch,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00002053,2026-06-14T10:03:16,CUST000015,ACC000993,MER000113,Hotels,France,Netherlands,172.26,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002054,2026-03-26T11:08:08,CUST000448,ACC000282,MER000028,Fuel,United Arab Emirates,India,10.6,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002055,2026-02-12T11:39:56,CUST000900,ACC000184,MER000064,Online Marketplace,Singapore,United States,8.44,GBP,Branch,Transfer,Completed,1,0,0,0,0,1,0,0
TXN00002056,2026-04-10T04:04:10,CUST000683,ACC000663,MER000041,Electronics,Nigeria,Canada,43.15,GBP,Card Present,Purchase,Completed,1,0,1,0,1,0,0,1
TXN00002057,2026-02-18T00:46:18,CUST000550,ACC000606,MER000136,Money Transfer,Singapore,Germany,38.51,GBP,API,Purchase,Failed,1,0,1,1,0,0,0,1
TXN00002058,2026-01-18T21:21:44,CUST000851,ACC001195,MER000244,Luxury Goods,Turkey,Germany,43.53,GBP,API,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00002059,2026-04-26T07:26:34,CUST000322,ACC000897,MER000169,Hotels,Singapore,Italy,46.71,GBP,E-Commerce,Transfer,Completed,1,0,0,0,0,0,1,1
TXN00002060,2026-04-25T15:46:27,CUST000265,ACC000601,MER000248,Online Marketplace,Singapore,France,29.28,EUR,ATM,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002061,2026-06-24T04:05:53,CUST000339,ACC000524,MER000127,Restaurants,Pakistan,United States,162.37,GBP,ATM,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00002062,2026-06-29T20:43:44,CUST000128,ACC000617,MER000097,Hotels,United States,Italy,7.38,GBP,E-Commerce,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002063,2026-06-09T03:59:22,CUST000658,ACC000308,MER000232,Electronics,France,United States,15.98,GBP,API,Purchase,Completed,1,0,1,0,0,0,1,1
TXN00002064,2026-05-11T11:58:29,CUST000496,ACC000953,MER000213,Pharmacy,Canada,Spain,33.01,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002065,2026-02-11T01:34:32,CUST000227,ACC000234,MER000004,Restaurants,India,Pakistan,7.08,GBP,Card Present,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00002066,2026-04-14T11:02:12,CUST000493,ACC000947,MER000216,Groceries,Nigeria,Turkey,30.7,GBP,API,Transfer,Completed,1,0,0,0,1,0,0,0
TXN00002067,2026-03-31T04:59:26,CUST000891,ACC000195,MER000195,Electronics,Germany,United Arab Emirates,192.76,GBP,Card Present,Transfer,Completed,1,0,1,0,0,0,0,0
TXN00002068,2026-06-24T09:20:36,CUST000434,ACC001296,MER000134,Pharmacy,France,Germany,37.37,GBP,API,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002069,2026-03-27T03:05:26,CUST000694,ACC001297,MER000021,Crypto Exchange,India,Germany,46.09,GBP,Card Present,Purchase,Completed,1,0,1,1,0,0,0,1
TXN00002070,2026-01-29T20:21:47,CUST000765,ACC000982,MER000100,Electronics,Italy,Nigeria,10.38,EUR,Mobile Banking,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00002071,2026-04-17T07:31:12,CUST000885,ACC000147,MER000057,Money Transfer,Italy,Pakistan,19.76,GBP,Mobile Banking,Transfer,Completed,1,0,0,1,0,0,0,0
TXN00002072,2026-02-10T16:38:14,CUST000383,ACC001067,MER000156,Subscription,Italy,Spain,25.15,GBP,Branch,Transfer,Completed,1,0,0,0,0,0,0,0
TXN00002073,2026-01-13T08:05:52,CUST000757,ACC000964,MER000143,Cash Withdrawal,Nigeria,Netherlands,26.64,GBP,ATM,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00002074,2026-02-15T06:44:09,CUST000520,ACC001109,MER000190,Restaurants,Italy,Spain,131.85,GBP,E-Commerce,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002075,2026-05-26T14:55:01,CUST000726,ACC000039,MER000100,Electronics,Netherlands,Nigeria,63.92,GBP,API,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00002076,2026-03-10T11:17:46,CUST000241,ACC000332,MER000241,Cash Withdrawal,Italy,Turkey,12.04,EUR,Card Present,Purchase,Completed,1,0,0,1,1,0,0,1
TXN00002077,2026-02-15T03:47:56,CUST000997,ACC001155,MER000193,Online Marketplace,France,Italy,46.83,GBP,API,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00002078,2026-07-10T06:53:14,CUST000372,ACC000966,MER000058,Electronics,Turkey,France,60.23,GBP,Card Present,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00002079,2026-03-08T06:19:58,CUST000482,ACC000221,MER000165,Restaurants,United Kingdom,United Kingdom,114.45,GBP,Mobile Banking,Purchase,Completed,0,0,0,0,0,0,0,0
TXN00002080,2026-07-08T22:41:10,CUST000317,ACC000133,MER000001,Cash Withdrawal,United Kingdom,Germany,177.78,EUR,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002081,2026-05-27T22:15:04,CUST000771,ACC000160,MER000079,Online Marketplace,Netherlands,United Kingdom,13.26,EUR,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002082,2026-03-28T18:35:48,CUST000131,ACC000801,MER000202,Cash Withdrawal,United States,Germany,16.27,GBP,E-Commerce,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002083,2026-03-23T22:57:37,CUST001000,ACC001152,MER000001,Cash Withdrawal,Germany,Germany,10.41,GBP,ATM,Purchase,Completed,0,0,0,1,0,1,0,0
TXN00002084,2026-01-25T22:48:19,CUST000143,ACC000322,MER000144,Groceries,France,Spain,28.96,GBP,Card Present,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002085,2026-02-07T19:52:10,CUST000781,ACC000244,MER000120,Online Marketplace,Germany,United States,58.34,GBP,Branch,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002086,2026-06-23T00:28:13,CUST000667,ACC000473,MER000123,Restaurants,Singapore,Canada,98.23,GBP,Mobile Banking,Purchase,Completed,1,0,1,0,0,0,0,0
TXN00002087,2026-03-08T01:39:38,CUST000011,ACC000604,MER000052,Gambling,Nigeria,Canada,33.92,GBP,API,Purchase,Reversed,1,0,1,1,1,0,0,1
TXN00002088,2026-04-13T23:59:11,CUST000032,ACC000461,MER000126,Online Marketplace,Turkey,France,26.58,GBP,Card Present,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00002089,2026-03-18T22:21:57,CUST000257,ACC000624,MER000033,Electronics,Netherlands,Singapore,42.6,GBP,Card Present,Purchase,Completed,1,0,0,0,0,1,0,0
TXN00002090,2026-03-05T06:08:20,CUST000833,ACC001026,MER000014,Groceries,Canada,Turkey,15.88,GBP,Card Present,Purchase,Completed,1,0,0,0,1,0,0,0
TXN00002091,2026-02-02T10:52:49,CUST000408,ACC000333,MER000039,Gambling,Spain,Canada,295.76,GBP,ATM,Purchase,Completed,1,0,0,1,0,0,0,0
TXN00002092,2026-05-29T19:44:38,CUST000614,ACC000360,MER000130,Restaurants,Turkey,Turkey,7.33,GBP,Card Present,Purchase,Completed,0,0,0,0,1,0,0,0
TXN00002093,2026-05-10T07:57:18,CUST000509,ACC000938,MER000069,Pharmacy,Pakistan,India,44.02,GBP,Mobile Banking,Purchase,Completed,1,0,0,0,0,0,0,0
TXN00002094,2026-04-03T16:49:47,CUST000141,ACC000215,MER000246,Cash Withdrawal,Netherlands,Nigeria,276.89,GBP,API,Purchase,Pending,1,0,0,1,1,0,0,1
TXN00002095,2026-06-08T02:23:48,CUST000683,ACC000663,MER000228,Hotels,Nigeria,India,36.85,EUR,ATM,Cash Withdrawal,Completed,1,0,1,0,1,0,0,1
TXN00002096,2026-03-16T04:49:32,CUST000873,ACC000525,MER000190,Restaurants,Spain,Spain,30.26,USD,Branch,Purchase,Completed,0,0,1,0,0,0,0,0
