node_id,node_type,node_label,watchlist_flag,transaction_count,total_transaction_amount,max_rule_based_risk_score,max_anomaly_score_percentile,alert_count,ml_alert_count,suspicious_label_count,node_risk_score,node_risk_band,in_degree,out_degree,total_degree,degree_centrality,pagerank_score,graph_priority_score
CUST000657,Customer,Lucas Robinson,0,9.0,277.91,88.0,95.47,4.0,1.0,2.0,82.51,Critical,0,0,0,0.0,0.00025145,49.56
ACC000462,Account,ACC000462,0,16.0,8070.01,72.0,99.38,7.0,1.0,3.0,82.18,Critical,3,19,22,0.008631,0.00028638,49.54
CUST000324,Customer,Oliver Miller,0,12.0,468.91999999999996,79.0,96.92,4.0,4.0,1.0,82.47,Critical,0,0,0,0.0,0.00025145,49.53
CUST000783,Customer,Noah Walker,0,10.0,452.2,71.0,97.05,6.0,1.0,6.0,82.42,Critical,0,3,3,0.001177,0.00025145,49.53
ACC001053,Account,ACC001053,0,12.0,439.56,57.0,96.11,7.0,5.0,5.0,82.29,Critical,2,11,13,0.0051,0.00026739,49.53
ACC001116,Account,ACC001116,0,3.0,4778.99,94.0,94.2,3.0,1.0,1.0,82.27,Critical,5,6,11,0.004315,0.00042895,49.53
CUST000106,Customer,Hannah Patel,0,8.0,6428.18,80.0,81.2,8.0,0.0,6.0,82.42,Critical,0,2,2,0.000785,0.00025145,49.52
CUST000991,Customer,Noah Davies,0,13.0,2229.61,67.0,93.59,8.0,1.0,6.0,82.41,Critical,0,3,3,0.001177,0.00025145,49.52
CUST000638,Customer,Maya Young,0,12.0,497.83,88.0,96.67,4.0,2.0,0.0,82.43,Critical,0,0,0,0.0,0.00025145,49.51
CUST000233,Customer,Ali Robinson,0,7.0,303.63,88.0,93.68,5.0,1.0,1.0,82.39,Critical,0,1,1,0.000392,0.00025145,49.49
ACC000433,Account,ACC000433,0,9.0,3982.9,73.0,93.79,7.0,2.0,3.0,82.18,Critical,4,12,16,0.006277,0.00029447,49.49
MER000230,Merchant,Fuel Merchant 230,0,51.0,28332.65,58.0,90.02,13.0,1.0,7.0,81.11,Critical,50,0,50,0.019616,0.00196526,49.45
ACC000075,Account,ACC000075,0,13.0,6116.0599999999995,86.0,96.62,4.0,1.0,2.0,82.02,Critical,5,14,19,0.007454,0.00038342,49.44
ACC001285,Account,ACC001285,0,18.0,4331.94,71.0,90.08,11.0,1.0,2.0,81.98,Critical,3,19,22,0.008631,0.00025837,49.41
ACC000402,Account,ACC000402,0,4.0,346.26,83.0,93.73,4.0,2.0,3.0,82.16,Critical,2,4,6,0.002354,0.00026081,49.4
ACC001138,Account,ACC001138,0,1.0,2617.46,96.0,99.9,1.0,1.0,1.0,82.16,Critical,2,3,5,0.001962,0.00025446,49.39
ACC001137,Account,ACC001137,0,5.0,343.09000000000003,83.0,97.86,5.0,2.0,0.0,82.1,Critical,2,7,9,0.003531,0.00025885,49.38
ACC000033,Account,ACC000033,0,10.0,7741.47,66.0,96.7,8.0,1.0,5.0,82.04,Critical,1,12,13,0.0051,0.00025145,49.38
ACC001155,Account,ACC001155,0,9.0,515.52,97.0,89.68,4.0,0.0,1.0,82.04,Critical,2,9,11,0.004315,0.00034865,49.38
CUST000028,Customer,Adam Smith,0,10.0,400.37,73.0,89.37,8.0,0.0,6.0,82.13,Critical,0,1,1,0.000392,0.00025145,49.34
ACC000117,Account,ACC000117,0,8.0,398.59,93.0,90.3,4.0,1.0,1.0,81.96,Critical,2,11,13,0.0051,0.00025185,49.33
ACC000256,Account,ACC000256,0,15.0,755.51,88.0,80.73,8.0,0.0,2.0,81.86,Critical,3,15,18,0.007062,0.00029903,49.32
ACC000851,Account,ACC000851,0,10.0,1429.8999999999999,71.0,99.87,6.0,2.0,3.0,81.9,Critical,2,11,13,0.0051,0.00029419,49.3
ACC001112,Account,ACC001112,0,10.0,8172.52,83.0,95.62,5.0,1.0,2.0,81.82,Critical,3,13,16,0.006277,0.00038248,49.29
CUST000346,Customer,Adam Clarke,0,8.0,4210.639999999999,62.0,94.34,8.0,2.0,6.0,81.92,Critical,0,2,2,0.000785,0.00025145,49.22
CUST000953,Customer,Aisha Green,0,13.0,3039.0499999999997,62.0,99.99,7.0,3.0,4.0,81.9,Critical,0,1,1,0.000392,0.00025145,49.2
CUST000010,Customer,Hannah Ahmed,0,8.0,734.78,66.0,97.68,6.0,2.0,6.0,81.89,Critical,0,2,2,0.000785,0.00025145,49.2
CUST000707,Customer,Sophia Ahmed,0,16.0,578.67,83.0,80.12,9.0,0.0,3.0,81.89,Critical,0,1,1,0.000392,0.00025145,49.19
MER000062,Merchant,Subscription Merchant 062,0,41.0,6077.38,73.0,94.82,6.0,2.0,3.0,81.04,Critical,40,0,40,0.015692,0.00120377,49.18
CUST000706,Customer,Maya Taylor,0,15.0,755.51,88.0,80.73,8.0,0.0,2.0,81.86,Critical,0,1,1,0.000392,0.00025145,49.17
CUST000884,Customer,Oliver Thomas,0,9.0,397.34000000000003,83.0,98.6,5.0,1.0,1.0,81.86,Critical,0,0,0,0.0,0.00025145,49.17
ACC000924,Account,ACC000924,0,11.0,5021.24,78.0,95.81,6.0,2.0,1.0,81.63,Critical,4,12,16,0.006277,0.00031308,49.17
ACC000882,Account,ACC000882,0,11.0,4100.849999999999,66.0,92.6,8.0,1.0,6.0,81.61,Critical,2,14,16,0.006277,0.00025458,49.14
ACC000085,Account,ACC000085,0,15.0,3788.5099999999998,70.0,97.17,6.0,2.0,4.0,81.51,Critical,2,17,19,0.007454,0.00030326,49.12
ACC001236,Account,ACC001236,0,10.0,3656.7900000000004,67.0,91.38,8.0,1.0,6.0,81.63,Critical,1,10,11,0.004315,0.00025145,49.11
CUST000339,Customer,Daniel Patel,0,13.0,7457.13,71.0,99.39,6.0,2.0,3.0,81.74,Critical,0,0,0,0.0,0.00025145,49.09
CUST000764,Customer,Grace Ali,0,8.0,282.21999999999997,61.0,93.7,8.0,3.0,5.0,81.74,Critical,0,0,0,0.0,0.00025145,49.09
ACC000831,Account,ACC000831,0,8.0,490.71999999999997,77.0,99.76,4.0,2.0,3.0,81.57,Critical,2,10,12,0.004708,0.0002585,49.09
MER000126,Merchant,Online Marketplace Merchant 126,0,39.0,7621.139999999999,55.0,98.86,8.0,3.0,5.0,80.85,Critical,37,0,37,0.014515,0.00143713,49.09
MER000221,Merchant,Electronics Merchant 221,0,41.0,5123.69,70.0,80.57,10.0,0.0,6.0,80.7,Critical,41,0,41,0.016085,0.00170355,49.08
CUST000368,Customer,Aisha Taylor,0,17.0,4903.87,83.0,88.15,7.0,0.0,3.0,81.7,Critical,0,0,0,0.0,0.00025145,49.07
ACC000112,Account,ACC000112,0,7.0,408.58,77.0,83.98,7.0,0.0,7.0,81.54,Critical,1,9,10,0.003923,0.00025145,49.05
ACC000624,Account,ACC000624,0,12.0,1956.2900000000002,69.0,81.15,11.0,0.0,7.0,81.45,Critical,2,14,16,0.006277,0.00026956,49.05
ACC000958,Account,ACC000958,0,13.0,5652.2699999999995,56.0,99.15,9.0,2.0,5.0,81.4,Critical,2,14,16,0.006277,0.00028046,49.02
CUST000013,Customer,Leo Hussain,0,12.0,603.86,57.0,99.7,7.0,3.0,6.0,81.54,Critical,0,0,0,0.0,0.00025145,48.97
MER000197,Merchant,Groceries Merchant 197,0,39.0,4648.78,53.0,95.58,15.0,1.0,7.0,80.8,Critical,37,0,37,0.014515,0.00097558,48.97
CUST000478,Customer,Fatima Ahmed,0,15.0,3788.5099999999998,70.0,97.17,6.0,2.0,4.0,81.51,Critical,0,1,1,0.000392,0.00025145,48.96
ACC000574,Account,ACC000574,0,15.0,11917.46,62.0,96.45,7.0,4.0,3.0,81.16,Critical,3,14,17,0.006669,0.00032651,48.89
MER000213,Merchant,Pharmacy Merchant 213,0,33.0,17825.39,56.0,97.81,8.0,4.0,3.0,80.43,Critical,30,0,30,0.011769,0.00184635,48.86
CUST000663,Customer,Lucas Hussain,0,12.0,5509.46,82.0,92.53,5.0,1.0,3.0,81.29,Critical,0,2,2,0.000785,0.00025145,48.84
ACC000144,Account,ACC000144,0,9.0,599.76,69.0,88.84,8.0,0.0,7.0,81.14,Critical,1,10,11,0.004315,0.00025145,48.82
MER000227,Merchant,Hotels Merchant 227,0,34.0,8816.5,71.0,99.97,4.0,3.0,3.0,80.44,Critical,33,0,33,0.012946,0.00149562,48.82
MER000020,Merchant,Hotels Merchant 020,0,41.0,17870.62,56.0,96.0,9.0,2.0,5.0,80.3,Critical,40,0,40,0.015692,0.00151326,48.8
CUST000266,Customer,Ali Wright,0,11.0,2349.77,66.0,97.13,5.0,4.0,4.0,81.2,Critical,0,2,2,0.000785,0.00025145,48.79
ACC000179,Account,ACC000179,0,16.0,1064.8100000000002,78.0,98.0,5.0,2.0,1.0,80.9,Critical,4,16,20,0.007846,0.00031851,48.76
CUST000700,Customer,Fatima Taylor,0,14.0,11860.99,62.0,96.45,7.0,4.0,3.0,81.16,Critical,0,1,1,0.000392,0.00025145,48.75
ACC000374,Account,ACC000374,0,16.0,957.35,56.0,97.37,9.0,2.0,5.0,80.78,Critical,5,17,22,0.008631,0.00038974,48.72
CUST000022,Customer,Zara Miller,0,9.0,4419.89,78.0,95.57,6.0,1.0,2.0,81.05,Critical,0,4,4,0.001569,0.00025145,48.71
ACC000072,Account,ACC000072,0,8.0,652.4300000000001,88.0,97.92,3.0,1.0,1.0,80.87,Critical,4,9,13,0.0051,0.0003933,48.7
MER000128,Merchant,Hotels Merchant 128,0,39.0,6584.32,45.0,99.91,9.0,5.0,4.0,80.22,Critical,39,0,39,0.0153,0.00130462,48.7
MER000022,Merchant,Travel Merchant 022,0,40.0,12495.47,58.0,95.97,9.0,2.0,4.0,80.19,Critical,40,0,40,0.015692,0.00128287,48.68
CUST000676,Customer,Sophia Wright,0,8.0,2829.26,88.0,94.01,3.0,2.0,1.0,81.0,Critical,0,2,2,0.000785,0.00025145,48.67
CUST000139,Customer,Hannah Patel,0,8.0,1138.1299999999999,58.0,98.22,8.0,1.0,7.0,80.98,Critical,0,0,0,0.0,0.00025145,48.64
CUST000736,Customer,James Davies,0,12.0,965.63,98.0,75.31,5.0,0.0,3.0,80.96,Critical,0,2,2,0.000785,0.00025145,48.64
CUST000388,Customer,Zara Ali,0,10.0,7662.8,93.0,85.91,4.0,0.0,3.0,80.92,Critical,0,0,0,0.0,0.00025145,48.6
CUST000608,Customer,Lucas Walker,0,17.0,1676.1599999999999,73.0,97.27,7.0,1.0,2.0,80.89,Critical,0,0,0,0.0,0.00025145,48.58
ACC000672,Account,ACC000672,0,14.0,745.39,61.0,87.65,9.0,0.0,9.0,80.63,Critical,2,17,19,0.007454,0.00025271,48.58
ACC000078,Account,ACC000078,0,16.0,4287.8,67.0,90.94,8.0,1.0,5.0,80.48,Critical,6,17,23,0.009023,0.00047529,48.56
MER000002,Merchant,Groceries Merchant 002,0,43.0,11668.74,60.0,87.42,14.0,0.0,7.0,79.6,High,42,0,42,0.016477,0.00232723,48.55
CUST000379,Customer,Daniel Brown,0,11.0,389.08000000000004,57.0,96.11,6.0,5.0,5.0,80.79,Critical,0,1,1,0.000392,0.00025145,48.53
CUST000068,Customer,Ali Robinson,0,11.0,402.76,79.0,96.22,6.0,1.0,1.0,80.73,Critical,0,2,2,0.000785,0.00025145,48.5
CUST000117,Customer,Adam Smith,0,8.0,508.01,59.0,93.31,8.0,3.0,5.0,80.71,Critical,0,0,0,0.0,0.00025145,48.48
ACC000460,Account,ACC000460,0,6.0,7441.34,66.0,99.51,6.0,2.0,4.0,80.53,Critical,3,8,11,0.004315,0.00038884,48.48
MER000214,Merchant,Restaurants Merchant 214,0,32.0,4559.26,73.0,93.04,8.0,1.0,1.0,79.91,High,31,0,31,0.012162,0.00128321,48.45
ACC000884,Account,ACC000884,0,10.0,4566.25,73.0,94.64,8.0,1.0,1.0,80.47,Critical,1,13,14,0.005492,0.00025145,48.44
CUST000153,Customer,Maya Jones,0,8.0,307.48,63.0,93.45,8.0,1.0,6.0,80.56,Critical,0,2,2,0.000785,0.00025145,48.4
MER000072,Merchant,Fuel Merchant 072,0,36.0,10301.32,61.0,90.93,10.0,1.0,4.0,79.78,High,36,0,36,0.014123,0.00124543,48.4
ACC000996,Account,ACC000996,0,4.0,140.63,99.0,82.41,4.0,0.0,1.0,80.39,Critical,4,6,10,0.003923,0.00039917,48.39
ACC001171,Account,ACC001171,0,10.0,3950.75,62.0,99.84,6.0,3.0,4.0,80.34,Critical,4,12,16,0.006277,0.00028552,48.39
ACC000643,Account,ACC000643,0,8.0,2655.59,79.0,93.63,5.0,1.0,3.0,80.32,Critical,5,9,14,0.005492,0.00042932,48.39
ACC000532,Account,ACC000532,0,6.0,391.06,76.0,93.41,6.0,1.0,3.0,80.39,Critical,4,8,12,0.004708,0.00027147,48.38
ACC000921,Account,ACC000921,0,7.0,532.91,88.0,99.41,3.0,1.0,0.0,80.39,Critical,2,7,9,0.003531,0.00026517,48.36
MER000119,Merchant,Online Marketplace Merchant 119,0,39.0,2530.53,55.0,98.73,10.0,3.0,1.0,79.81,High,39,0,39,0.0153,0.00084076,48.36
CUST000284,Customer,Noah Ali,0,12.0,4191.94,88.0,89.72,5.0,0.0,2.0,80.5,Critical,0,0,0,0.0,0.00025145,48.35
CUST000798,Customer,Noah Miller,0,14.0,4113.99,71.0,90.08,9.0,1.0,2.0,80.48,Critical,0,1,1,0.000392,0.00025145,48.35
CUST000257,Customer,Lucas Green,0,10.0,1873.3500000000001,69.0,81.15,10.0,0.0,6.0,80.45,Critical,0,1,1,0.000392,0.00025145,48.33
MER000162,Merchant,Hotels Merchant 162,0,37.0,10987.74,61.0,99.29,7.0,2.0,4.0,79.7,High,37,0,37,0.014515,0.00111261,48.33
MER000167,Merchant,Travel Merchant 167,0,43.0,9050.449999999999,65.0,92.98,7.0,2.0,4.0,79.29,High,43,0,43,0.016869,0.00184786,48.28
ACC000414,Account,ACC000414,0,10.0,8630.98,77.0,99.89,4.0,1.0,3.0,80.11,Critical,3,11,14,0.005492,0.00044662,48.27
ACC000182,Account,ACC000182,0,14.0,6731.15,76.0,95.23,6.0,1.0,2.0,80.03,Critical,3,15,18,0.007062,0.00028065,48.22
ACC000832,Account,ACC000832,0,11.0,518.8,88.0,88.52,5.0,0.0,2.0,80.08,Critical,2,12,14,0.005492,0.00027294,48.21
ACC000868,Account,ACC000868,0,11.0,7557.3099999999995,83.0,89.24,7.0,0.0,1.0,80.08,Critical,2,11,13,0.0051,0.00029529,48.21
ACC000270,Account,ACC000270,0,9.0,200.5,73.0,99.18,4.0,3.0,2.0,80.06,Critical,2,11,13,0.0051,0.00025882,48.19
ACC000518,Account,ACC000518,0,10.0,7086.7,88.0,88.44,5.0,0.0,2.0,80.05,Critical,2,12,14,0.005492,0.00027554,48.19
ACC000516,Account,ACC000516,0,7.0,4267.09,80.0,91.52,5.0,1.0,3.0,80.03,Critical,4,7,11,0.004315,0.00032166,48.17
CUST000142,Customer,Fatima Smith,0,6.0,173.38,88.0,94.45,4.0,1.0,0.0,80.16,Critical,0,2,2,0.000785,0.00025145,48.16
ACC000925,Account,ACC000925,0,6.0,360.71,66.0,99.61,5.0,2.0,5.0,80.06,Critical,2,7,9,0.003531,0.00027202,48.16
MER000205,Merchant,Fuel Merchant 205,0,42.0,6261.5599999999995,73.0,80.81,12.0,0.0,3.0,79.13,High,42,0,42,0.016477,0.00170199,48.15
MER000190,Merchant,Restaurants Merchant 190,0,40.0,3588.14,63.0,99.78,9.0,1.0,1.0,79.27,High,38,0,38,0.014908,0.00137527,48.14
CUST000937,Customer,Daniel Davies,0,10.0,4051.9999999999995,66.0,92.6,7.0,1.0,6.0,80.11,Critical,0,1,1,0.000392,0.00025145,48.12
CUST000996,Customer,Grace Wright,0,12.0,428.28999999999996,60.0,98.82,7.0,4.0,2.0,80.09,Critical,0,1,1,0.000392,0.00025145,48.11
CUST000325,Customer,Ethan Walker,0,11.0,518.8,88.0,88.52,5.0,0.0,2.0,80.08,Critical,0,1,1,0.000392,0.00025145,48.11
ACC000565,Account,ACC000565,0,9.0,2980.84,84.0,88.82,6.0,0.0,2.0,79.89,High,3,10,13,0.0051,0.00039342,48.11
CUST000391,Customer,Grace Thomas,0,14.0,6731.15,76.0,95.23,6.0,1.0,2.0,80.03,Critical,0,1,1,0.000392,0.00025145,48.08
CUST000729,Customer,Ali Ahmed,0,9.0,623.4300000000001,72.0,83.18,9.0,0.0,5.0,80.01,Critical,0,3,3,0.001177,0.00025145,48.08
CUST000761,Customer,James Wright,0,7.0,8997.68,66.0,96.7,6.0,1.0,6.0,80.04,Critical,0,0,0,0.0,0.00025145,48.07
ACC000047,Account,ACC000047,0,8.0,412.71,73.0,98.47,4.0,3.0,2.0,79.81,High,3,11,14,0.005492,0.00032504,48.06
ACC000725,Account,ACC000725,0,10.0,571.51,88.0,94.75,3.0,1.0,1.0,79.76,High,5,11,16,0.006277,0.00029074,48.04
ACC001228,Account,ACC001228,0,7.0,398.63,88.0,91.86,3.0,1.0,2.0,79.75,High,3,14,17,0.006669,0.0002857,48.04
CUST000604,Customer,Oliver Patel,0,13.0,2457.01,89.0,86.92,5.0,0.0,2.0,79.97,High,0,0,0,0.0,0.00025145,48.03
CUST000316,Customer,Zara Ali,0,13.0,3263.79,63.0,97.46,8.0,1.0,4.0,79.96,High,0,0,0,0.0,0.00025145,48.03
ACC000442,Account,ACC000442,0,6.0,476.9,81.0,95.41,5.0,1.0,1.0,79.84,High,3,6,9,0.003531,0.00027889,48.03
ACC000839,Account,ACC000839,0,6.0,6005.2,77.0,99.09,4.0,1.0,3.0,79.83,High,2,8,10,0.003923,0.00028025,48.03
ACC000591,Account,ACC000591,0,8.0,2662.83,72.0,93.8,6.0,1.0,4.0,79.73,High,4,10,14,0.005492,0.00030974,48.01
CUST000323,Customer,Maya Smith,0,9.0,2980.84,84.0,88.82,6.0,0.0,2.0,79.89,High,0,1,1,0.000392,0.00025145,47.99
CUST000154,Customer,Aisha Ali,0,15.0,918.48,61.0,95.5,10.0,2.0,1.0,79.88,High,0,0,0,0.0,0.00025145,47.98
ACC000680,Account,ACC000680,0,3.0,85.80000000000001,100.0,87.9,2.0,0.0,1.0,79.76,High,3,3,6,0.002354,0.00030175,47.96
ACC000468,Account,ACC000468,0,15.0,771.54,78.0,95.77,5.0,1.0,2.0,79.62,High,1,15,16,0.006277,0.00025145,47.95
ACC000060,Account,ACC000060,0,4.0,187.01999999999998,93.0,92.38,2.0,1.0,1.0,79.68,High,3,6,9,0.003531,0.00025517,47.93
CUST000211,Customer,Adam Taylor,0,8.0,5204.29,61.0,95.06,7.0,3.0,4.0,79.72,High,0,0,0,0.0,0.00025145,47.88
ACC000068,Account,ACC000068,0,11.0,1173.34,61.0,98.76,6.0,3.0,4.0,79.52,High,2,13,15,0.005885,0.00025272,47.88
CUST000397,Customer,Leo Miller,0,7.0,152.39,68.0,97.36,7.0,1.0,3.0,79.68,High,0,2,2,0.000785,0.00025145,47.87
CUST000978,Customer,Fatima Patel,0,14.0,7998.44,72.0,99.38,6.0,1.0,2.0,79.68,High,0,1,1,0.000392,0.00025145,47.87
ACC000648,Account,ACC000648,0,18.0,1165.44,73.0,98.62,6.0,2.0,0.0,79.37,High,2,19,21,0.008239,0.00030945,47.85
MER000240,Merchant,Travel Merchant 240,0,43.0,5463.93,53.0,96.57,8.0,4.0,3.0,78.65,High,42,0,42,0.016477,0.00149971,47.82
CUST000500,Customer,Fatima Jones,0,6.0,1512.85,84.0,89.39,5.0,0.0,3.0,79.59,High,0,1,1,0.000392,0.00025145,47.81
MER000151,Merchant,Fuel Merchant 151,0,32.0,2453.55,78.0,96.66,3.0,3.0,1.0,78.93,High,32,0,32,0.012554,0.00099531,47.81
ACC000553,Account,ACC000553,0,8.0,438.21999999999997,88.0,96.52,3.0,1.0,0.0,79.38,High,2,10,12,0.004708,0.00037535,47.8
CUST000696,Customer,Maya Hall,0,13.0,2001.89,61.0,98.88,8.0,1.0,4.0,79.56,High,0,0,0,0.0,0.00025145,47.79
ACC001127,Account,ACC001127,0,13.0,1950.38,66.0,89.07,9.0,0.0,5.0,79.37,High,2,13,15,0.005885,0.00025897,47.79
ACC001188,Account,ACC001188,0,15.0,2295.29,62.0,95.17,7.0,3.0,3.0,79.21,High,2,18,20,0.007846,0.00025537,47.73
CUST000135,Customer,Noah Ali,0,15.0,935.7,83.0,88.8,6.0,0.0,2.0,79.43,High,0,0,0,0.0,0.00025145,47.71
ACC000007,Account,ACC000007,0,7.0,2855.2,63.0,99.86,6.0,2.0,4.0,79.3,High,1,9,10,0.003923,0.00025145,47.71
CUST000146,Customer,Adam Patel,0,9.0,1180.1699999999998,71.0,99.87,5.0,2.0,2.0,79.4,High,0,1,1,0.000392,0.00025145,47.7
ACC000057,Account,ACC000057,0,4.0,336.28,83.0,99.79,3.0,1.0,1.0,79.28,High,4,6,10,0.003923,0.00029086,47.7
ACC000431,Account,ACC000431,0,14.0,764.71,73.0,93.83,6.0,1.0,3.0,79.19,High,1,15,16,0.006277,0.00025145,47.69
CUST000489,Customer,Aisha Brown,0,15.0,1038.31,73.0,98.62,6.0,2.0,0.0,79.37,High,0,1,1,0.000392,0.00025145,47.68
CUST000550,Customer,Mia Thomas,0,10.0,4955.68,71.0,99.77,5.0,2.0,2.0,79.37,High,0,1,1,0.000392,0.00025145,47.68
CUST000095,Customer,Leo Walker,0,13.0,795.9,73.0,94.31,5.0,2.0,3.0,79.36,High,0,2,2,0.000785,0.00025145,47.68
ACC000014,Account,ACC000014,0,7.0,8408.039999999999,66.0,96.83,5.0,2.0,5.0,79.09,High,5,9,14,0.005492,0.00054712,47.67
CUST000593,Customer,Adam Jones,0,13.0,3443.19,66.0,97.58,6.0,3.0,2.0,79.35,High,0,0,0,0.0,0.00025145,47.66
CUST000225,Customer,Fatima Davies,0,10.0,498.29,66.0,98.91,6.0,2.0,3.0,79.32,High,0,2,2,0.000785,0.00025145,47.66
ACC000021,Account,ACC000021,0,6.0,6076.33,73.0,93.97,6.0,1.0,3.0,79.24,High,1,6,7,0.002746,0.00025145,47.65
CUST000646,Customer,Mia Miller,0,14.0,673.48,56.0,97.37,8.0,2.0,5.0,79.28,High,0,1,1,0.000392,0.00025145,47.63
ACC001180,Account,ACC001180,0,10.0,677.11,81.0,90.16,5.0,1.0,2.0,79.01,High,4,11,15,0.005885,0.00048066,47.62
ACC000508,Account,ACC000508,0,7.0,704.49,84.0,86.65,6.0,0.0,2.0,79.13,High,2,8,10,0.003923,0.00025904,47.61
ACC000400,Account,ACC000400,0,10.0,792.07,83.0,97.76,3.0,2.0,0.0,79.07,High,2,11,13,0.0051,0.00025219,47.59
ACC000170,Account,ACC000170,0,5.0,172.78,83.0,99.31,3.0,1.0,1.0,79.11,High,2,6,8,0.003138,0.00026277,47.58
ACC000969,Account,ACC000969,0,17.0,3565.3399999999997,67.0,96.35,6.0,2.0,3.0,78.87,High,2,18,20,0.007846,0.00048705,47.58
CUST000089,Customer,Adam Wright,0,11.0,655.75,79.0,95.92,4.0,2.0,1.0,79.12,High,0,3,3,0.001177,0.00025145,47.55
ACC001206,Account,ACC001206,0,9.0,320.66,100.0,77.99,3.0,0.0,2.0,78.8,High,4,11,15,0.005885,0.0005066,47.5
CUST000341,Customer,Mia Wright,0,15.0,3339.9100000000003,63.0,90.58,9.0,1.0,4.0,79.05,High,0,0,0,0.0,0.00025145,47.48
CUST000733,Customer,Maya Taylor,0,5.0,7393.29,66.0,99.51,5.0,2.0,4.0,79.03,High,0,1,1,0.000392,0.00025145,47.48
ACC000608,Account,ACC000608,0,13.0,447.5,57.0,97.74,8.0,2.0,4.0,78.86,High,1,14,15,0.005885,0.00025145,47.48
ACC000037,Account,ACC000037,0,14.0,723.89,71.0,92.46,6.0,1.0,4.0,78.81,High,2,16,18,0.007062,0.0002548,47.48
ACC000023,Account,ACC000023,0,7.0,226.63,80.0,99.42,3.0,1.0,2.0,78.8,High,6,8,14,0.005492,0.00043609,47.48
MER000184,Merchant,Travel Merchant 184,0,39.0,3735.2999999999997,55.0,93.76,8.0,3.0,4.0,78.07,High,39,0,39,0.0153,0.00136794,47.42
ACC000675,Account,ACC000675,0,17.0,657.06,73.0,87.95,10.0,0.0,0.0,78.63,High,3,18,21,0.008239,0.00026661,47.4
CUST000581,Customer,James Thomas,0,8.0,513.95,68.0,89.43,8.0,0.0,5.0,78.9,High,0,0,0,0.0,0.00025145,47.39
CUST000498,Customer,Aisha Young,0,14.0,1480.73,61.0,86.95,10.0,0.0,6.0,78.88,High,0,0,0,0.0,0.00025145,47.38
CUST000563,Customer,Sophia Miller,0,14.0,3398.29,67.0,96.35,6.0,2.0,3.0,78.87,High,0,1,1,0.000392,0.00025145,47.38
ACC001060,Account,ACC001060,0,8.0,617.27,67.0,94.5,5.0,2.0,5.0,78.72,High,2,10,12,0.004708,0.00026334,47.38
ACC000575,Account,ACC000575,0,10.0,560.22,88.0,87.32,5.0,0.0,1.0,78.66,High,4,12,16,0.006277,0.00028627,47.38
CUST000780,Customer,Lucas Smith,0,13.0,447.5,57.0,97.74,8.0,2.0,4.0,78.86,High,0,1,1,0.000392,0.00025145,47.37
CUST000720,Customer,Oliver Hall,0,12.0,3707.7000000000003,70.0,92.39,7.0,1.0,3.0,78.84,High,0,0,0,0.0,0.00025145,47.35
CUST000687,Customer,Daniel Walker,0,14.0,723.89,71.0,92.46,6.0,1.0,4.0,78.81,High,0,1,1,0.000392,0.00025145,47.34
CUST000535,Customer,Zara Clarke,0,8.0,300.52,100.0,77.99,3.0,0.0,2.0,78.8,High,0,1,1,0.000392,0.00025145,47.34
ACC000090,Account,ACC000090,0,15.0,2507.46,64.0,94.53,8.0,1.0,3.0,78.39,High,6,17,23,0.009023,0.0006054,47.34
MER000193,Merchant,Online Marketplace Merchant 193,0,40.0,19397.22,66.0,88.01,8.0,0.0,5.0,77.5,High,39,0,39,0.0153,0.00236772,47.28
ACC000148,Account,ACC000148,0,5.0,278.39,83.0,99.11,2.0,1.0,2.0,78.54,High,3,8,11,0.004315,0.00032286,47.27
ACC000971,Account,ACC000971,0,11.0,5496.2699999999995,61.0,95.63,7.0,2.0,4.0,78.42,High,3,13,16,0.006277,0.00042202,47.26
MER000067,Merchant,Groceries Merchant 067,0,40.0,4531.450000000001,53.0,95.73,8.0,3.0,4.0,77.86,High,40,0,40,0.015692,0.00114187,47.26
MER000033,Merchant,Electronics Merchant 033,0,42.0,13834.04,60.0,97.73,7.0,2.0,3.0,77.71,High,42,0,42,0.016477,0.00145686,47.25
CUST000508,Customer,Hannah Walker,0,9.0,1475.75,78.0,95.81,5.0,1.0,1.0,78.63,High,0,1,1,0.000392,0.00025145,47.24
ACC001276,Account,ACC001276,0,7.0,422.73,98.0,86.85,2.0,0.0,1.0,78.5,High,2,9,11,0.004315,0.00025785,47.24
CUST000870,Customer,Fatima Patel,0,16.0,2660.98,76.0,82.58,9.0,0.0,2.0,78.6,High,0,1,1,0.000392,0.00025145,47.22
CUST000919,Customer,Aisha Taylor,0,8.0,584.23,63.0,93.55,8.0,1.0,4.0,78.59,High,0,1,1,0.000392,0.00025145,47.21
CUST000654,Customer,Sophia Hall,0,9.0,7542.48,83.0,89.24,6.0,0.0,1.0,78.58,High,0,1,1,0.000392,0.00025145,47.21
ACC000377,Account,ACC000377,0,8.0,790.9100000000001,58.0,96.59,7.0,2.0,5.0,78.41,High,4,9,13,0.0051,0.00030476,47.21
ACC000821,Account,ACC000821,0,10.0,2248.09,79.0,96.6,3.0,1.0,3.0,78.36,High,4,12,16,0.006277,0.00027427,47.2
ACC000685,Account,ACC000685,0,12.0,609.23,63.0,85.65,11.0,0.0,5.0,78.33,High,2,17,19,0.007454,0.00026895,47.2
