transaction_id,a_record_count,a_recon_references,a_source_systems,a_account_id,a_booking_date,a_amount,a_currency,a_status,b_record_count,b_recon_references,b_source_systems,b_account_id,b_booking_date,b_amount,b_currency,b_status,amount_difference,absolute_amount_difference,break_type,primary_break_category,is_break,severity,reconciliation_status,case_age_days
TXN00001958,1,REC-A-TXN00001958,PaymentProcessorA,ACC000969,2026-02-27,22.0,USD,Completed,1,REC-B-TXN00001958,CoreBankingB,ACC000969,2026-02-27,22.0,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,134
TXN00001964,1,REC-A-TXN00001964,PaymentProcessorA,ACC000790,2026-06-02,5840.77,GBP,Completed,1,REC-B-TXN00001964,CoreBankingB,ACC000790,2026-06-02,5840.77,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,39
TXN00001966,1,REC-A-TXN00001966,PaymentProcessorA,ACC000094,2026-02-21,36.26,GBP,Completed,1,REC-B-TXN00001966,CoreBankingB,ACC000094,2026-02-21,36.26,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,140
TXN00001979,1,REC-A-TXN00001979,PaymentProcessorA,ACC000518,2026-07-07,85.7,GBP,Completed,1,REC-B-TXN00001979,CoreBankingB,ACC000518,2026-07-07,85.7,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,4
TXN00001983,1,REC-A-TXN00001983,PaymentProcessorA,ACC000237,2026-05-14,47.72,GBP,Completed,1,REC-B-TXN00001983,CoreBankingB,ACC000237,2026-05-14,47.72,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,58
TXN00001993,1,REC-A-TXN00001993,PaymentProcessorA,ACC000693,2026-03-30,19.73,GBP,Completed,1,REC-B-TXN00001993,CoreBankingB,ACC000693,2026-03-30,19.73,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,103
TXN00001996,1,REC-A-TXN00001996,PaymentProcessorA,ACC000407,2026-04-12,121.98,GBP,Completed,1,REC-B-TXN00001996,CoreBankingB,ACC000407,2026-04-12,121.98,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,90
TXN00002003,1,REC-A-TXN00002003,PaymentProcessorA,ACC001254,2026-06-18,21.1,GBP,Completed,1,REC-B-TXN00002003,CoreBankingB,ACC001254,2026-06-18,21.1,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,23
TXN00002005,1,REC-A-TXN00002005,PaymentProcessorA,ACC000217,2026-06-10,22.02,GBP,Completed,1,REC-B-TXN00002005,CoreBankingB,ACC000217,2026-06-10,22.02,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,31
TXN00002007,1,REC-A-TXN00002007,PaymentProcessorA,ACC000592,2026-06-21,23.26,GBP,Completed,1,REC-B-TXN00002007,CoreBankingB,ACC000592,2026-06-21,23.26,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,20
TXN00002009,1,REC-A-TXN00002009,PaymentProcessorA,ACC000235,2026-04-03,50.74,GBP,Completed,1,REC-B-TXN00002009,CoreBankingB,ACC000235,2026-04-03,50.74,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,99
TXN00002013,1,REC-A-TXN00002013,PaymentProcessorA,ACC000552,2026-05-22,103.45,GBP,Failed,1,REC-B-TXN00002013,CoreBankingB,ACC000552,2026-05-22,103.45,GBP,Failed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,50
TXN00002014,1,REC-A-TXN00002014,PaymentProcessorA,ACC000489,2026-01-28,33.93,USD,Completed,1,REC-B-TXN00002014,CoreBankingB,ACC000489,2026-01-28,33.93,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,164
TXN00002019,1,REC-A-TXN00002019,PaymentProcessorA,ACC000494,2026-02-03,14.85,USD,Completed,1,REC-B-TXN00002019,CoreBankingB,ACC000494,2026-02-03,14.85,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,158
TXN00002021,1,REC-A-TXN00002021,PaymentProcessorA,ACC000856,2026-02-06,112.78,GBP,Pending,1,REC-B-TXN00002021,CoreBankingB,ACC000856,2026-02-06,112.78,GBP,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,155
TXN00002023,1,REC-A-TXN00002023,PaymentProcessorA,ACC000834,2026-04-12,189.18,GBP,Completed,1,REC-B-TXN00002023,CoreBankingB,ACC000834,2026-04-12,189.18,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,90
TXN00002026,1,REC-A-TXN00002026,PaymentProcessorA,ACC000038,2026-03-13,26.35,GBP,Completed,1,REC-B-TXN00002026,CoreBankingB,ACC000038,2026-03-13,26.35,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,120
TXN00002030,1,REC-A-TXN00002030,PaymentProcessorA,ACC001148,2026-04-28,13.43,GBP,Completed,1,REC-B-TXN00002030,CoreBankingB,ACC001148,2026-04-28,13.43,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,74
TXN00002031,1,REC-A-TXN00002031,PaymentProcessorA,ACC000882,2026-06-08,2190.91,GBP,Completed,1,REC-B-TXN00002031,CoreBankingB,ACC000882,2026-06-08,2190.91,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,33
TXN00002035,1,REC-A-TXN00002035,PaymentProcessorA,ACC001014,2026-02-10,30.23,GBP,Completed,1,REC-B-TXN00002035,CoreBankingB,ACC001014,2026-02-10,30.23,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,151
TXN00002037,1,REC-A-TXN00002037,PaymentProcessorA,ACC001056,2026-02-12,80.21,GBP,Completed,1,REC-B-TXN00002037,CoreBankingB,ACC001056,2026-02-12,80.21,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,149
TXN00002040,1,REC-A-TXN00002040,PaymentProcessorA,ACC000769,2026-05-31,37.43,GBP,Completed,1,REC-B-TXN00002040,CoreBankingB,ACC000769,2026-05-31,37.43,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,41
TXN00002046,1,REC-A-TXN00002046,PaymentProcessorA,ACC000189,2026-02-20,56.74,GBP,Completed,1,REC-B-TXN00002046,CoreBankingB,ACC000189,2026-02-20,56.74,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,141
TXN00002055,1,REC-A-TXN00002055,PaymentProcessorA,ACC000184,2026-02-12,8.44,GBP,Completed,1,REC-B-TXN00002055,CoreBankingB,ACC000184,2026-02-12,8.44,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,149
TXN00002056,1,REC-A-TXN00002056,PaymentProcessorA,ACC000663,2026-04-10,43.15,GBP,Completed,1,REC-B-TXN00002056,CoreBankingB,ACC000663,2026-04-10,43.15,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,92
TXN00002058,1,REC-A-TXN00002058,PaymentProcessorA,ACC001195,2026-01-18,43.53,GBP,Completed,1,REC-B-TXN00002058,CoreBankingB,ACC001195,2026-01-18,43.53,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,174
TXN00002059,1,REC-A-TXN00002059,PaymentProcessorA,ACC000897,2026-04-26,46.71,GBP,Completed,1,REC-B-TXN00002059,CoreBankingB,ACC000897,2026-04-26,46.71,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,76
TXN00002064,1,REC-A-TXN00002064,PaymentProcessorA,ACC000953,2026-05-11,33.01,GBP,Completed,1,REC-B-TXN00002064,CoreBankingB,ACC000953,2026-05-11,33.01,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,61
TXN00002070,1,REC-A-TXN00002070,PaymentProcessorA,ACC000982,2026-01-29,10.38,EUR,Completed,1,REC-B-TXN00002070,CoreBankingB,ACC000982,2026-01-29,10.38,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,163
TXN00002073,1,REC-A-TXN00002073,PaymentProcessorA,ACC000964,2026-01-13,26.64,GBP,Completed,1,REC-B-TXN00002073,CoreBankingB,ACC000964,2026-01-13,26.64,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,179
TXN00002076,1,REC-A-TXN00002076,PaymentProcessorA,ACC000332,2026-03-10,12.04,EUR,Completed,1,REC-B-TXN00002076,CoreBankingB,ACC000332,2026-03-10,12.04,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,123
TXN00002084,1,REC-A-TXN00002084,PaymentProcessorA,ACC000322,2026-01-25,28.96,GBP,Completed,1,REC-B-TXN00002084,CoreBankingB,ACC000322,2026-01-25,28.96,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,167
TXN00002085,1,REC-A-TXN00002085,PaymentProcessorA,ACC000244,2026-02-07,58.34,GBP,Completed,1,REC-B-TXN00002085,CoreBankingB,ACC000244,2026-02-07,58.34,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,154
TXN00002088,1,REC-A-TXN00002088,PaymentProcessorA,ACC000461,2026-04-13,26.58,GBP,Completed,1,REC-B-TXN00002088,CoreBankingB,ACC000461,2026-04-13,26.58,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,89
TXN00002095,1,REC-A-TXN00002095,PaymentProcessorA,ACC000663,2026-06-08,36.85,EUR,Completed,1,REC-B-TXN00002095,CoreBankingB,ACC000663,2026-06-08,36.85,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,33
TXN00002099,1,REC-A-TXN00002099,PaymentProcessorA,ACC000340,2026-02-10,144.44,GBP,Completed,1,REC-B-TXN00002099,CoreBankingB,ACC000340,2026-02-10,144.44,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,151
TXN00002108,1,REC-A-TXN00002108,PaymentProcessorA,ACC000269,2026-05-27,277.08,GBP,Completed,1,REC-B-TXN00002108,CoreBankingB,ACC000269,2026-05-27,277.08,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,45
TXN00002109,1,REC-A-TXN00002109,PaymentProcessorA,ACC000595,2026-04-19,3340.33,GBP,Completed,1,REC-B-TXN00002109,CoreBankingB,ACC000595,2026-04-19,3340.33,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,83
TXN00002110,1,REC-A-TXN00002110,PaymentProcessorA,ACC000714,2026-07-08,18.88,EUR,Completed,1,REC-B-TXN00002110,CoreBankingB,ACC000714,2026-07-08,18.88,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,3
TXN00002111,1,REC-A-TXN00002111,PaymentProcessorA,ACC000924,2026-04-21,56.03,EUR,Completed,1,REC-B-TXN00002111,CoreBankingB,ACC000924,2026-04-21,56.03,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,81
TXN00002112,1,REC-A-TXN00002112,PaymentProcessorA,ACC000938,2026-02-15,37.31,GBP,Completed,1,REC-B-TXN00002112,CoreBankingB,ACC000938,2026-02-15,37.31,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,146
TXN00002115,1,REC-A-TXN00002115,PaymentProcessorA,ACC001207,2026-04-12,222.37,GBP,Completed,1,REC-B-TXN00002115,CoreBankingB,ACC001207,2026-04-12,222.37,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,90
TXN00002116,1,REC-A-TXN00002116,PaymentProcessorA,ACC000074,2026-02-17,30.24,GBP,Completed,1,REC-B-TXN00002116,CoreBankingB,ACC000074,2026-02-17,30.24,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,144
TXN00002120,1,REC-A-TXN00002120,PaymentProcessorA,ACC000627,2026-05-11,58.7,GBP,Completed,1,REC-B-TXN00002120,CoreBankingB,ACC000627,2026-05-11,58.7,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,61
TXN00002123,1,REC-A-TXN00002123,PaymentProcessorA,ACC000699,2026-03-30,36.57,GBP,Completed,1,REC-B-TXN00002123,CoreBankingB,ACC000699,2026-03-30,36.57,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,103
TXN00002125,1,REC-A-TXN00002125,PaymentProcessorA,ACC000493,2026-05-25,88.44,GBP,Completed,1,REC-B-TXN00002125,CoreBankingB,ACC000493,2026-05-25,88.44,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,47
TXN00002128,1,REC-A-TXN00002128,PaymentProcessorA,ACC000744,2026-04-11,47.75,GBP,Pending,1,REC-B-TXN00002128,CoreBankingB,ACC000744,2026-04-11,47.75,GBP,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,91
TXN00002129,1,REC-A-TXN00002129,PaymentProcessorA,ACC001167,2026-03-25,23.65,GBP,Completed,1,REC-B-TXN00002129,CoreBankingB,ACC001167,2026-03-25,23.65,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,108
TXN00002130,1,REC-A-TXN00002130,PaymentProcessorA,ACC001170,2026-06-13,34.26,GBP,Completed,1,REC-B-TXN00002130,CoreBankingB,ACC001170,2026-06-13,34.26,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,28
TXN00002133,1,REC-A-TXN00002133,PaymentProcessorA,ACC000124,2026-04-21,25.58,GBP,Completed,1,REC-B-TXN00002133,CoreBankingB,ACC000124,2026-04-21,25.58,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,81
TXN00002134,1,REC-A-TXN00002134,PaymentProcessorA,ACC001128,2026-05-20,19.15,GBP,Completed,1,REC-B-TXN00002134,CoreBankingB,ACC001128,2026-05-20,19.15,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,52
TXN00002139,1,REC-A-TXN00002139,PaymentProcessorA,ACC000620,2026-03-13,151.35,GBP,Completed,1,REC-B-TXN00002139,CoreBankingB,ACC000620,2026-03-13,151.35,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,120
TXN00002143,1,REC-A-TXN00002143,PaymentProcessorA,ACC001104,2026-05-11,18.46,GBP,Completed,1,REC-B-TXN00002143,CoreBankingB,ACC001104,2026-05-11,18.46,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,61
TXN00002146,1,REC-A-TXN00002146,PaymentProcessorA,ACC000452,2026-04-09,89.35,GBP,Completed,1,REC-B-TXN00002146,CoreBankingB,ACC000452,2026-04-09,89.35,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,93
TXN00002148,1,REC-A-TXN00002148,PaymentProcessorA,ACC000068,2026-04-10,76.0,GBP,Completed,1,REC-B-TXN00002148,CoreBankingB,ACC000068,2026-04-10,76.0,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,92
TXN00002150,1,REC-A-TXN00002150,PaymentProcessorA,ACC001092,2026-06-03,14.1,GBP,Completed,1,REC-B-TXN00002150,CoreBankingB,ACC001092,2026-06-03,14.1,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,38
TXN00002151,1,REC-A-TXN00002151,PaymentProcessorA,ACC000932,2026-04-29,24.36,GBP,Completed,1,REC-B-TXN00002151,CoreBankingB,ACC000932,2026-04-29,24.36,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,73
TXN00002153,1,REC-A-TXN00002153,PaymentProcessorA,ACC000844,2026-03-23,40.69,GBP,Completed,1,REC-B-TXN00002153,CoreBankingB,ACC000844,2026-03-23,40.69,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,110
TXN00002158,1,REC-A-TXN00002158,PaymentProcessorA,ACC000236,2026-06-23,40.62,GBP,Completed,1,REC-B-TXN00002158,CoreBankingB,ACC000236,2026-06-23,40.62,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,18
TXN00002165,1,REC-A-TXN00002165,PaymentProcessorA,ACC000969,2026-05-26,8.57,EUR,Completed,1,REC-B-TXN00002165,CoreBankingB,ACC000969,2026-05-26,8.57,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,46
TXN00002166,1,REC-A-TXN00002166,PaymentProcessorA,ACC001010,2026-06-01,1406.08,GBP,Completed,1,REC-B-TXN00002166,CoreBankingB,ACC001010,2026-06-01,1406.08,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,40
TXN00002168,1,REC-A-TXN00002168,PaymentProcessorA,ACC000014,2026-05-29,88.84,GBP,Completed,1,REC-B-TXN00002168,CoreBankingB,ACC000014,2026-05-29,88.84,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,43
TXN00002169,1,REC-A-TXN00002169,PaymentProcessorA,ACC001036,2026-06-28,24.03,GBP,Completed,1,REC-B-TXN00002169,CoreBankingB,ACC001036,2026-06-28,24.03,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,13
TXN00002176,1,REC-A-TXN00002176,PaymentProcessorA,ACC000762,2026-05-19,72.26,GBP,Pending,1,REC-B-TXN00002176,CoreBankingB,ACC000762,2026-05-19,72.26,GBP,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,53
TXN00002179,1,REC-A-TXN00002179,PaymentProcessorA,ACC000848,2026-02-13,50.38,GBP,Completed,1,REC-B-TXN00002179,CoreBankingB,ACC000848,2026-02-13,50.38,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,148
TXN00002184,1,REC-A-TXN00002184,PaymentProcessorA,ACC001206,2026-02-18,18.62,GBP,Completed,1,REC-B-TXN00002184,CoreBankingB,ACC001206,2026-02-18,18.62,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,143
TXN00002185,1,REC-A-TXN00002185,PaymentProcessorA,ACC000478,2026-03-17,37.87,GBP,Completed,1,REC-B-TXN00002185,CoreBankingB,ACC000478,2026-03-17,37.87,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,116
TXN00002190,1,REC-A-TXN00002190,PaymentProcessorA,ACC001275,2026-05-31,71.26,GBP,Completed,1,REC-B-TXN00002190,CoreBankingB,ACC001275,2026-05-31,71.26,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,41
TXN00002192,1,REC-A-TXN00002192,PaymentProcessorA,ACC000329,2026-02-24,1985.17,EUR,Pending,1,REC-B-TXN00002192,CoreBankingB,ACC000329,2026-02-24,1985.17,EUR,Pending,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,137
TXN00002211,1,REC-A-TXN00002211,PaymentProcessorA,ACC001163,2026-04-13,104.79,GBP,Completed,1,REC-B-TXN00002211,CoreBankingB,ACC001163,2026-04-13,104.79,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,89
TXN00002214,1,REC-A-TXN00002214,PaymentProcessorA,ACC000300,2026-04-02,47.0,GBP,Completed,1,REC-B-TXN00002214,CoreBankingB,ACC000300,2026-04-02,47.0,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,100
TXN00002215,1,REC-A-TXN00002215,PaymentProcessorA,ACC000467,2026-01-20,269.26,GBP,Completed,1,REC-B-TXN00002215,CoreBankingB,ACC000467,2026-01-20,269.26,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,172
TXN00002222,1,REC-A-TXN00002222,PaymentProcessorA,ACC001085,2026-04-21,60.2,GBP,Completed,1,REC-B-TXN00002222,CoreBankingB,ACC001085,2026-04-21,60.2,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,81
TXN00002226,1,REC-A-TXN00002226,PaymentProcessorA,ACC000014,2026-05-04,19.74,GBP,Completed,1,REC-B-TXN00002226,CoreBankingB,ACC000014,2026-05-04,19.74,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,68
TXN00002228,1,REC-A-TXN00002228,PaymentProcessorA,ACC000022,2026-02-25,12.18,GBP,Completed,1,REC-B-TXN00002228,CoreBankingB,ACC000022,2026-02-25,12.18,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,136
TXN00002229,1,REC-A-TXN00002229,PaymentProcessorA,ACC000090,2026-02-07,56.8,GBP,Completed,1,REC-B-TXN00002229,CoreBankingB,ACC000090,2026-02-07,56.8,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,154
TXN00002232,1,REC-A-TXN00002232,PaymentProcessorA,ACC000098,2026-05-17,2970.97,GBP,Completed,1,REC-B-TXN00002232,CoreBankingB,ACC000098,2026-05-17,2970.97,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,55
TXN00002233,1,REC-A-TXN00002233,PaymentProcessorA,ACC001032,2026-04-05,71.43,USD,Completed,1,REC-B-TXN00002233,CoreBankingB,ACC001032,2026-04-05,71.43,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,97
TXN00002234,1,REC-A-TXN00002234,PaymentProcessorA,ACC000478,2026-06-14,12.28,GBP,Completed,1,REC-B-TXN00002234,CoreBankingB,ACC000478,2026-06-14,12.28,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,27
TXN00002240,1,REC-A-TXN00002240,PaymentProcessorA,ACC000738,2026-05-12,25.61,GBP,Completed,1,REC-B-TXN00002240,CoreBankingB,ACC000738,2026-05-12,25.61,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,60
TXN00002247,1,REC-A-TXN00002247,PaymentProcessorA,ACC000285,2026-05-12,73.61,GBP,Completed,1,REC-B-TXN00002247,CoreBankingB,ACC000285,2026-05-12,73.61,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,60
TXN00002249,1,REC-A-TXN00002249,PaymentProcessorA,ACC000275,2026-06-19,59.86,GBP,Completed,1,REC-B-TXN00002249,CoreBankingB,ACC000275,2026-06-19,59.86,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,22
TXN00002252,1,REC-A-TXN00002252,PaymentProcessorA,ACC001061,2026-03-24,109.63,GBP,Completed,1,REC-B-TXN00002252,CoreBankingB,ACC001061,2026-03-24,109.63,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,109
TXN00002253,1,REC-A-TXN00002253,PaymentProcessorA,ACC000744,2026-01-30,22.67,GBP,Completed,1,REC-B-TXN00002253,CoreBankingB,ACC000744,2026-01-30,22.67,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,162
TXN00002255,1,REC-A-TXN00002255,PaymentProcessorA,ACC000955,2026-03-12,73.22,GBP,Completed,1,REC-B-TXN00002255,CoreBankingB,ACC000955,2026-03-12,73.22,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,121
TXN00002261,1,REC-A-TXN00002261,PaymentProcessorA,ACC001217,2026-03-12,122.97,GBP,Completed,1,REC-B-TXN00002261,CoreBankingB,ACC001217,2026-03-12,122.97,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,121
TXN00002265,1,REC-A-TXN00002265,PaymentProcessorA,ACC001200,2026-06-25,6.2,GBP,Failed,1,REC-B-TXN00002265,CoreBankingB,ACC001200,2026-06-25,6.2,GBP,Failed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,16
TXN00002269,1,REC-A-TXN00002269,PaymentProcessorA,ACC000395,2026-03-28,7.99,GBP,Completed,1,REC-B-TXN00002269,CoreBankingB,ACC000395,2026-03-28,7.99,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,105
TXN00002271,1,REC-A-TXN00002271,PaymentProcessorA,ACC000061,2026-07-10,19.51,USD,Completed,1,REC-B-TXN00002271,CoreBankingB,ACC000061,2026-07-10,19.51,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,1
TXN00002274,1,REC-A-TXN00002274,PaymentProcessorA,ACC000685,2026-05-26,6.64,EUR,Completed,1,REC-B-TXN00002274,CoreBankingB,ACC000685,2026-05-26,6.64,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,46
TXN00002276,1,REC-A-TXN00002276,PaymentProcessorA,ACC001292,2026-04-17,125.94,GBP,Completed,1,REC-B-TXN00002276,CoreBankingB,ACC001292,2026-04-17,125.94,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,85
TXN00002287,1,REC-A-TXN00002287,PaymentProcessorA,ACC000298,2026-06-28,13.96,GBP,Completed,1,REC-B-TXN00002287,CoreBankingB,ACC000298,2026-06-28,13.96,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,13
TXN00002288,1,REC-A-TXN00002288,PaymentProcessorA,ACC000114,2026-03-05,14.05,GBP,Completed,1,REC-B-TXN00002288,CoreBankingB,ACC000114,2026-03-05,14.05,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,128
TXN00002289,1,REC-A-TXN00002289,PaymentProcessorA,ACC000976,2026-01-21,51.61,GBP,Completed,1,REC-B-TXN00002289,CoreBankingB,ACC000976,2026-01-21,51.61,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,171
TXN00002292,1,REC-A-TXN00002292,PaymentProcessorA,ACC001289,2026-02-21,17.14,GBP,Completed,1,REC-B-TXN00002292,CoreBankingB,ACC001289,2026-02-21,17.14,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,140
TXN00002300,1,REC-A-TXN00002300,PaymentProcessorA,ACC000522,2026-01-19,19.11,GBP,Completed,1,REC-B-TXN00002300,CoreBankingB,ACC000522,2026-01-19,19.11,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,173
TXN00002303,1,REC-A-TXN00002303,PaymentProcessorA,ACC000604,2026-01-28,14.56,EUR,Completed,1,REC-B-TXN00002303,CoreBankingB,ACC000604,2026-01-28,14.56,EUR,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,164
TXN00002304,1,REC-A-TXN00002304,PaymentProcessorA,ACC001239,2026-02-11,13.41,GBP,Completed,1,REC-B-TXN00002304,CoreBankingB,ACC001239,2026-02-11,13.41,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,150
TXN00002305,1,REC-A-TXN00002305,PaymentProcessorA,ACC001106,2026-04-03,45.03,GBP,Completed,1,REC-B-TXN00002305,CoreBankingB,ACC001106,2026-04-03,45.03,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,99
TXN00002311,1,REC-A-TXN00002311,PaymentProcessorA,ACC000965,2026-05-13,195.09,GBP,Completed,1,REC-B-TXN00002311,CoreBankingB,ACC000965,2026-05-13,195.09,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,59
TXN00002317,1,REC-A-TXN00002317,PaymentProcessorA,ACC001049,2026-02-11,82.99,GBP,Completed,1,REC-B-TXN00002317,CoreBankingB,ACC001049,2026-02-11,82.99,GBP,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,150
TXN00002320,1,REC-A-TXN00002320,PaymentProcessorA,ACC000158,2026-05-22,101.26,USD,Completed,1,REC-B-TXN00002320,CoreBankingB,ACC000158,2026-05-22,101.26,USD,Completed,0.0,0.0,MATCHED,MATCHED,0,No Break,Matched,50
