centrality_case_id,node_id,node_type,node_label,watchlist_flag,transaction_count,total_transaction_amount,max_rule_based_risk_score,max_anomaly_score_percentile,alert_count,ml_alert_count,suspicious_label_count,node_risk_score,node_risk_band,in_degree,out_degree,total_degree,degree_centrality,pagerank_score,graph_priority_score,recommended_action
CENTRALITY-000409,CUST000571,Customer,Fatima Patel,0,8.0,1710.66,93.0,95.22,6.0,1.0,3.0,88.68,Critical,0,1,1,0.000392,0.00025145,53.27,Review high-risk graph entity and connected transaction network.
CENTRALITY-000410,CUST000851,Customer,Maya Wilson,0,6.0,10457.65,83.0,99.47,5.0,4.0,3.0,88.66,Critical,0,2,2,0.000785,0.00025145,53.26,Review high-risk graph entity and connected transaction network.
CENTRALITY-000411,CUST000156,Customer,Aisha Patel,0,15.0,9836.619999999999,88.0,97.0,6.0,2.0,3.0,88.55,Critical,0,2,2,0.000785,0.00025145,53.2,Review high-risk graph entity and connected transaction network.
CENTRALITY-000412,CUST000302,Customer,Noah Wright,0,9.0,420.79999999999995,77.0,99.76,9.0,1.0,4.0,88.57,Critical,0,0,0,0.0,0.00025145,53.19,Review high-risk graph entity and connected transaction network.
CENTRALITY-000413,CUST000522,Customer,Ali Young,1,5.0,325.32,83.0,91.96,5.0,1.0,0.0,88.54,Critical,0,1,1,0.000392,0.00025145,53.18,Review high-risk graph entity and connected transaction network.
CENTRALITY-000414,CUST000785,Customer,Leo Hall,0,5.0,3280.99,91.0,99.98,5.0,2.0,2.0,88.44,Critical,0,3,3,0.001177,0.00025145,53.14,Review high-risk graph entity and connected transaction network.
CENTRALITY-000415,ACC000319,Account,ACC000319,0,17.0,4020.1200000000003,91.0,86.38,8.0,0.0,5.0,88.18,Critical,3,18,21,0.008239,0.00026381,53.13,Review high-risk graph entity and connected transaction network.
CENTRALITY-000416,ACC000579,Account,ACC000579,0,6.0,4143.389999999999,100.0,89.42,6.0,0.0,3.0,88.3,Critical,1,11,12,0.004708,0.00025145,53.12,Review high-risk graph entity and connected transaction network.
CENTRALITY-000417,CUST000562,Customer,Daniel Thomas,0,16.0,672.22,89.0,99.6,6.0,1.0,3.0,88.41,Critical,0,1,1,0.000392,0.00025145,53.1,Review high-risk graph entity and connected transaction network.
CENTRALITY-000418,ACC000847,Account,ACC000847,0,8.0,5358.8099999999995,76.0,98.55,7.0,2.0,6.0,88.19,Critical,4,9,13,0.0051,0.0003671,53.09,Review high-risk graph entity and connected transaction network.
CENTRALITY-000419,ACC001264,Account,ACC001264,0,5.0,6887.49,96.0,97.22,5.0,1.0,2.0,88.23,Critical,1,9,10,0.003923,0.00025145,53.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000420,CUST000452,Customer,Oliver Smith,0,14.0,5602.33,88.0,94.82,7.0,2.0,2.0,88.29,Critical,0,3,3,0.001177,0.00025145,53.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-000421,ACC000628,Account,ACC000628,0,13.0,6055.789999999999,86.0,94.02,6.0,3.0,3.0,88.11,Critical,2,13,15,0.005885,0.00025693,53.04,Review high-risk graph entity and connected transaction network.
CENTRALITY-000422,CUST000726,Customer,Zara Thomas,0,13.0,11374.62,93.0,96.91,6.0,1.0,2.0,88.27,Critical,0,3,3,0.001177,0.00025145,53.04,Review high-risk graph entity and connected transaction network.
CENTRALITY-000423,ACC000193,Account,ACC000193,0,16.0,648.47,64.0,97.47,12.0,2.0,7.0,87.91,Critical,4,17,21,0.008239,0.00057096,53.02,Review high-risk graph entity and connected transaction network.
CENTRALITY-000424,CUST000191,Customer,Adam Miller,0,15.0,2554.23,77.0,81.74,15.0,0.0,12.0,88.26,Critical,0,0,0,0.0,0.00025145,53.01,Review high-risk graph entity and connected transaction network.
CENTRALITY-000425,ACC000082,Account,ACC000082,0,13.0,783.83,66.0,99.37,10.0,1.0,7.0,87.98,Critical,4,15,19,0.007454,0.00029359,53.0,Review high-risk graph entity and connected transaction network.
CENTRALITY-000426,ACC001191,Account,ACC001191,0,14.0,1040.3,84.0,88.86,11.0,0.0,4.0,87.9,Critical,2,17,19,0.007454,0.00032563,52.95,Review high-risk graph entity and connected transaction network.
CENTRALITY-000427,ACC000834,Account,ACC000834,0,14.0,9274.82,59.0,99.54,12.0,3.0,7.0,87.89,Critical,3,15,18,0.007062,0.00029437,52.93,Review high-risk graph entity and connected transaction network.
CENTRALITY-000428,CUST000901,Customer,Lucas Miller,0,12.0,6035.839999999999,86.0,94.02,6.0,3.0,3.0,88.11,Critical,0,1,1,0.000392,0.00025145,52.92,Review high-risk graph entity and connected transaction network.
CENTRALITY-000429,CUST000710,Customer,Leo Walker,0,11.0,416.92,75.0,93.8,11.0,1.0,5.0,88.08,Critical,0,0,0,0.0,0.00025145,52.9,Review high-risk graph entity and connected transaction network.
CENTRALITY-000430,MER000125,Merchant,Cash Withdrawal Merchant 125,0,43.0,3041.0299999999997,69.0,88.99,41.0,0.0,21.0,87.2,Critical,43,0,43,0.016869,0.00104643,52.87,Review high-risk graph entity and connected transaction network.
CENTRALITY-000431,CUST000827,Customer,Adam Hall,0,17.0,1334.1399999999999,83.0,89.05,9.0,0.0,6.0,88.02,Critical,0,1,1,0.000392,0.00025145,52.87,Review high-risk graph entity and connected transaction network.
CENTRALITY-000432,CUST000494,Customer,Ethan Ahmed,0,12.0,6029.29,93.0,81.96,9.0,0.0,4.0,88.04,Critical,0,0,0,0.0,0.00025145,52.87,Review high-risk graph entity and connected transaction network.
CENTRALITY-000433,ACC001054,Account,ACC001054,0,9.0,306.89,100.0,89.33,5.0,0.0,4.0,87.77,Critical,3,12,15,0.005885,0.00041098,52.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-000434,ACC000269,Account,ACC000269,0,7.0,3079.9300000000003,100.0,99.5,3.0,1.0,2.0,87.82,Critical,3,8,11,0.004315,0.00039322,52.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-000435,MER000226,Merchant,Electronics Merchant 226,0,36.0,6053.99,53.0,99.44,11.0,5.0,6.0,87.15,Critical,33,0,33,0.012946,0.00139481,52.83,Review high-risk graph entity and connected transaction network.
CENTRALITY-000436,ACC000385,Account,ACC000385,0,13.0,727.22,93.0,99.7,5.0,1.0,2.0,87.74,Critical,1,16,17,0.006669,0.00025145,52.83,Review high-risk graph entity and connected transaction network.
CENTRALITY-000437,ACC000951,Account,ACC000951,0,6.0,285.01,93.0,96.69,5.0,1.0,3.0,87.69,Critical,3,8,11,0.004315,0.00033213,52.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000438,CUST000264,Customer,Lucas Walker,0,14.0,1773.3700000000001,78.0,87.85,11.0,0.0,7.0,87.85,Critical,0,1,1,0.000392,0.00025145,52.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000439,MER000150,Merchant,Gambling Merchant 150,0,31.0,6287.000000000001,71.0,86.16,31.0,0.0,14.0,87.11,Critical,30,0,30,0.011769,0.00116487,52.73,Review high-risk graph entity and connected transaction network.
CENTRALITY-000440,CUST000560,Customer,Zara Green,0,11.0,3493.1499999999996,83.0,98.29,6.0,4.0,1.0,87.75,Critical,0,2,2,0.000785,0.00025145,52.72,Review high-risk graph entity and connected transaction network.
CENTRALITY-000441,CUST000445,Customer,Isabella Ali,0,19.0,2352.78,66.0,92.97,13.0,1.0,9.0,87.74,Critical,0,2,2,0.000785,0.00025145,52.71,Review high-risk graph entity and connected transaction network.
CENTRALITY-000442,CUST000925,Customer,Amelia Brown,0,12.0,1340.3600000000001,66.0,98.13,9.0,2.0,7.0,87.55,Critical,0,1,1,0.000392,0.00025145,52.59,Review high-risk graph entity and connected transaction network.
CENTRALITY-000443,CUST000702,Customer,Sophia Khan,0,11.0,4001.43,83.0,97.76,8.0,2.0,1.0,87.57,Critical,0,0,0,0.0,0.00025145,52.59,Review high-risk graph entity and connected transaction network.
CENTRALITY-000444,CUST000470,Customer,Isabella Hussain,0,8.0,1395.6,97.0,92.55,4.0,1.0,4.0,87.54,Critical,0,0,0,0.0,0.00025145,52.57,Review high-risk graph entity and connected transaction network.
CENTRALITY-000445,CUST000446,Customer,Amelia Walker,0,10.0,656.6500000000001,88.0,98.11,6.0,1.0,3.0,87.44,Critical,0,2,2,0.000785,0.00025145,52.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-000446,MER000070,Merchant,Travel Merchant 070,0,40.0,17276.87,61.0,99.74,7.0,7.0,3.0,86.36,Critical,39,0,39,0.0153,0.00194745,52.51,Review high-risk graph entity and connected transaction network.
CENTRALITY-000447,ACC000879,Account,ACC000879,0,12.0,9744.0,86.0,93.82,7.0,2.0,2.0,87.04,Critical,3,16,19,0.007454,0.00039753,52.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-000448,ACC001102,Account,ACC001102,0,14.0,660.25,61.0,97.64,8.0,5.0,6.0,87.12,Critical,1,15,16,0.006277,0.00025145,52.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-000449,ACC001130,Account,ACC001130,0,5.0,1804.4199999999998,92.0,97.91,4.0,1.0,4.0,87.17,Critical,2,7,9,0.003531,0.00027178,52.43,Review high-risk graph entity and connected transaction network.
CENTRALITY-000450,MER000089,Merchant,Travel Merchant 089,0,48.0,20950.989999999998,65.0,97.51,17.0,1.0,6.0,85.88,Critical,47,0,47,0.018439,0.00262599,52.42,Review high-risk graph entity and connected transaction network.
CENTRALITY-000451,MER000030,Merchant,Hotels Merchant 030,0,36.0,6876.66,63.0,97.04,10.0,2.0,6.0,86.31,Critical,36,0,36,0.014123,0.00175018,52.42,Review high-risk graph entity and connected transaction network.
CENTRALITY-000452,ACC000412,Account,ACC000412,0,17.0,4067.6600000000003,83.0,88.94,9.0,0.0,5.0,86.98,Critical,2,19,21,0.008239,0.00025903,52.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-000453,ACC001081,Account,ACC001081,0,6.0,236.93,97.0,99.8,4.0,1.0,1.0,87.08,Critical,2,11,13,0.004708,0.00027232,52.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-000454,CUST000982,Customer,Fatima Davies,0,12.0,981.1700000000001,98.0,83.27,8.0,0.0,2.0,87.24,Critical,0,1,1,0.000392,0.00025145,52.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-000455,MER000158,Merchant,Pharmacy Merchant 158,0,48.0,2134.1,43.0,99.95,12.0,10.0,2.0,86.33,Critical,48,0,48,0.018831,0.00103973,52.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000456,ACC000308,Account,ACC000308,0,8.0,2237.02,86.0,88.05,7.0,0.0,7.0,87.02,Critical,4,10,14,0.005492,0.00030961,52.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000457,ACC000901,Account,ACC000901,0,8.0,268.99,100.0,88.51,6.0,0.0,2.0,86.98,Critical,4,10,14,0.005492,0.0003879,52.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000458,CUST000047,Customer,Aisha Smith,0,16.0,1251.32,66.0,98.53,10.0,2.0,5.0,87.19,Critical,0,2,2,0.000785,0.00025145,52.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000459,ACC001175,Account,ACC001175,0,4.0,198.98,100.0,93.17,4.0,1.0,2.0,87.11,Critical,2,5,7,0.002746,0.00025954,52.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-000460,MER000059,Merchant,Electronics Merchant 059,0,46.0,13477.119999999999,75.0,91.3,12.0,1.0,4.0,86.2,Critical,44,0,44,0.017262,0.00147455,52.36,Review high-risk graph entity and connected transaction network.
CENTRALITY-000461,ACC000104,Account,ACC000104,0,2.0,8035.97,100.0,100.0,2.0,2.0,1.0,87.0,Critical,5,5,10,0.003923,0.0003946,52.36,Review high-risk graph entity and connected transaction network.
CENTRALITY-000462,CUST000365,Customer,Isabella Jones,0,13.0,642.25,61.0,97.64,8.0,5.0,6.0,87.12,Critical,0,1,1,0.000392,0.00025145,52.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-000463,ACC000397,Account,ACC000397,0,5.0,202.17000000000002,100.0,96.81,3.0,1.0,2.0,86.88,Critical,5,8,13,0.0051,0.00034776,52.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000464,CUST000105,Customer,Leo Thomas,0,8.0,3899.91,86.0,91.08,8.0,1.0,3.0,87.08,Critical,0,0,0,0.0,0.00025145,52.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000465,CUST000962,Customer,Noah Wilson,0,12.0,615.01,73.0,97.75,9.0,3.0,2.0,87.06,Critical,0,0,0,0.0,0.00025145,52.29,Review high-risk graph entity and connected transaction network.
CENTRALITY-000466,ACC000323,Account,ACC000323,0,6.0,825.14,91.0,99.98,4.0,2.0,2.0,86.94,Critical,1,6,7,0.002746,0.00025145,52.27,Review high-risk graph entity and connected transaction network.
CENTRALITY-000467,CUST000959,Customer,Hannah Wright,0,14.0,4015.63,83.0,88.94,9.0,0.0,5.0,86.98,Critical,0,1,1,0.000392,0.00025145,52.25,Review high-risk graph entity and connected transaction network.
CENTRALITY-000468,CUST000954,Customer,Amelia Wilson,0,9.0,825.07,71.0,95.78,7.0,4.0,5.0,86.97,Critical,0,0,0,0.0,0.00025145,52.23,Review high-risk graph entity and connected transaction network.
CENTRALITY-000469,ACC001198,Account,ACC001198,0,7.0,3629.53,88.0,96.12,6.0,1.0,3.0,86.74,Critical,3,8,11,0.004315,0.00046325,52.22,Review high-risk graph entity and connected transaction network.
CENTRALITY-000470,ACC000178,Account,ACC000178,0,12.0,690.05,72.0,93.55,11.0,1.0,5.0,86.64,Critical,2,13,15,0.005885,0.00042916,52.19,Review high-risk graph entity and connected transaction network.
CENTRALITY-000471,CUST000664,Customer,Oliver Hall,0,14.0,2955.62,71.0,96.73,9.0,1.0,6.0,86.81,Critical,0,1,1,0.000392,0.00025145,52.14,Review high-risk graph entity and connected transaction network.
CENTRALITY-000472,CUST000292,Customer,Leo Jones,0,10.0,680.57,73.0,93.97,9.0,1.0,6.0,86.74,Critical,0,5,5,0.001962,0.00025145,52.13,Review high-risk graph entity and connected transaction network.
CENTRALITY-000473,CUST000662,Customer,Ali Taylor,0,11.0,537.29,84.0,99.91,4.0,4.0,2.0,86.77,Critical,0,1,1,0.000392,0.00025145,52.12,Review high-risk graph entity and connected transaction network.
CENTRALITY-000474,CUST000450,Customer,Maya Young,0,12.0,1130.07,68.0,88.84,12.0,0.0,11.0,86.69,Critical,0,2,2,0.000785,0.00025145,52.08,Review high-risk graph entity and connected transaction network.
CENTRALITY-000475,ACC000974,Account,ACC000974,0,4.0,256.87,100.0,90.82,4.0,1.0,2.0,86.29,Critical,8,5,13,0.0051,0.00050058,51.98,Review high-risk graph entity and connected transaction network.
CENTRALITY-000476,ACC000878,Account,ACC000878,0,4.0,165.8,100.0,95.51,3.0,1.0,2.0,86.43,Critical,2,5,7,0.002746,0.00026188,51.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-000477,ACC000758,Account,ACC000758,0,7.0,8607.73,76.0,96.21,7.0,2.0,5.0,86.37,Critical,2,7,9,0.003531,0.00029452,51.95,Review high-risk graph entity and connected transaction network.
CENTRALITY-000478,CUST000088,Customer,Muhammad Wright,0,11.0,658.9,66.0,99.37,9.0,1.0,7.0,86.48,Critical,0,1,1,0.000392,0.00025145,51.95,Review high-risk graph entity and connected transaction network.
CENTRALITY-000479,ACC000285,Account,ACC000285,0,11.0,976.1800000000001,69.0,97.69,9.0,1.0,6.0,86.24,Critical,2,17,19,0.007454,0.00025354,51.94,Review high-risk graph entity and connected transaction network.
CENTRALITY-000480,CUST000963,Customer,Lucas Young,0,8.0,367.39,81.0,85.56,8.0,0.0,8.0,86.4,Critical,0,3,3,0.001177,0.00025145,51.91,Review high-risk graph entity and connected transaction network.
CENTRALITY-000481,CUST000076,Customer,Mia Young,0,8.0,414.95000000000005,77.0,95.12,8.0,1.0,5.0,86.44,Critical,0,0,0,0.0,0.00025145,51.91,Review high-risk graph entity and connected transaction network.
CENTRALITY-000482,ACC000716,Account,ACC000716,0,4.0,180.77,100.0,95.06,2.0,2.0,2.0,86.27,Critical,3,6,9,0.003531,0.00034015,51.9,Review high-risk graph entity and connected transaction network.
CENTRALITY-000483,CUST000172,Customer,Ali Wilson,0,11.0,771.58,84.0,88.86,9.0,0.0,4.0,86.4,Critical,0,1,1,0.000392,0.00025145,51.9,Review high-risk graph entity and connected transaction network.
CENTRALITY-000484,CUST000709,Customer,Ethan Davies,0,12.0,734.74,76.0,96.28,10.0,1.0,2.0,86.4,Critical,0,0,0,0.0,0.00025145,51.89,Review high-risk graph entity and connected transaction network.
CENTRALITY-000485,ACC000172,Account,ACC000172,0,10.0,3777.91,98.0,85.85,6.0,0.0,3.0,86.15,Critical,2,10,12,0.004708,0.00033865,51.85,Review high-risk graph entity and connected transaction network.
CENTRALITY-000486,CUST000372,Customer,Adam Smith,0,11.0,4326.65,67.0,99.05,8.0,1.0,8.0,86.32,Critical,0,1,1,0.000392,0.00025145,51.85,Review high-risk graph entity and connected transaction network.
CENTRALITY-000487,CUST000293,Customer,James Walker,0,12.0,11087.289999999999,75.0,98.56,7.0,3.0,3.0,86.25,Critical,0,1,1,0.000392,0.00025145,51.81,Review high-risk graph entity and connected transaction network.
CENTRALITY-000488,MER000016,Merchant,Subscription Merchant 016,0,55.0,6045.3,70.0,93.08,11.0,2.0,3.0,85.08,Critical,53,0,53,0.020792,0.00154,51.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000489,ACC000198,Account,ACC000198,0,11.0,635.9300000000001,86.0,80.65,10.0,0.0,4.0,85.93,Critical,4,15,19,0.007454,0.00029477,51.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000490,CUST000224,Customer,Lucas Green,0,10.0,3705.37,68.0,91.65,10.0,1.0,7.0,86.18,Critical,0,1,1,0.000392,0.00025145,51.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000491,ACC001258,Account,ACC001258,0,13.0,471.86,73.0,88.78,12.0,0.0,7.0,85.92,Critical,4,13,17,0.006669,0.00038181,51.76,Review high-risk graph entity and connected transaction network.
CENTRALITY-000492,MER000196,Merchant,Groceries Merchant 196,0,37.0,6466.63,65.0,91.49,11.0,2.0,6.0,85.27,Critical,36,0,36,0.014123,0.0013413,51.71,Review high-risk graph entity and connected transaction network.
CENTRALITY-000493,ACC000395,Account,ACC000395,0,14.0,834.3199999999999,63.0,95.5,14.0,2.0,6.0,85.78,Critical,3,19,22,0.008631,0.0002962,51.7,Review high-risk graph entity and connected transaction network.
CENTRALITY-000494,ACC000973,Account,ACC000973,0,6.0,2160.18,99.0,88.34,5.0,0.0,3.0,85.97,Critical,2,7,9,0.003531,0.00025205,51.7,Review high-risk graph entity and connected transaction network.
CENTRALITY-000495,MER000171,Merchant,Cash Withdrawal Merchant 171,0,32.0,8061.5599999999995,67.0,86.37,30.0,0.0,10.0,85.38,Critical,31,0,31,0.012162,0.00111623,51.69,Review high-risk graph entity and connected transaction network.
CENTRALITY-000496,CUST000299,Customer,Oliver Hussain,0,12.0,7057.53,72.0,99.07,7.0,3.0,4.0,86.07,Critical,0,0,0,0.0,0.00025145,51.69,Review high-risk graph entity and connected transaction network.
CENTRALITY-000497,CUST000911,Customer,Ethan Clarke,0,8.0,316.24,81.0,84.39,8.0,0.0,8.0,85.99,Critical,0,2,2,0.000785,0.00025145,51.66,Review high-risk graph entity and connected transaction network.
CENTRALITY-000498,CUST000532,Customer,Lucas Davies,0,11.0,394.83,73.0,88.78,10.0,0.0,7.0,85.92,Critical,0,1,1,0.000392,0.00025145,51.61,Review high-risk graph entity and connected transaction network.
CENTRALITY-000499,MER000180,Merchant,Travel Merchant 180,0,31.0,8527.11,65.0,97.07,12.0,2.0,4.0,85.22,Critical,31,0,31,0.012162,0.00107914,51.59,Review high-risk graph entity and connected transaction network.
CENTRALITY-000500,ACC001073,Account,ACC001073,0,17.0,783.71,60.0,98.82,9.0,5.0,3.0,85.59,Critical,2,18,20,0.007846,0.00028549,51.57,Review high-risk graph entity and connected transaction network.
CENTRALITY-000501,ACC000469,Account,ACC000469,0,5.0,516.4100000000001,97.0,97.41,3.0,1.0,2.0,85.74,Critical,4,5,9,0.003531,0.00030038,51.57,Review high-risk graph entity and connected transaction network.
CENTRALITY-000502,CUST000786,Customer,Leo Jones,0,12.0,8157.07,83.0,99.82,5.0,2.0,3.0,85.79,Critical,0,2,2,0.000785,0.00025145,51.54,Review high-risk graph entity and connected transaction network.
CENTRALITY-000503,CUST000957,Customer,Daniel Ali,0,11.0,870.62,83.0,95.45,7.0,1.0,3.0,85.76,Critical,0,2,2,0.000785,0.00025145,51.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-000504,MER000195,Merchant,Electronics Merchant 195,0,50.0,9791.13,63.0,98.02,8.0,4.0,4.0,84.66,Critical,50,0,50,0.019616,0.0014626,51.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-000505,ACC000325,Account,ACC000325,0,14.0,616.16,83.0,98.4,6.0,1.0,3.0,85.29,Critical,8,15,23,0.009023,0.00052692,51.46,Review high-risk graph entity and connected transaction network.
CENTRALITY-000506,ACC000081,Account,ACC000081,0,8.0,4800.3099999999995,75.0,99.07,5.0,3.0,5.0,85.42,Critical,4,10,14,0.005492,0.00028259,51.42,Review high-risk graph entity and connected transaction network.
CENTRALITY-000507,ACC000702,Account,ACC000702,0,6.0,541.9,100.0,96.89,2.0,1.0,2.0,85.41,Critical,3,6,9,0.003531,0.00037918,51.39,Review high-risk graph entity and connected transaction network.
CENTRALITY-000508,CUST000871,Customer,Oliver Wilson,0,16.0,1129.51,79.0,95.67,8.0,1.0,3.0,85.53,Critical,0,1,1,0.000392,0.00025145,51.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000509,ACC000344,Account,ACC000344,0,7.0,2336.91,81.0,96.53,6.0,2.0,3.0,85.24,Critical,9,9,18,0.007062,0.0004302,51.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-000510,ACC000494,Account,ACC000494,0,3.0,73.01,100.0,99.58,2.0,1.0,1.0,85.35,Critical,4,5,9,0.003531,0.00031644,51.34,Review high-risk graph entity and connected transaction network.
CENTRALITY-000511,CUST000253,Customer,Sophia Clarke,0,9.0,9157.85,59.0,99.54,9.0,3.0,6.0,85.39,Critical,0,1,1,0.000392,0.00025145,51.29,Review high-risk graph entity and connected transaction network.
CENTRALITY-000512,ACC001083,Account,ACC001083,0,9.0,636.85,100.0,89.0,4.0,0.0,3.0,85.15,Critical,3,11,14,0.005492,0.00030726,51.26,Review high-risk graph entity and connected transaction network.
CENTRALITY-000513,CUST000572,Customer,Noah Taylor,0,6.0,7207.349999999999,100.0,95.24,3.0,1.0,1.0,85.33,Critical,0,2,2,0.000785,0.00025145,51.26,Review high-risk graph entity and connected transaction network.
CENTRALITY-000514,ACC000461,Account,ACC000461,0,18.0,1815.78,72.0,88.89,9.0,0.0,8.0,85.01,Critical,1,18,19,0.007454,0.00025145,51.21,Review high-risk graph entity and connected transaction network.
CENTRALITY-000515,ACC000617,Account,ACC000617,0,10.0,272.49,100.0,68.81,8.0,0.0,4.0,85.08,Critical,2,11,13,0.0051,0.00025985,51.2,Review high-risk graph entity and connected transaction network.
CENTRALITY-000516,MER000166,Merchant,Groceries Merchant 166,0,36.0,18310.5,65.0,95.83,14.0,1.0,5.0,84.29,Critical,35,0,35,0.013731,0.00170707,51.19,Review high-risk graph entity and connected transaction network.
CENTRALITY-000517,ACC000409,Account,ACC000409,0,14.0,1209.78,73.0,98.83,8.0,1.0,4.0,84.94,Critical,4,16,20,0.007846,0.00029044,51.18,Review high-risk graph entity and connected transaction network.
CENTRALITY-000518,CUST000859,Customer,Daniel Jones,0,8.0,2551.19,66.0,98.31,7.0,3.0,6.0,85.11,Critical,0,0,0,0.0,0.00025145,51.12,Review high-risk graph entity and connected transaction network.
CENTRALITY-000519,CUST000629,Customer,Sophia Miller,0,8.0,3379.89,76.0,99.57,6.0,2.0,4.0,85.05,Critical,0,0,0,0.0,0.00025145,51.08,Review high-risk graph entity and connected transaction network.
CENTRALITY-000520,CUST000652,Customer,Muhammad Hall,0,7.0,210.08999999999997,98.0,94.15,3.0,1.0,2.0,85.05,Critical,0,0,0,0.0,0.00025145,51.08,Review high-risk graph entity and connected transaction network.
CENTRALITY-000521,ACC001086,Account,ACC001086,0,9.0,4441.650000000001,72.0,95.53,8.0,2.0,4.0,84.84,Critical,3,10,13,0.0051,0.00031237,51.07,Review high-risk graph entity and connected transaction network.
CENTRALITY-000522,MER000178,Merchant,Groceries Merchant 178,0,46.0,1941.3999999999999,73.0,96.71,7.0,4.0,1.0,84.2,Critical,46,0,46,0.018046,0.00072368,51.03,Review high-risk graph entity and connected transaction network.
CENTRALITY-000523,ACC000184,Account,ACC000184,0,14.0,737.39,64.0,98.24,13.0,1.0,5.0,84.68,Critical,2,18,20,0.007846,0.00032854,51.03,Review high-risk graph entity and connected transaction network.
CENTRALITY-000524,MER000186,Merchant,Subscription Merchant 186,0,30.0,12295.39,71.0,97.64,8.0,2.0,3.0,84.12,Critical,30,0,30,0.011769,0.00149649,51.01,Review high-risk graph entity and connected transaction network.
CENTRALITY-000525,ACC000464,Account,ACC000464,0,11.0,429.26,73.0,89.37,9.0,0.0,7.0,84.63,Critical,4,13,17,0.006669,0.00040605,50.99,Review high-risk graph entity and connected transaction network.
CENTRALITY-000526,ACC001055,Account,ACC001055,0,8.0,352.61,93.0,82.44,6.0,0.0,5.0,84.7,Critical,3,11,14,0.005492,0.00027505,50.98,Review high-risk graph entity and connected transaction network.
CENTRALITY-000527,ACC001034,Account,ACC001034,0,5.0,114.1,100.0,87.78,4.0,0.0,3.0,84.72,Critical,1,10,11,0.004315,0.00025145,50.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-000528,ACC000143,Account,ACC000143,0,6.0,401.0,81.0,94.97,6.0,2.0,3.0,84.69,Critical,2,6,8,0.003138,0.00029446,50.94,Review high-risk graph entity and connected transaction network.
CENTRALITY-000529,CUST000895,Customer,Daniel Clarke,0,17.0,5980.36,76.0,97.3,8.0,1.0,3.0,84.76,Critical,0,2,2,0.000785,0.00025145,50.92,Review high-risk graph entity and connected transaction network.
CENTRALITY-000530,ACC000970,Account,ACC000970,0,8.0,526.54,73.0,99.13,6.0,2.0,5.0,84.55,Critical,5,8,13,0.0051,0.00033109,50.9,Review high-risk graph entity and connected transaction network.
CENTRALITY-000531,CUST000016,Customer,James Taylor,0,6.0,401.0,81.0,94.97,6.0,2.0,3.0,84.69,Critical,0,1,1,0.000392,0.00025145,50.87,Review high-risk graph entity and connected transaction network.
CENTRALITY-000532,CUST000900,Customer,Ethan Ahmed,0,14.0,737.39,64.0,98.24,13.0,1.0,5.0,84.68,Critical,0,1,1,0.000392,0.00025145,50.87,Review high-risk graph entity and connected transaction network.
CENTRALITY-000533,MER000188,Merchant,Electronics Merchant 188,0,27.0,1366.81,83.0,99.25,5.0,1.0,3.0,84.09,Critical,27,0,27,0.010592,0.00088701,50.84,Review high-risk graph entity and connected transaction network.
CENTRALITY-000534,ACC000627,Account,ACC000627,0,5.0,152.32,98.0,99.26,2.0,1.0,1.0,84.34,Critical,4,6,10,0.003923,0.00041458,50.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000535,ACC001033,Account,ACC001033,0,12.0,4408.03,88.0,84.57,8.0,0.0,3.0,84.2,Critical,6,14,20,0.007846,0.0002753,50.73,Review high-risk graph entity and connected transaction network.
CENTRALITY-000536,ACC000131,Account,ACC000131,0,7.0,2601.83,93.0,95.48,3.0,1.0,3.0,84.27,Critical,5,8,13,0.0051,0.00029615,50.72,Review high-risk graph entity and connected transaction network.
