edge_id,source_node_id,target_node_id,edge_type,edge_count,total_amount,max_rule_based_risk_score,max_anomaly_score_percentile,edge_risk_score
EDGE-00001188,CUST000409,ACC001188,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001189,CUST000276,ACC001189,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001190,CUST000635,ACC001190,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001191,CUST000172,ACC001191,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001192,CUST000187,ACC001192,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001193,CUST000362,ACC001193,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001194,CUST000975,ACC001194,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001195,CUST000851,ACC001195,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001196,CUST000587,ACC001196,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001197,CUST000697,ACC001197,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001198,CUST000183,ACC001198,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001199,CUST000969,ACC001199,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001200,CUST000801,ACC001200,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001201,CUST000401,ACC001201,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001202,CUST000973,ACC001202,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001203,CUST000792,ACC001203,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001204,CUST000644,ACC001204,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001205,CUST000853,ACC001205,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001206,CUST000535,ACC001206,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001207,CUST000089,ACC001207,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001208,CUST000465,ACC001208,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001209,CUST000178,ACC001209,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001210,CUST000974,ACC001210,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001211,CUST000047,ACC001211,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001212,CUST000822,ACC001212,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001213,CUST000182,ACC001213,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001214,CUST000485,ACC001214,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001215,CUST000370,ACC001215,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001216,CUST000357,ACC001216,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001217,CUST000829,ACC001217,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001218,CUST000812,ACC001218,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001219,CUST000142,ACC001219,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001220,CUST000287,ACC001220,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001221,CUST000888,ACC001221,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001222,CUST000312,ACC001222,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001223,CUST000027,ACC001223,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001224,CUST000315,ACC001224,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001225,CUST000659,ACC001225,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001226,CUST000071,ACC001226,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001227,CUST000649,ACC001227,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001228,CUST000311,ACC001228,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001229,CUST000734,ACC001229,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001230,CUST000653,ACC001230,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001231,CUST000765,ACC001231,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001232,CUST000942,ACC001232,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001233,CUST000834,ACC001233,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001234,CUST000857,ACC001234,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001235,CUST000313,ACC001235,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001236,CUST000426,ACC001236,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001237,CUST000546,ACC001237,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001238,CUST000467,ACC001238,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001239,CUST000267,ACC001239,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001240,CUST000159,ACC001240,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001241,CUST000524,ACC001241,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001242,CUST000568,ACC001242,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001243,CUST000736,ACC001243,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001244,CUST000704,ACC001244,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001245,CUST000990,ACC001245,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001246,CUST000159,ACC001246,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001247,CUST000176,ACC001247,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001248,CUST000078,ACC001248,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001249,CUST000171,ACC001249,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001250,CUST000554,ACC001250,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001251,CUST000501,ACC001251,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001252,CUST000403,ACC001252,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001253,CUST000260,ACC001253,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001254,CUST000120,ACC001254,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001255,CUST000585,ACC001255,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001256,CUST000923,ACC001256,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001257,CUST000503,ACC001257,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001258,CUST000532,ACC001258,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001259,CUST000407,ACC001259,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001260,CUST000039,ACC001260,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001261,CUST000963,ACC001261,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001262,CUST000449,ACC001262,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001263,CUST000190,ACC001263,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001264,CUST000285,ACC001264,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001265,CUST000587,ACC001265,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001266,CUST000856,ACC001266,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001267,CUST000153,ACC001267,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001268,CUST000025,ACC001268,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001269,CUST000524,ACC001269,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001270,CUST000482,ACC001270,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001271,CUST000149,ACC001271,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001272,CUST000121,ACC001272,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001273,CUST000677,ACC001273,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001274,CUST000413,ACC001274,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001275,CUST000033,ACC001275,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001276,CUST000203,ACC001276,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001277,CUST000198,ACC001277,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001278,CUST000467,ACC001278,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001279,CUST000783,ACC001279,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001280,CUST000572,ACC001280,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001281,CUST000591,ACC001281,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001282,CUST000132,ACC001282,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001283,CUST000991,ACC001283,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001284,CUST000002,ACC001284,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001285,CUST000798,ACC001285,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001286,CUST000122,ACC001286,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001287,CUST000376,ACC001287,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001288,CUST000266,ACC001288,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001289,CUST000953,ACC001289,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001290,CUST000507,ACC001290,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001291,CUST000988,ACC001291,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001292,CUST000134,ACC001292,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001293,CUST000976,ACC001293,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001294,CUST000888,ACC001294,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001295,CUST000930,ACC001295,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001296,CUST000434,ACC001296,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001297,CUST000694,ACC001297,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001298,CUST000969,ACC001298,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001299,CUST000258,ACC001299,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001300,CUST000122,ACC001300,OWNS_ACCOUNT,1,0.0,0.0,0.0,0.75
EDGE-00001301,ACC000001,MER000028,TRANSACTS_WITH,1,9.35,15.0,15.79,13.78
EDGE-00001302,ACC000001,MER000033,TRANSACTS_WITH,1,116.35,10.0,39.22,19.48
EDGE-00001303,ACC000001,MER000038,TRANSACTS_WITH,1,24.7,39.0,47.7,36.94
EDGE-00001304,ACC000001,MER000112,TRANSACTS_WITH,1,16.51,43.0,24.96,30.99
EDGE-00001305,ACC000001,MER000132,TRANSACTS_WITH,1,63.65,44.0,36.45,35.51
EDGE-00001306,ACC000001,MER000189,TRANSACTS_WITH,1,9.96,52.0,35.04,39.01
EDGE-00001307,ACC000001,MER000220,TRANSACTS_WITH,1,285.14,28.0,55.0,34.0
EDGE-00001308,ACC000002,MER000020,TRANSACTS_WITH,1,172.0,15.0,7.58,10.9
EDGE-00001309,ACC000002,MER000054,TRANSACTS_WITH,1,32.79,10.0,10.83,9.54
EDGE-00001310,ACC000002,MER000058,TRANSACTS_WITH,1,48.26,10.0,14.07,10.67
EDGE-00001311,ACC000002,MER000060,TRANSACTS_WITH,1,35.32,10.0,19.96,12.74
EDGE-00001312,ACC000002,MER000113,TRANSACTS_WITH,1,213.89,65.0,70.62,57.97
EDGE-00001313,ACC000002,MER000130,TRANSACTS_WITH,1,36.31,28.0,72.34,40.07
EDGE-00001314,ACC000002,MER000141,TRANSACTS_WITH,1,52.41,10.0,63.23,27.88
EDGE-00001315,ACC000002,MER000155,TRANSACTS_WITH,1,39.21,33.0,40.77,31.52
EDGE-00001316,ACC000002,MER000169,TRANSACTS_WITH,1,24.83,10.0,55.23,25.08
EDGE-00001317,ACC000002,MER000175,TRANSACTS_WITH,1,74.68,15.0,9.18,11.46
EDGE-00001318,ACC000002,MER000176,TRANSACTS_WITH,1,108.42,34.0,51.94,35.93
EDGE-00001319,ACC000002,MER000190,TRANSACTS_WITH,1,64.85,10.0,77.41,32.84
EDGE-00001320,ACC000002,MER000192,TRANSACTS_WITH,1,20.03,61.0,57.83,51.49
EDGE-00001321,ACC000003,MER000024,TRANSACTS_WITH,1,21.09,20.0,86.37,40.98
EDGE-00001322,ACC000003,MER000028,TRANSACTS_WITH,1,19.41,10.0,21.84,13.39
EDGE-00001323,ACC000003,MER000042,TRANSACTS_WITH,1,15.12,0.0,67.53,24.39
EDGE-00001324,ACC000003,MER000060,TRANSACTS_WITH,1,95.81,28.0,53.68,33.54
EDGE-00001325,ACC000003,MER000081,TRANSACTS_WITH,1,69.73,10.0,47.34,22.32
EDGE-00001326,ACC000004,MER000029,TRANSACTS_WITH,1,44.13,76.0,88.3,69.66
EDGE-00001327,ACC000004,MER000033,TRANSACTS_WITH,1,2058.38,33.0,57.91,37.52
EDGE-00001328,ACC000004,MER000040,TRANSACTS_WITH,1,97.17,15.0,77.22,35.28
EDGE-00001329,ACC000004,MER000152,TRANSACTS_WITH,1,128.66,34.0,9.46,21.06
EDGE-00001330,ACC000004,MER000230,TRANSACTS_WITH,1,26.37,15.0,0.94,8.58
EDGE-00001331,ACC000005,MER000030,TRANSACTS_WITH,1,1186.75,28.0,68.81,38.83
EDGE-00001332,ACC000005,MER000056,TRANSACTS_WITH,1,31.68,38.0,6.31,21.96
EDGE-00001333,ACC000005,MER000065,TRANSACTS_WITH,1,13.26,48.0,82.12,53.49
EDGE-00001334,ACC000005,MER000067,TRANSACTS_WITH,1,12.71,10.0,0.98,6.09
EDGE-00001335,ACC000005,MER000068,TRANSACTS_WITH,1,11.36,15.0,1.04,8.61
EDGE-00001336,ACC000005,MER000074,TRANSACTS_WITH,1,77.98,20.0,14.3,15.76
EDGE-00001337,ACC000005,MER000105,TRANSACTS_WITH,1,14.49,29.0,55.31,34.61
EDGE-00001338,ACC000005,MER000113,TRANSACTS_WITH,1,19.49,40.0,91.27,52.69
EDGE-00001339,ACC000005,MER000174,TRANSACTS_WITH,1,22.22,38.0,40.73,34.01
EDGE-00001340,ACC000006,MER000109,TRANSACTS_WITH,1,10.2,28.0,86.92,45.17
EDGE-00001341,ACC000006,MER000188,TRANSACTS_WITH,1,61.65,25.0,54.71,32.4
EDGE-00001342,ACC000006,MER000222,TRANSACTS_WITH,1,43.44,34.0,7.82,20.49
EDGE-00001343,ACC000007,MER000130,TRANSACTS_WITH,1,43.66,63.0,99.67,67.13
EDGE-00001344,ACC000007,MER000133,TRANSACTS_WITH,1,36.79,15.0,46.36,24.48
EDGE-00001345,ACC000007,MER000136,TRANSACTS_WITH,1,274.59,48.0,71.11,49.64
EDGE-00001346,ACC000007,MER000144,TRANSACTS_WITH,1,2378.49,53.0,93.61,60.01
EDGE-00001347,ACC000007,MER000145,TRANSACTS_WITH,1,51.1,56.0,44.06,44.17
EDGE-00001348,ACC000007,MER000147,TRANSACTS_WITH,1,66.89,48.0,50.96,42.59
EDGE-00001349,ACC000007,MER000241,TRANSACTS_WITH,1,3.68,52.0,63.51,48.98
EDGE-00001350,ACC000008,MER000016,TRANSACTS_WITH,1,41.09,10.0,12.65,10.18
EDGE-00001351,ACC000008,MER000045,TRANSACTS_WITH,1,12.55,43.0,17.98,28.54
EDGE-00001352,ACC000008,MER000047,TRANSACTS_WITH,1,148.09,33.0,95.13,50.55
EDGE-00001353,ACC000008,MER000200,TRANSACTS_WITH,1,6.09,34.0,19.85,24.7
EDGE-00001354,ACC000008,MER000208,TRANSACTS_WITH,1,52.91,43.0,84.31,51.76
EDGE-00001355,ACC000009,MER000063,TRANSACTS_WITH,1,95.96,10.0,8.55,8.74
EDGE-00001356,ACC000009,MER000085,TRANSACTS_WITH,1,229.04,43.0,58.47,42.71
EDGE-00001357,ACC000009,MER000135,TRANSACTS_WITH,1,122.81,20.0,49.9,28.22
EDGE-00001358,ACC000010,MER000034,TRANSACTS_WITH,1,49.34,15.0,53.74,27.06
EDGE-00001359,ACC000010,MER000057,TRANSACTS_WITH,1,25.9,43.0,22.44,30.1
EDGE-00001360,ACC000010,MER000064,TRANSACTS_WITH,1,95.14,10.0,93.07,38.32
EDGE-00001361,ACC000010,MER000077,TRANSACTS_WITH,1,46.7,34.0,81.75,46.36
EDGE-00001362,ACC000010,MER000078,TRANSACTS_WITH,1,3815.45,43.0,99.6,57.11
EDGE-00001363,ACC000010,MER000181,TRANSACTS_WITH,1,72.48,33.0,69.62,41.62
EDGE-00001364,ACC000011,MER000003,TRANSACTS_WITH,1,21.63,28.0,58.26,35.14
EDGE-00001365,ACC000011,MER000022,TRANSACTS_WITH,1,41.02,33.0,75.42,43.65
EDGE-00001366,ACC000011,MER000054,TRANSACTS_WITH,1,72.65,43.0,41.2,36.67
EDGE-00001367,ACC000011,MER000148,TRANSACTS_WITH,1,274.07,28.0,35.52,27.18
EDGE-00001368,ACC000011,MER000171,TRANSACTS_WITH,1,61.71,67.0,58.85,54.85
EDGE-00001369,ACC000011,MER000184,TRANSACTS_WITH,1,12.74,55.0,49.98,45.74
EDGE-00001370,ACC000011,MER000204,TRANSACTS_WITH,1,20.2,33.0,62.61,39.16
EDGE-00001371,ACC000011,MER000210,TRANSACTS_WITH,1,104.92,53.0,36.87,40.15
EDGE-00001372,ACC000012,MER000091,TRANSACTS_WITH,1,166.38,40.0,33.01,32.3
EDGE-00001373,ACC000012,MER000101,TRANSACTS_WITH,1,19.94,48.0,34.56,36.85
EDGE-00001374,ACC000012,MER000105,TRANSACTS_WITH,1,4021.69,82.0,81.97,70.44
EDGE-00001375,ACC000012,MER000116,TRANSACTS_WITH,1,79.79,48.0,78.77,52.32
EDGE-00001376,ACC000012,MER000155,TRANSACTS_WITH,1,55.5,58.0,65.35,52.62
EDGE-00001377,ACC000012,MER000181,TRANSACTS_WITH,1,73.37,48.0,48.32,41.66
EDGE-00001378,ACC000013,MER000045,TRANSACTS_WITH,1,37.83,38.0,34.22,31.73
EDGE-00001379,ACC000013,MER000102,TRANSACTS_WITH,1,11.06,48.0,34.15,36.7
EDGE-00001380,ACC000013,MER000192,TRANSACTS_WITH,1,66.62,56.0,39.21,42.47
EDGE-00001381,ACC000013,MER000205,TRANSACTS_WITH,1,73.43,15.0,2.8,9.23
EDGE-00001382,ACC000013,MER000231,TRANSACTS_WITH,1,26.7,20.0,9.03,13.91
EDGE-00001383,ACC000014,MER000005,TRANSACTS_WITH,1,123.81,38.0,46.32,35.96
EDGE-00001384,ACC000014,MER000029,TRANSACTS_WITH,1,19.74,71.0,47.27,52.79
EDGE-00001385,ACC000014,MER000075,TRANSACTS_WITH,1,8097.29,66.0,81.43,62.25
EDGE-00001386,ACC000014,MER000082,TRANSACTS_WITH,1,8.95,61.0,30.59,41.96
EDGE-00001387,ACC000014,MER000091,TRANSACTS_WITH,1,38.57,28.0,92.1,46.98
EDGE-00001388,ACC000014,MER000094,TRANSACTS_WITH,1,88.84,66.0,78.12,61.09
EDGE-00001389,ACC000014,MER000110,TRANSACTS_WITH,1,30.84,10.0,20.76,13.02
EDGE-00001390,ACC000015,MER000019,TRANSACTS_WITH,1,5.2,10.0,1.71,6.35
EDGE-00001391,ACC000015,MER000151,TRANSACTS_WITH,1,34.57,48.0,87.9,55.52
EDGE-00001392,ACC000015,MER000181,TRANSACTS_WITH,1,188.06,28.0,66.26,37.94
EDGE-00001393,ACC000015,MER000218,TRANSACTS_WITH,1,124.09,53.0,85.84,57.29
EDGE-00001394,ACC000016,MER000010,TRANSACTS_WITH,1,30.32,52.0,82.04,55.46
EDGE-00001395,ACC000016,MER000013,TRANSACTS_WITH,1,1035.02,38.0,37.12,32.74
EDGE-00001396,ACC000016,MER000020,TRANSACTS_WITH,1,49.3,10.0,92.44,38.1
EDGE-00001397,ACC000016,MER000035,TRANSACTS_WITH,1,22.47,38.0,25.33,28.62
EDGE-00001398,ACC000016,MER000104,TRANSACTS_WITH,1,97.63,15.0,94.7,41.4
EDGE-00001399,ACC000016,MER000178,TRANSACTS_WITH,1,45.63,15.0,21.5,15.77
EDGE-00001400,ACC000016,MER000250,TRANSACTS_WITH,1,14.72,38.0,30.04,30.26
EDGE-00001401,ACC000017,MER000053,TRANSACTS_WITH,1,17.19,43.0,76.83,49.14
EDGE-00001402,ACC000017,MER000058,TRANSACTS_WITH,1,18.1,15.0,35.34,20.62
EDGE-00001403,ACC000017,MER000118,TRANSACTS_WITH,1,73.55,34.0,50.23,35.33
EDGE-00001404,ACC000017,MER000169,TRANSACTS_WITH,1,111.53,15.0,4.94,9.98
EDGE-00001405,ACC000017,MER000211,TRANSACTS_WITH,1,93.8,20.0,60.02,31.76
EDGE-00001406,ACC000017,MER000219,TRANSACTS_WITH,1,42.55,43.0,15.88,27.81
EDGE-00001407,ACC000018,MER000030,TRANSACTS_WITH,1,11.11,15.0,13.56,13.0
EDGE-00001408,ACC000018,MER000047,TRANSACTS_WITH,1,59.86,28.0,50.29,32.35
EDGE-00001409,ACC000018,MER000063,TRANSACTS_WITH,1,21.15,10.0,16.05,11.37
EDGE-00001410,ACC000018,MER000099,TRANSACTS_WITH,1,158.61,38.0,35.33,32.12
EDGE-00001411,ACC000018,MER000195,TRANSACTS_WITH,1,7.46,10.0,70.44,30.4
EDGE-00001412,ACC000019,MER000022,TRANSACTS_WITH,1,33.05,20.0,16.56,16.55
EDGE-00001413,ACC000019,MER000060,TRANSACTS_WITH,1,1369.73,10.0,32.5,17.12
EDGE-00001414,ACC000019,MER000073,TRANSACTS_WITH,1,156.35,40.0,89.9,52.22
EDGE-00001415,ACC000019,MER000084,TRANSACTS_WITH,1,21.37,39.0,11.13,24.15
EDGE-00001416,ACC000019,MER000090,TRANSACTS_WITH,1,96.24,20.0,12.12,14.99
EDGE-00001417,ACC000019,MER000095,TRANSACTS_WITH,1,22.88,0.0,18.22,7.13
EDGE-00001418,ACC000019,MER000100,TRANSACTS_WITH,1,17.85,38.0,49.16,36.96
EDGE-00001419,ACC000019,MER000113,TRANSACTS_WITH,1,8752.78,65.0,94.49,66.32
EDGE-00001420,ACC000019,MER000121,TRANSACTS_WITH,1,11.92,39.0,5.36,22.13
EDGE-00001421,ACC000019,MER000228,TRANSACTS_WITH,1,29.41,15.0,86.31,38.46
EDGE-00001422,ACC000019,MER000232,TRANSACTS_WITH,1,112.92,10.0,25.99,14.85
EDGE-00001423,ACC000019,MER000235,TRANSACTS_WITH,1,65.29,33.0,39.44,31.05
EDGE-00001424,ACC000020,MER000021,TRANSACTS_WITH,1,27.75,68.0,94.08,67.68
EDGE-00001425,ACC000020,MER000032,TRANSACTS_WITH,1,66.26,35.0,92.95,50.78
EDGE-00001426,ACC000020,MER000046,TRANSACTS_WITH,1,46.14,52.0,73.51,52.48
EDGE-00001427,ACC000020,MER000049,TRANSACTS_WITH,1,7100.62,88.0,92.82,77.24
EDGE-00001428,ACC000020,MER000076,TRANSACTS_WITH,1,5.82,59.0,82.39,59.09
EDGE-00001429,ACC000020,MER000108,TRANSACTS_WITH,1,10.28,73.0,96.72,71.1
EDGE-00001430,ACC000020,MER000135,TRANSACTS_WITH,1,14.26,35.0,48.89,35.36
EDGE-00001431,ACC000020,MER000139,TRANSACTS_WITH,1,244.76,45.0,55.69,42.74
EDGE-00001432,ACC000020,MER000171,TRANSACTS_WITH,1,16.38,64.0,56.22,52.43
EDGE-00001433,ACC000020,MER000219,TRANSACTS_WITH,1,6.77,78.0,90.74,71.51
EDGE-00001434,ACC000020,MER000230,TRANSACTS_WITH,1,35.72,35.0,49.2,35.47
EDGE-00001435,ACC000020,MER000233,TRANSACTS_WITH,1,32.18,63.0,78.26,59.64
EDGE-00001436,ACC000021,MER000017,TRANSACTS_WITH,1,5732.71,68.0,91.08,66.63
EDGE-00001437,ACC000021,MER000019,TRANSACTS_WITH,1,7.76,35.0,72.99,43.8
EDGE-00001438,ACC000021,MER000025,TRANSACTS_WITH,1,48.3,30.0,75.54,42.19
EDGE-00001439,ACC000021,MER000084,TRANSACTS_WITH,1,221.72,64.0,69.73,57.16
EDGE-00001440,ACC000021,MER000174,TRANSACTS_WITH,1,36.89,63.0,87.98,63.04
EDGE-00001441,ACC000021,MER000176,TRANSACTS_WITH,1,28.95,39.0,74.67,46.38
EDGE-00001442,ACC000022,MER000001,TRANSACTS_WITH,1,12.18,24.0,24.19,21.22
EDGE-00001443,ACC000022,MER000046,TRANSACTS_WITH,1,4.39,44.0,47.76,39.47
EDGE-00001444,ACC000022,MER000048,TRANSACTS_WITH,1,134.44,28.0,80.43,42.9
EDGE-00001445,ACC000022,MER000058,TRANSACTS_WITH,1,36.63,15.0,0.82,8.54
EDGE-00001446,ACC000022,MER000068,TRANSACTS_WITH,1,148.19,5.0,23.0,11.3
EDGE-00001447,ACC000022,MER000078,TRANSACTS_WITH,1,40.02,15.0,42.09,22.98
EDGE-00001448,ACC000022,MER000161,TRANSACTS_WITH,1,37.35,71.0,81.85,64.9
EDGE-00001449,ACC000022,MER000167,TRANSACTS_WITH,1,15.39,10.0,4.03,7.16
EDGE-00001450,ACC000022,MER000193,TRANSACTS_WITH,1,300.45,5.0,21.65,10.83
EDGE-00001451,ACC000022,MER000194,TRANSACTS_WITH,1,13.94,34.0,8.05,20.57
EDGE-00001452,ACC000022,MER000246,TRANSACTS_WITH,1,7.63,57.0,35.27,41.59
EDGE-00001453,ACC000023,MER000037,TRANSACTS_WITH,1,7.35,62.0,60.98,53.09
EDGE-00001454,ACC000023,MER000096,TRANSACTS_WITH,1,32.75,28.0,62.84,36.74
EDGE-00001455,ACC000023,MER000141,TRANSACTS_WITH,1,57.2,28.0,25.75,23.76
EDGE-00001456,ACC000023,MER000158,TRANSACTS_WITH,1,37.73,28.0,75.71,41.25
EDGE-00001457,ACC000023,MER000182,TRANSACTS_WITH,1,25.85,80.0,88.4,71.69
EDGE-00001458,ACC000023,MER000198,TRANSACTS_WITH,1,50.06,58.0,99.32,64.51
EDGE-00001459,ACC000023,MER000230,TRANSACTS_WITH,1,15.69,28.0,50.77,32.52
EDGE-00001460,ACC000024,MER000007,TRANSACTS_WITH,1,14.64,40.0,76.16,47.41
